Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Michael Blazek,Cardinals (A),21,103,9.09,2.71,3.35,0.44,25.20%,7.50%,17.70%,0.207,1.06,0.272,67.90%,2.71,3.28,-0.57,9654
Kevin Munson,Diamondbacks (A),21,16.1,9.37,2.76,3.4,0.55,27.40%,8.10%,19.40%,0.14,0.8,0.18,94.80%,1.1,3.28,-2.18,sa526289
Jon Pokorny,Brewers (A),22,60.1,12.98,3.88,3.35,0.75,34.40%,10.30%,24.10%,0.21,1.21,0.318,72.50%,3.43,3.28,0.15,sa501595
Chris Jones,Indians (A),21,22,8.18,0.82,10,0.82,23.80%,2.40%,21.40%,0.195,0.82,0.233,65.80%,2.86,3.28,-0.42,sa392067
Brett Marshall,Yankees (A),20,72,7,2.75,2.55,0.25,19.40%,7.60%,11.80%,0.196,1.03,0.24,67.90%,2.5,3.28,-0.78,5364
James Leverton,Cubs (A),24,27.2,8.13,2.93,2.78,0.33,21.70%,7.80%,13.90%,0.217,1.16,0.275,68.60%,2.6,3.29,-0.68,sa454983
Nick Christiani,Reds (A),22,14,7.71,1.29,6,0.64,21.80%,3.60%,18.20%,0.226,1,0.275,63.50%,3.86,3.29,0.57,10332
Ryan Acosta,Yankees (A),21,61.2,6.71,3.36,2,0,16.90%,8.40%,8.40%,0.247,1.36,0.304,64.40%,3.5,3.29,0.21,sa390653
Kyle Heckathorn,Brewers (A),22,85,7.09,2.44,2.91,0.21,18.50%,6.30%,12.10%,0.243,1.24,0.299,63.70%,2.96,3.29,-0.33,sa501205
Jairo Heredia,Yankees (A),20,70.1,8.32,2.43,3.42,0.51,21.70%,6.30%,15.30%,0.265,1.32,0.333,68.20%,3.45,3.31,0.15,sa392471
Phil Irwin,Pirates (A),23,113,8.84,1.59,5.55,0.72,24.40%,4.40%,20.00%,0.231,1.05,0.292,70.60%,3.35,3.31,0.04,9489
Ian Krol,Athletics (A),19,118.2,6.9,1.44,4.79,0.38,19.10%,4.00%,15.10%,0.218,0.99,0.263,70.10%,2.65,3.32,-0.66,10066
Jorden Merry,Mariners (A),23,18.1,11.29,4.42,2.56,0.49,29.10%,11.40%,17.70%,0.243,1.42,0.348,65.00%,4.91,3.32,1.59,sa503336
Patrick Corbin,Angels (A),20,58.1,6.48,1.54,4.2,0.31,18.30%,4.40%,13.90%,0.24,1.06,0.289,59.50%,3.86,3.32,0.54,9323
Kenny Moreland,Orioles (A),24,100.2,6.26,0.89,7,0.54,17.20%,2.50%,14.70%,0.251,1.08,0.293,56.40%,4.2,3.32,0.88,sa455687
Ryan Wood,Royals (A),23,9.1,5.79,0.96,6,0,13.60%,2.30%,11.40%,0.317,1.5,0.371,56.30%,6.75,3.33,3.42,sa501622
Kyle Hurst,Angels (A),24,19,9.47,3.32,2.86,0.47,26.30%,9.20%,17.10%,0.203,1.11,0.271,56.10%,2.84,3.33,-0.49,sa455350
Matt Wickswat,White Sox (A),23,119,8.55,3.03,2.83,0.45,22.60%,8.00%,14.60%,0.253,1.31,0.325,67.50%,3.93,3.34,0.6,sa460152
Luis Cruz,Astros (A),19,99.2,7.95,2.35,3.38,0.45,21.30%,6.30%,15.00%,0.251,1.22,0.314,65.00%,3.61,3.34,0.27,sa454687
Justin Ennis,Pirates (A),22,5.2,7.94,4.76,1.67,0,17.90%,10.70%,7.10%,0.4,2.29,0.5,69.20%,6.35,3.34,3.01,sa549295
Rob Bryson,Indians (A),22,13.1,14.18,1.35,10.5,1.35,35.60%,3.40%,32.20%,0.236,1.13,0.344,70.40%,4.05,3.35,0.7,sa393057
Murphy Smith,Athletics (A),22,96.1,6.54,2.34,2.8,0.09,17.30%,6.20%,11.10%,0.245,1.2,0.3,60.40%,3.64,3.36,0.29,sa501722
Tom Stuifbergen,Twins (A),21,93.2,8.46,2.21,3.83,0.48,22.20%,5.80%,16.40%,0.266,1.29,0.337,75.60%,2.98,3.36,-0.38,sa397814
Jose Ramirez,Yankees (A),20,115,8.22,3.29,2.5,0.23,21.00%,8.40%,12.60%,0.233,1.28,0.298,65.90%,3.6,3.36,0.24,10171
Steven Turnbull,Blue Jays (A),23,62,10.02,2.61,3.83,0.58,25.70%,6.70%,19.00%,0.244,1.26,0.324,63.30%,3.77,3.37,0.4,sa501961
Jared Wesson,Tigers (A),24,81,9.44,4.56,2.07,0.11,24.00%,11.60%,12.40%,0.236,1.41,0.323,71.20%,3.44,3.38,0.07,sa510557
Jake Odorizzi,Brewers (A),20,120.2,10.07,2.98,3.38,0.52,26.70%,7.90%,18.80%,0.219,1.16,0.296,69.70%,3.43,3.38,0.05,6397
Nick Gaudi,Dodgers (A),23,11.1,9.53,3.97,2.4,0,22.60%,9.40%,13.20%,0.283,1.59,0.382,50.00%,7.94,3.38,4.56,sa502689
Chad Jenkins,Blue Jays (A),22,79.1,7.26,1.47,4.92,0.57,19.30%,3.90%,15.40%,0.277,1.27,0.333,70.50%,3.63,3.38,0.25,10326
Tyler Skaggs,- - -,18,98.1,9.34,2.29,4.08,0.64,25.30%,6.20%,19.10%,0.243,1.18,0.317,74.40%,3.29,3.38,-0.09,10190
Thomas Berryhill,Braves (A),22,45,6,3,2,0,14.60%,7.30%,7.30%,0.271,1.47,0.323,58.00%,3.8,3.39,0.41,sa501454
Collin Mchugh,Mets (A),23,132.1,8.77,2.58,3.39,0.48,22.40%,6.60%,15.80%,0.265,1.34,0.339,69.20%,3.33,3.39,-0.06,7531
Ryan Dennick,Royals (A),23,43.2,8.45,3.09,2.73,0.41,21.80%,8.00%,13.80%,0.254,1.35,0.323,65.80%,4.33,3.4,0.93,9261
Brandon Josselyn,Mariners (A),23,55.2,8.08,2.91,2.78,0.32,20.30%,7.30%,13.00%,0.279,1.46,0.351,61.10%,4.53,3.4,1.13,sa502137
Garrett Richards,Angels (A),22,108.1,8.97,2.82,3.18,0.5,24.40%,7.70%,16.70%,0.227,1.16,0.295,67.20%,3.41,3.4,0.01,9784
Kendal Volz,Red Sox (A),22,116.1,7.27,1.08,6.71,0.77,19.60%,2.90%,16.70%,0.273,1.21,0.324,69.50%,3.71,3.41,0.31,sa501602
Matt Little,Tigers (A),22,21,10.71,6,1.79,0,26.30%,14.70%,11.60%,0.213,1.48,0.309,65.60%,4.71,3.41,1.31,sa526464
Yohan Gonzalez,Cubs (A),20,56,6.43,2.57,2.5,0.16,16.70%,6.70%,10.00%,0.253,1.29,0.306,71.60%,2.89,3.41,-0.52,sa456058
Scott Allen,Diamondbacks (A),18,78,9.12,2.54,3.59,0.58,23.00%,6.40%,16.60%,0.277,1.41,0.355,67.00%,4.73,3.42,1.31,sa501628
A.J. Ramos,Marlins (A),23,58.1,12.03,4.94,2.44,0.46,31.80%,13.10%,18.80%,0.192,1.23,0.291,70.10%,3.7,3.42,0.29,8350
Tom Wilhelmsen,Mariners (A),26,44.1,7.51,3.05,2.47,0.2,19.80%,8.00%,11.80%,0.194,1.08,0.242,70.00%,2.23,3.42,-1.19,9975
Ryan Buch,White Sox (A),22,72,7.63,3.25,2.35,0.13,19.90%,8.50%,11.40%,0.224,1.21,0.286,66.20%,3.13,3.42,-0.3,sa501589
John Hesketh,Mariners (A),24,67,11.01,3.36,3.28,0.67,28.00%,8.50%,19.50%,0.249,1.36,0.343,63.20%,4.43,3.42,1.01,sa501991
Dennis Neuman,Red Sox (A),20,64,9.14,2.81,3.25,0.56,24.60%,7.60%,17.10%,0.225,1.16,0.292,74.60%,2.95,3.43,-0.47,sa455917
Christopher Shafer,Marlins (A),21,11.1,7.94,1.59,5,0.79,27.00%,5.40%,21.60%,0.086,0.44,0.083,83.30%,1.59,3.43,-1.84,sa390458
Zack Wheeler,Giants (A),20,58.2,10.74,5.83,1.84,0,26.70%,14.50%,12.20%,0.217,1.45,0.32,70.70%,3.99,3.43,0.55,10310
Matthew Way,Phillies (A),23,86.1,8.44,2.71,3.12,0.52,22.60%,7.20%,15.30%,0.243,1.23,0.309,65.10%,3.54,3.44,0.11,sa501485
Buddy Boshers,Angels (A),22,77.1,8.73,2.33,3.75,0.58,22.10%,5.90%,16.20%,0.266,1.34,0.335,63.00%,4.31,3.44,0.87,8490
Will Savage,Dodgers (A),25,83.2,6.24,1.51,4.14,0.32,16.80%,4.10%,12.80%,0.262,1.18,0.311,68.50%,2.8,3.44,-0.65,sa327775
Nathan Baker,Pirates (A),22,87.1,6.49,2.06,3.15,0.31,17.70%,5.60%,12.10%,0.207,1.01,0.247,65.00%,2.99,3.45,-0.46,sa501452
John Church,Mets (A),23,92,7.43,3.52,2.11,0.2,20.00%,9.50%,10.50%,0.224,1.22,0.282,74.20%,2.64,3.45,-0.81,sa502177
Robbie Ross Jr.,Rangers (A),21,94,5.94,1.91,3.1,0.19,15.50%,5.00%,10.50%,0.238,1.15,0.281,69.70%,2.59,3.47,-0.88,6819
Dan Taylor,Diamondbacks (A),22,39,6.92,1.85,3.75,0.46,17.80%,4.70%,13.00%,0.269,1.31,0.32,69.10%,3.69,3.47,0.22,sa502043
Jose Trinidad,Astros (A),22,63,6.86,1.86,3.69,0.43,19.00%,5.10%,13.80%,0.226,1.05,0.272,68.90%,2.57,3.47,-0.9,sa456081
Jesse Simpson,Cardinals (A),23,58.2,10.43,4.3,2.43,0.46,27.40%,11.30%,16.10%,0.201,1.23,0.277,75.60%,2.91,3.48,-0.56,sa503382
Jose Alvarez,Marlins (A),21,108,9.42,2.67,3.53,0.75,24.70%,7.00%,17.70%,0.27,1.35,0.35,71.10%,3.58,3.48,0.1,5358
Jose Guzman,Athletics (A),22,50.1,8.76,2.68,3.27,0.54,23.10%,7.10%,16.00%,0.236,1.21,0.301,68.00%,3.4,3.49,-0.09,sa329065
Bryan Paukovits,Royals (A),23,63.1,9.38,2.42,3.88,0.71,25.90%,6.70%,19.20%,0.182,0.95,0.23,58.20%,3.27,3.49,-0.22,sa389310
Yeiper Castillo,Red Sox (A),21,75.1,8.24,2.75,3,0.48,22.00%,7.40%,14.70%,0.263,1.3,0.335,68.80%,3.58,3.49,0.09,sa455793
Justin Collop,White Sox (A),22,155.1,7.53,1.8,4.19,0.58,19.90%,4.70%,15.10%,0.278,1.29,0.339,64.70%,4.23,3.49,0.74,sa501546
Marcus Hatley,Cubs (A),22,13.1,8.78,4.73,1.86,0,22.80%,12.30%,10.50%,0.286,1.58,0.389,72.70%,3.38,3.5,-0.12,sa394066
Daniel Sarria,Padres (A),22,41.2,7.99,2.38,3.36,0.43,20.70%,6.20%,14.50%,0.267,1.32,0.333,72.50%,3.89,3.5,0.38,sa544970
Ebelin Lugo,Phillies (A),20,66,7.91,2.86,2.76,0.55,22.00%,8.00%,14.00%,0.214,1.11,0.265,86.10%,1.91,3.51,-1.6,sa456135
Nick Haughian,Orioles (A),23,93,8.71,3.19,2.73,0.48,21.50%,7.90%,13.60%,0.29,1.54,0.368,68.10%,3.97,3.51,0.46,sa454997
Manuarys Correa,Angels (A),21,22,4.5,0.82,5.5,0.41,12.80%,2.30%,10.50%,0.191,0.82,0.208,54.20%,2.45,3.51,-1.06,sa456106
Aaron Loup,Blue Jays (A),22,74.1,8.84,2.78,3.17,0.48,23.20%,7.30%,15.90%,0.282,1.4,0.367,68.70%,4.48,3.51,0.97,10343
Nestor Molina,Blue Jays (A),21,76.2,7.16,2.35,3.05,0.47,19.70%,6.50%,13.30%,0.222,1.1,0.268,67.60%,3.17,3.52,-0.35,sa503616
Christopher Corrigan,Cardinals (A),22,23.1,7.71,3.09,2.5,0.39,18.00%,7.20%,10.80%,0.301,1.67,0.366,63.80%,3.86,3.52,0.34,sa392093
Jake Diekman,Phillies (A),23,23.2,11.41,5.7,2,0,27.30%,13.60%,13.60%,0.178,1.31,0.267,69.40%,1.9,3.52,-1.62,5003
T.J. Baxter,Orioles (A),24,1,0,0,0,0,0.00%,0.00%,0.00%,0.333,1,0.333,100.00%,0,3.52,-3.52,sa454931
Osman Marval,Braves (A),23,1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.52,-3.52,sa455718
Chris Hilliard,Mets (A),22,5.1,5.06,3.38,1.5,0,14.30%,9.50%,4.80%,0.158,0.94,0.188,80.00%,1.69,3.52,-1.83,sa457294
Zach Robertson,Marlins (A),21,3.2,7.36,4.91,1.5,0,17.70%,11.80%,5.90%,0.333,1.91,0.417,85.70%,2.45,3.52,-1.07,sa549696
Aaron Swenson,Orioles (A),23,14.2,8.59,3.07,2.8,0.61,20.30%,7.30%,13.00%,0.375,1.98,0.469,47.10%,6.75,3.52,3.23,sa549706
Natividad Dilone,Marlins (A),27,56.1,7.99,3.99,2,0.16,20.90%,10.50%,10.50%,0.248,1.37,0.321,67.80%,3.67,3.52,0.15,sa328803
Danny Rosenbaum,Nationals (A),22,101,7.57,2.5,3.04,0.45,20.20%,6.70%,13.50%,0.241,1.2,0.297,72.70%,2.32,3.52,-1.2,sa502078
Ronny Morla,Cubs (A),22,78.2,9.84,2.29,4.3,0.8,25.60%,6.00%,19.60%,0.24,1.21,0.311,67.30%,4,3.53,0.47,sa393046
Matt Lollis,Padres (A),19,54.1,7.45,2.15,3.46,0.5,20.70%,6.00%,14.80%,0.233,1.1,0.286,86.50%,1.66,3.54,-1.88,sa501704
Mitch Lively,Giants (A),24,35,6.69,1.8,3.71,0.51,18.10%,4.90%,13.20%,0.274,1.26,0.327,60.20%,4.89,3.55,1.34,sa390254
Brody Colvin,Phillies (A),19,138,7.83,2.74,2.86,0.46,20.20%,7.10%,13.10%,0.254,1.3,0.315,64.70%,3.39,3.55,-0.16,sa501521
Wilmin Rodriguez,Giants (A),25,29.1,6.44,2.76,2.33,0.31,15.60%,6.70%,8.90%,0.296,1.57,0.35,72.40%,3.68,3.55,0.13,sa329097
Sam Brown,Rangers (A),23,24,9.38,5.63,1.67,0,20.70%,12.40%,8.30%,0.298,1.92,0.392,47.90%,7.88,3.56,4.31,sa502102
Rubby De La Rosa,Dodgers (A),21,59.1,8.34,2.58,3.24,0.46,22.70%,7.00%,15.70%,0.223,1.11,0.284,71.90%,3.19,3.56,-0.38,3862
Ryan Berry,Orioles (A),21,46.1,8.35,2.14,3.91,0.78,21.80%,5.60%,16.20%,0.265,1.29,0.326,68.60%,3.5,3.56,-0.07,sa501544
Yoervis Medina,Mariners (A),21,36,10.5,3,3.5,0.75,27.80%,8.00%,19.90%,0.219,1.17,0.294,85.40%,2.5,3.56,-1.06,10498
Matt Thompson,Rangers (A),20,129.1,9.05,1.6,5.65,0.97,22.50%,4.00%,18.50%,0.304,1.47,0.378,66.70%,4.66,3.57,1.1,sa454783
Pedro Hernandez,Padres (A),21,100.1,7.09,1.52,4.65,0.54,17.80%,3.80%,13.90%,0.287,1.38,0.342,60.80%,4.04,3.57,0.47,4578
Luis Avilan,Braves (A),20,20.2,9.15,3.92,2.33,0.44,24.10%,10.30%,13.80%,0.195,1.16,0.255,72.00%,2.61,3.57,-0.96,2882
Johan Yan,Rangers (A),25,40,8.1,2.7,3,0.45,22.10%,7.40%,14.70%,0.184,0.98,0.229,72.10%,2.7,3.57,-0.87,sa328938
Egan Smith,Blue Jays (A),21,81.1,7.19,2.43,2.95,0.44,18.10%,6.10%,11.90%,0.298,1.5,0.36,65.00%,4.54,3.57,0.96,sa501516
Brian Parker,Orioles (A),25,53.1,6.92,1.52,4.56,0.68,20.00%,4.40%,15.60%,0.232,1.01,0.275,83.30%,2.36,3.58,-1.21,sa388407
Chris Notti,Cardinals (A),21,62.2,9.62,3.3,2.91,0.57,23.40%,8.00%,15.40%,0.3,1.61,0.392,70.10%,4.6,3.58,1.01,sa455029
Brendan Lafferty,Royals (A),24,17.1,9.87,3.63,2.71,0.52,25.70%,9.50%,16.20%,0.212,1.21,0.283,72.80%,3.12,3.59,-0.47,sa502019
Bryan Evans,Marlins (A),23,42.2,7.59,1.27,6,0.63,19.40%,3.20%,16.10%,0.31,1.41,0.378,63.10%,5.27,3.59,1.68,sa455162
Michael Watt,Padres (A),21,125,7.56,2.66,2.84,0.36,19.40%,6.80%,12.60%,0.259,1.32,0.32,67.10%,3.82,3.59,0.22,sa390349
Joseph Paxson,Dodgers (A),23,53.2,9.06,5.2,1.74,0,23.30%,13.40%,9.90%,0.228,1.42,0.315,71.30%,3.35,3.59,-0.24,sa328050
Pete Ruiz,Red Sox (A),22,124.2,7.87,1.66,4.74,0.79,20.80%,4.40%,16.40%,0.276,1.28,0.335,61.50%,4.4,3.59,0.81,sa455120
Kelvin Marte,Giants (A),22,26.1,5.47,2.39,2.29,0.34,15.70%,6.90%,8.80%,0.253,1.18,0.295,77.70%,2.73,3.6,-0.86,sa455682
Bradin Hagens,Diamondbacks (A),21,60.1,8.2,3.73,2.2,0.3,18.50%,8.40%,10.10%,0.333,1.91,0.413,58.70%,6.56,3.6,2.97,7422
Andrew Doyle,Rangers (A),22,23.2,6.08,2.66,2.29,0.38,16.70%,7.30%,9.40%,0.236,1.18,0.278,75.20%,3.04,3.6,-0.56,sa501264
Nick Greenwood,- - -,22,118.2,6.14,2.12,2.89,0.3,16.20%,5.60%,10.60%,0.278,1.32,0.33,70.10%,3.56,3.6,-0.04,8182
Trevor Feeney,Tigers (A),24,184.2,5.99,1.07,5.59,0.58,15.90%,2.80%,13.00%,0.288,1.28,0.332,69.90%,3.46,3.61,-0.15,sa455320
Justin Miller,Dodgers (A),22,34.2,7.53,3.89,1.93,0,19.30%,10.00%,9.30%,0.206,1.21,0.265,87.00%,1.3,3.62,-2.32,sa390611
Mike Belfiore,Diamondbacks (A),21,126.1,7.48,2.99,2.5,0.43,19.00%,7.60%,11.40%,0.275,1.44,0.337,61.90%,4.35,3.62,0.72,9324
Jhonatan Ramos,Pirates (A),20,19,8.53,0.95,9,0.95,20.50%,2.30%,18.20%,0.345,1.63,0.422,59.60%,6.63,3.63,3.01,sa504204
Jeff Ibarra,Padres (A),22,50,7.92,2.52,3.14,0.54,19.90%,6.30%,13.60%,0.273,1.4,0.335,64.90%,4.14,3.63,0.51,sa502106
Glenn Gibson,Nationals (A),22,25.2,9.82,3.86,2.55,0.7,22.80%,8.90%,13.80%,0.33,1.87,0.427,48.70%,8.06,3.64,4.43,sa326710
Tyler Tufts,Rangers (A),23,24.1,7.4,1.85,4,0.37,18.90%,4.70%,14.20%,0.219,1.07,0.267,57.40%,3.33,3.64,-0.31,sa455353
David Carpenter,Angels (A),22,45.1,10.32,3.77,2.74,0.4,26.90%,9.80%,17.10%,0.216,1.21,0.301,72.60%,2.58,3.65,-1.07,9244
John Lamb,Royals (A),19,40,9.68,3.83,2.53,0.45,26.90%,10.60%,16.30%,0.186,1.08,0.253,78.70%,1.58,3.65,-2.07,sa454551
Frank Pfister,Reds (A),23,1,0,0,0,0,0.00%,0.00%,0.00%,0.375,3,0.375,33.30%,0,3.65,-3.65,sa455407
Diogenes Luis,Rays (A),23,1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.65,-3.65,sa455622
Jose Guevara,Cubs (A),22,1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.65,-3.65,sa456465
David Narodowski,Diamondbacks (A),21,1.1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.65,-3.65,sa501748
Jonathan Berger,Padres (A),23,37.1,6.27,2.41,2.6,0.24,15.10%,5.80%,9.30%,0.333,1.69,0.394,69.70%,4.82,3.65,1.17,sa502771
Issac Morales,Marlins (A),23,15.1,9.39,3.52,2.67,0.59,23.90%,9.00%,14.90%,0.233,1.3,0.302,66.30%,4.7,3.65,1.05,sa503015
Dean Weaver,Nationals (A),22,50.1,6.44,3.22,2,0.18,16.70%,8.30%,8.30%,0.253,1.33,0.306,70.40%,3.04,3.66,-0.62,sa501493
Chris Odegaard,Diamondbacks (A),23,68.1,9.61,4.48,2.15,0.4,24.80%,11.50%,13.20%,0.224,1.35,0.301,67.90%,3.42,3.66,-0.24,sa455465
Quinton Miller,Pirates (A),20,47.1,5.7,2.85,2,0.19,13.90%,6.90%,6.90%,0.298,1.56,0.347,59.50%,5.13,3.67,1.47,sa502562
Jeremiah Bayer,Red Sox (A),24,98.1,7.87,2.65,2.97,0.64,20.20%,6.80%,13.40%,0.256,1.32,0.312,73.90%,3.39,3.67,-0.29,sa502702
Yordany Ramirez,Astros (A),25,5.2,11.12,7.94,1.4,0,25.00%,17.90%,7.10%,0.261,1.94,0.375,72.70%,4.76,3.7,1.07,sa201860
Kelvin Herrera,Royals (A),20,40.1,8.7,3.12,2.79,0.45,23.10%,8.30%,14.80%,0.252,1.29,0.327,67.70%,4.46,3.7,0.77,6033
James Brandhorst,Orioles (A),22,61,9.59,4.13,2.32,0.44,24.70%,10.70%,14.10%,0.218,1.28,0.292,71.40%,3.39,3.7,-0.31,sa501998
Manuel Rivera,Red Sox (A),20,126.2,7.39,1.49,4.95,0.85,19.30%,3.90%,15.40%,0.267,1.25,0.314,62.00%,4.26,3.7,0.56,sa503988
Garrett Johnson,White Sox (A),22,44,7.98,3.48,2.29,0.41,21.10%,9.20%,11.90%,0.212,1.18,0.266,67.10%,3.68,3.7,-0.02,sa328443
Jeffrey Lorick,- - -,22,59.2,7.99,4.53,1.77,0.3,20.30%,11.50%,8.80%,0.221,1.36,0.278,63.90%,2.72,3.71,-0.99,sa501999
Kyle Morrison,Nationals (A),22,72,11,3.63,3.03,0.88,27.00%,8.90%,18.10%,0.283,1.56,0.384,62.20%,5,3.71,1.29,sa502744
Steve Smith,Dodgers (A),24,73.2,8.06,2.32,3.47,0.61,21.90%,6.30%,15.60%,0.217,1.07,0.267,75.30%,2.69,3.71,-1.03,sa456605
Bryan Salsbury,Giants (A),20,70,6.43,1.29,5,0.77,17.60%,3.50%,14.10%,0.243,1.09,0.278,66.10%,3.47,3.72,-0.25,sa501698
David Hale,Braves (A),22,93.2,6.63,4.23,1.57,0.1,16.40%,10.50%,6.00%,0.261,1.51,0.318,64.80%,4.13,3.72,0.41,9756
Drew Hutchison,Blue Jays (A),19,23.2,7.23,2.66,2.71,0.38,19.20%,7.10%,12.10%,0.189,1.01,0.229,77.20%,1.52,3.73,-2.21,10732
Jose Valdez,Giants (A),21,60,10.2,5.55,1.84,0.3,26.10%,14.20%,11.90%,0.255,1.55,0.36,75.40%,3.3,3.74,-0.44,sa329099
Matt Fields,Blue Jays (A),23,100,5.49,1.71,3.21,0.45,14.00%,4.40%,9.70%,0.288,1.38,0.329,61.20%,4.05,3.74,0.31,sa502116
Adam Worthington,Diamondbacks (A),22,65.2,8.77,2.33,3.76,0.69,21.70%,5.80%,15.90%,0.287,1.45,0.36,61.70%,5.35,3.74,1.61,sa502030
Orangel Arenas,Angels (A),21,53.2,6.04,2.52,2.4,0.34,16.90%,7.00%,9.90%,0.209,1.04,0.247,74.30%,2.01,3.74,-1.73,sa504061
Joe Kelly,Cardinals (A),22,103.1,8.01,3.92,2.04,0.26,20.70%,10.10%,10.60%,0.26,1.42,0.333,58.70%,4.62,3.75,0.86,9761
Josh Romanski,Yankees (A),23,88.1,7.44,1.73,4.29,0.82,20.10%,4.70%,15.40%,0.246,1.14,0.291,70.40%,3.16,3.76,-0.6,sa454528
Jonathan Joseph,Athletics (A),22,54,9.17,4.33,2.12,0.33,23.30%,11.00%,12.30%,0.238,1.39,0.315,68.20%,3.33,3.76,-0.42,sa393045
David Francis,Braves (A),22,28.2,6.59,3.14,2.1,0.31,18.30%,8.70%,9.60%,0.223,1.15,0.272,62.50%,2.83,3.76,-0.94,sa455202
Jeremy Toole,Giants (A),22,97.2,6.91,3.41,2.03,0.28,17.90%,8.80%,9.10%,0.246,1.32,0.301,64.00%,3.87,3.77,0.1,sa501592
Josh Lansford,Athletics (A),25,50.1,10.37,2.86,3.63,0.89,26.50%,7.30%,19.20%,0.265,1.37,0.35,66.20%,4.11,3.77,0.35,sa326778
Jason Erickson,Pirates (A),23,128.2,6.02,1.68,3.58,0.63,16.00%,4.50%,11.50%,0.269,1.25,0.308,63.90%,4.27,3.77,0.5,sa502120
Jake Brigham,Rangers (A),22,83,7.27,2.6,2.79,0.54,19.80%,7.10%,12.70%,0.214,1.08,0.257,66.30%,3.36,3.77,-0.41,sa326777
Alan Deratt,Rockies (A),24,43.1,7.68,1.87,4.11,0.83,22.00%,5.40%,16.70%,0.204,0.95,0.241,85.60%,2.28,3.77,-1.49,sa455356
Gabriel Tatis,Yankees (A),25,58.2,7.52,2.76,2.72,0.31,18.40%,6.70%,11.60%,0.235,1.26,0.289,57.20%,4.14,3.78,0.37,sa456144
Giovanni Soto,- - -,19,113.2,8.47,2.85,2.97,0.55,23.10%,7.80%,15.30%,0.232,1.17,0.296,75.80%,2.93,3.78,-0.85,sa502008
Robert Gilliam,Athletics (A),22,111,8.19,2.84,2.89,0.57,21.50%,7.50%,14.10%,0.246,1.26,0.307,68.50%,3.89,3.78,0.11,sa501570
Brett Devall,Braves (A),20,106.2,5.99,2.36,2.54,0.42,14.70%,5.80%,8.90%,0.299,1.52,0.347,58.60%,4.39,3.78,0.6,sa454405
Paul Clemens,Braves (A),22,19,7.58,3.79,2,0.47,21.10%,10.50%,10.50%,0.162,1,0.196,79.60%,1.42,3.78,-2.36,8037
Christopher Mederos,Athletics (A),23,71.2,7.16,2.76,2.59,0.5,19.30%,7.40%,11.80%,0.221,1.14,0.265,66.30%,3.01,3.79,-0.77,sa502158
Charles Byrne,Royals (A),21,7,12.86,6.43,2,0,26.30%,13.20%,13.20%,0.387,2.43,0.571,63.20%,7.71,3.79,3.92,sa549215
Jose Macias,Athletics (A),20,7,5.14,3.86,1.33,0,12.10%,9.10%,3.00%,0.333,1.86,0.385,61.50%,6.43,3.79,2.64,sa549378
Daniel Calhoun,Cardinals (A),23,97,7.7,1.76,4.37,0.84,20.00%,4.60%,15.40%,0.276,1.32,0.33,70.70%,3.71,3.79,-0.08,sa502427
Diogenes Rosario,Diamondbacks (A),21,101.2,8.32,3.54,2.35,0.44,20.80%,8.80%,11.90%,0.275,1.5,0.347,66.20%,4.25,3.79,0.45,sa504012
Matt Hauser,Twins (A),22,6.2,5.4,1.35,4,0,16.00%,4.00%,12.00%,0.227,0.9,0.278,100.00%,0,3.8,-3.8,sa548391
Siulman Lebron,Phillies (A),23,32.1,9.74,1.95,5,1.11,22.60%,4.50%,18.10%,0.322,1.67,0.402,47.60%,6.68,3.8,2.88,sa502531
Maxwell Peterson,Athletics (A),24,52.2,11.96,5.13,2.33,0.68,30.80%,13.20%,17.60%,0.205,1.33,0.298,73.80%,3.76,3.8,-0.04,sa502022
Manolin De Leon,Cubs (A),23,31.2,8.53,3.41,2.5,0.57,22.20%,8.90%,13.30%,0.246,1.33,0.311,69.70%,3.98,3.81,0.17,sa456358
C.J. Bressoud,Angels (A),25,6.1,14.21,8.53,1.67,0,28.60%,17.10%,11.40%,0.357,2.53,0.556,52.90%,8.53,3.81,4.72,sa228866
Connor Hoehn,Athletics (A),20,87.2,10.37,4,2.59,0.62,27.00%,10.40%,16.60%,0.21,1.23,0.285,70.40%,3.8,3.81,-0.01,sa392120
Andrew Wilson,Braves (A),22,41.1,6.31,3.48,1.81,0.22,17.00%,9.40%,7.60%,0.217,1.19,0.262,79.10%,2.61,3.81,-1.2,sa503081
Ryan Christenson,Dodgers (A),21,36,6.5,3.25,2,0.25,15.40%,7.70%,7.70%,0.325,1.75,0.386,59.80%,6.75,3.81,2.94,sa503379
Hiram Burgos,Brewers (A),22,74.1,7.51,2.54,2.95,0.61,19.70%,6.70%,13.00%,0.265,1.32,0.321,64.90%,4.48,3.82,0.66,9412
Cameron Bayne,White Sox (A),22,165,5.51,1.91,2.89,0.49,14.40%,5.00%,9.40%,0.265,1.27,0.302,64.00%,3.6,3.82,-0.22,sa501760
