Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Ernesto Frieri,Padres (AAA),24,37.2,11.71,4.3,2.72,0.48,34.00%,12.50%,21.50%,0.113,0.85,0.164,89.70%,1.43,3.27,-1.84,5178
LaTroy Hawkins,Brewers (AAA),37,6.1,1.42,0,1,0,4.60%,0.00%,4.60%,0.182,0.63,0.191,100.00%,0,3.27,-3.27,729
Denny Bautista,Giants (AAA),29,22.2,11.12,3.57,3.11,0.4,30.40%,9.80%,20.70%,0.175,1.01,0.255,73.20%,3.18,3.28,-0.1,1947
Brandon Kintzler,Brewers (AAA),25,26.2,7.09,2.03,3.5,0.34,20.00%,5.70%,14.30%,0.194,0.94,0.237,77.20%,2.36,3.29,-0.93,9939
Travis Wood,Reds (AAA),23,100,8.91,2.16,4.13,0.81,24.50%,5.90%,18.60%,0.229,1.1,0.287,73.00%,2.97,3.29,-0.32,9884
Thad Weber,Tigers (AAA),25,22,6.95,1.23,5.67,0.82,21.80%,3.90%,18.00%,0.187,0.77,0.214,91.60%,1.64,3.3,-1.67,8036
Brandon Duckworth,Phillies (AAA),34,105.2,8.69,3.83,2.27,0.43,22.90%,10.10%,12.80%,0.236,1.32,0.306,72.60%,3.32,3.31,0.02,954
Omar Beltre,Rangers (AAA),28,85,9,4.02,2.24,0.21,24.40%,10.90%,13.50%,0.227,1.27,0.308,70.00%,2.96,3.31,-0.34,10259
Michael Schwimer,Phillies (AAA),24,20,8.1,3.15,2.57,0.45,21.20%,8.20%,12.90%,0.208,1.15,0.259,79.70%,1.8,3.31,-1.51,8103
Alex Burnett,Twins (AAA),22,19.2,8.24,3.66,2.25,0.46,19.80%,8.80%,11.00%,0.313,1.73,0.391,67.50%,5.49,3.31,2.18,4065
John Grabow,Cubs (AAA),31,4,4.5,2.25,2,0,11.80%,5.90%,5.90%,0.375,1.75,0.429,57.10%,6.75,3.34,3.41,1848
Jeff Fulchino,Astros (AAA),30,4,4.5,2.25,2,0,13.30%,6.70%,6.70%,0.214,1,0.25,100.00%,0,3.34,-3.34,3532
Carlos Fisher,Reds (AAA),27,36.1,9.41,1.98,4.75,0.99,27.30%,5.80%,21.60%,0.177,0.85,0.216,83.30%,2.23,3.34,-1.11,9832
Joaquin Benoit,Rays (AAA),32,9.2,15.83,2.79,5.67,1.86,42.50%,7.50%,35.00%,0.216,1.14,0.333,97.60%,2.79,3.36,-0.57,1437
Hayden Penn,Pirates (AAA),25,65.1,7.71,3.17,2.43,0.41,19.40%,8.00%,11.50%,0.291,1.52,0.361,66.80%,4.68,3.38,1.3,4893
Jenrry Mejia,Mets (AAA),20,8,10.13,1.13,9,1.13,32.10%,3.60%,28.60%,0.192,0.75,0.25,100.00%,1.13,3.38,-2.26,8476
Justin Thomas,Pirates (AAA),26,54.1,8.45,1.66,5.1,0.66,24.30%,4.80%,19.50%,0.173,0.79,0.213,77.60%,2.48,3.39,-0.9,9910
Felix Doubront,Red Sox (AAA),22,37,8.27,3.89,2.13,0.24,21.50%,10.10%,11.40%,0.261,1.41,0.34,78.80%,3.16,3.39,-0.23,1478
Willie Eyre,Rangers (AAA),31,72,7.38,3.13,2.36,0.25,19.10%,8.10%,11.00%,0.262,1.38,0.324,65.80%,3.5,3.39,0.11,2078
Sean Green,Mets (AAA),31,21.1,8.44,3.38,2.5,0.42,22.00%,8.80%,13.20%,0.284,1.45,0.367,69.60%,4.64,3.4,1.24,3001
Scott Diamond,Braves (AAA),23,56.1,5.27,2.4,2.2,0.32,14.60%,6.60%,8.00%,0.252,1.21,0.291,66.50%,3.36,3.4,-0.05,5089
Cedrick Bowers,Athletics (AAA),32,32,14.06,7.31,1.92,0.28,34.30%,17.80%,16.40%,0.21,1.59,0.353,75.10%,3.94,3.4,0.54,3293
Blake Wood,Royals (AAA),24,16.2,6.48,3.78,1.71,0,17.90%,10.50%,7.50%,0.2,1.14,0.25,73.70%,2.16,3.41,-1.25,1345
Phil Valiquette,Reds (AAA),23,35.2,7.82,3.53,2.21,0.5,20.40%,9.20%,11.20%,0.246,1.35,0.305,64.20%,4.29,3.43,0.86,sa272553
Matt Maloney,Reds (AAA),26,134.2,6.95,1.87,3.71,0.6,18.50%,5.00%,13.60%,0.252,1.19,0.3,66.70%,3.34,3.43,-0.09,9920
Sam Lecure,Reds (AAA),26,98,7.99,2.11,3.78,0.73,21.60%,5.70%,15.90%,0.262,1.23,0.323,75.10%,3.67,3.43,0.24,4664
Alfredo Simon,Orioles (AAA),29,17,7.41,2.65,2.8,0.53,19.70%,7.00%,12.70%,0.231,1.18,0.28,86.70%,1.59,3.44,-1.85,2155
Horacio Ramirez,Giants (AAA),30,19.2,5.03,0.92,5.5,0.46,13.10%,2.40%,10.70%,0.281,1.27,0.314,67.80%,4.12,3.44,0.68,110
Aaron Harang,Reds (AAA),32,11,8.18,1.64,5,0.82,20.00%,4.00%,16.00%,0.298,1.45,0.361,38.50%,9,3.44,5.56,1451
Aroldis Chapman,Reds (AAA),22,94.2,11.6,4.94,2.35,0.67,29.80%,12.70%,17.10%,0.219,1.36,0.314,70.90%,3.61,3.45,0.16,10233
Jose Veras,Marlins (AAA),29,30.1,11.57,4.75,2.44,0.59,27.50%,11.30%,16.20%,0.294,1.75,0.412,71.70%,5.04,3.46,1.59,2063
Kam Mickolio,Orioles (AAA),26,35.1,12.23,4.33,2.82,1.02,28.40%,10.10%,18.30%,0.29,1.73,0.4,65.00%,6.37,3.46,2.91,9513
Aaron Thompson,Nationals (AAA),23,5,7.2,5.4,1.33,0,17.40%,13.00%,4.40%,0.25,1.6,0.313,87.50%,1.8,3.46,-1.66,999
Trevor Cahill,Athletics (AAA),22,8.2,8.31,5.19,1.6,0,22.20%,13.90%,8.30%,0.226,1.38,0.304,75.00%,1.04,3.47,-2.43,6249
Bobby Parnell,Mets (AAA),25,41.1,9.15,3.7,2.47,0.65,23.70%,9.60%,14.10%,0.226,1.28,0.29,64.30%,4.14,3.48,0.66,9926
Adam Carr,Nationals (AAA),26,21.2,7.89,4.15,1.9,0.42,21.10%,11.10%,10.00%,0.2,1.2,0.25,85.40%,2.08,3.49,-1.41,sa328035
John Maine,Mets (AAA),29,4.1,8.31,6.23,1.33,0,22.20%,16.70%,5.60%,0.067,0.92,0.091,75.00%,0,3.49,-3.49,4773
Pat Misch,Mets (AAA),28,150.2,5.91,1.43,4.13,0.66,16.00%,3.90%,12.10%,0.255,1.15,0.29,72.30%,3.23,3.49,-0.27,5909
Rich Harden,Rangers (AAA),28,23.1,13.11,3.09,4.25,1.16,33.70%,7.90%,25.70%,0.228,1.24,0.327,65.90%,3.86,3.5,0.35,1772
Anthony Slama,Twins (AAA),26,65.1,10.19,4.41,2.31,0.69,27.90%,12.10%,15.90%,0.177,1.12,0.235,86.60%,2.2,3.5,-1.3,3064
Jesus Delgado,Reds (AAA),26,56,6.27,3.38,1.86,0.32,16.10%,8.60%,7.40%,0.29,1.52,0.344,76.90%,3.54,3.51,0.03,3308
Ross Wolf,- - -,27,48,6.94,3.38,2.06,0.38,18.00%,8.70%,9.20%,0.225,1.25,0.27,70.50%,2.63,3.51,-0.89,4534
Alex Sanabia,Marlins (AAA),21,14,3.21,1.93,1.67,0,9.60%,5.80%,3.90%,0.184,0.86,0.205,83.30%,1.29,3.52,-2.23,5350
Jake Arrieta,Orioles (AAA),24,73,7.89,4.19,1.88,0.37,21.80%,11.60%,10.20%,0.187,1.12,0.237,82.70%,1.85,3.52,-1.67,4153
Armando Gabino,Orioles (AAA),26,83.2,8.07,2.47,3.26,0.75,22.50%,6.90%,15.60%,0.202,1.02,0.244,75.80%,2.37,3.52,-1.16,3387
Chris Jakubauskas,Pirates (AAA),31,30.1,7.12,2.97,2.4,0.59,17.90%,7.50%,10.50%,0.282,1.48,0.337,71.10%,4.45,3.52,0.93,7831
Dale Thayer,Rays (AAA),29,60,8.25,3.75,2.2,0.45,20.20%,9.20%,11.00%,0.279,1.55,0.35,74.40%,3.45,3.53,-0.08,5032
Edgar Gonzalez,Dodgers (AAA),27,24.1,10.73,2.22,4.83,1.11,27.60%,5.70%,21.90%,0.293,1.44,0.388,64.90%,4.81,3.55,1.26,1727
Brian Bass,Pirates (AAA),28,69,6.91,3,2.3,0.39,17.80%,7.70%,10.10%,0.275,1.41,0.333,77.90%,3.26,3.55,-0.29,2219
Mike Gosling,Indians (AAA),29,27.1,7.9,2.96,2.67,0.66,21.10%,7.90%,13.20%,0.212,1.13,0.256,75.30%,2.96,3.55,-0.59,2204
Scott Mathieson,Phillies (AAA),26,64.1,11.61,3.36,3.46,1.12,31.70%,9.20%,22.50%,0.209,1.13,0.285,84.90%,2.94,3.55,-0.62,4771
Kyle Waldrop,Twins (AAA),24,87.2,6.16,2.05,3,0.51,16.30%,5.40%,10.80%,0.26,1.24,0.303,71.60%,2.67,3.56,-0.89,7513
Chris Province,Twins (AAA),25,16.1,8.82,3.86,2.29,0.55,22.20%,9.70%,12.50%,0.234,1.35,0.298,46.30%,6.06,3.57,2.5,sa390419
Ben Jukich,Reds (AAA),27,115.1,8.04,3.59,2.24,0.62,21.20%,9.50%,11.70%,0.243,1.33,0.3,71.20%,3.82,3.57,0.25,sa327750
Chris Tillman,Orioles (AAA),22,121.1,6.97,2.23,3.13,0.74,18.80%,6.00%,12.80%,0.256,1.24,0.301,73.90%,3.34,3.57,-0.23,5279
Jonathan Mota,Cubs (AAA),23,0.1,0,0,0,0,0.00%,0.00%,0.00%,0.5,3,0.5,100.00%,0,3.59,-3.59,sa291809
Justin Miller,Dodgers (AAA),32,37,9,3.89,2.31,0.49,24.00%,10.40%,13.60%,0.21,1.22,0.273,85.30%,1.95,3.59,-1.64,1313
Jimmy Gobble,Rockies (AAA),28,2,0,0,0,0,0.00%,0.00%,0.00%,0.333,1.5,0.333,66.70%,4.5,3.59,0.91,1791
Brian Esposito,Astros (AAA),31,1,0,0,0,0,0.00%,0.00%,0.00%,0.25,1,0.25,100.00%,0,3.59,-3.59,3085
Jordan Walden,Angels (AAA),22,6.2,4.05,2.7,1.5,0,10.30%,6.90%,3.50%,0.296,1.5,0.333,70.00%,4.05,3.59,0.46,3271
Kevin Richardson,Rangers (AAA),29,1,0,0,0,0,0.00%,0.00%,0.00%,0.25,1,0.25,100.00%,0,3.59,-3.59,4852
Timo Perez,Dodgers (AAA),35,1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.59,-3.59,891
Erick Abreu,Astros (AAA),26,13,7.62,2.08,3.67,0.69,19.30%,5.30%,14.00%,0.278,1.38,0.333,72.30%,2.77,3.59,-0.82,sa262077
Todd Doolittle,Marlins (AAA),27,8.2,6.23,4.15,1.5,0,16.70%,11.10%,5.60%,0.188,1.15,0.231,70.00%,2.08,3.59,-1.51,sa294728
Oliver Odle,Giants (AAA),24,5,0,0,0,0,0.00%,0.00%,0.00%,0.211,0.8,0.211,100.00%,0,3.59,-3.59,sa388994
Jonnathan Aristil,Rockies (AAA),23,2,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.59,-3.59,sa392461
Shawn Haviland,Athletics (AAA),24,3.1,8.1,5.4,1.5,0,15.80%,10.50%,5.30%,0.353,2.4,0.429,37.50%,5.4,3.59,1.81,sa454866
Brett Moorhouse,Diamondbacks (AAA),23,1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.59,-3.59,sa455053
Ivan Nova,Yankees (AAA),23,145,7.14,2.98,2.4,0.62,19.30%,8.10%,11.30%,0.248,1.26,0.298,79.00%,2.86,3.6,-0.75,1994
Mike Broadway,Braves (AAA),23,22,7.77,3.68,2.11,0.41,19.60%,9.30%,10.30%,0.244,1.36,0.303,49.00%,5.73,3.62,2.1,sa294379
Zack Segovia,Yankees (AAA),27,62.1,7.36,2.02,3.64,0.87,18.80%,5.20%,13.70%,0.267,1.32,0.313,68.80%,4.19,3.64,0.54,8742
Jhoulys Chacin,Rockies (AAA),22,35.2,8.58,4.29,2,0.25,23.30%,11.60%,11.60%,0.213,1.23,0.283,80.70%,1.51,3.64,-2.13,2608
J.D. Martin,Nationals (AAA),27,41,5.49,1.76,3.13,0.66,14.70%,4.70%,10.00%,0.248,1.17,0.278,69.20%,3.51,3.65,-0.14,3685
Garrett Olson,Mariners (AAA),26,46.2,9.64,2.89,3.33,0.77,26.50%,7.90%,18.50%,0.209,1.09,0.271,65.40%,3.66,3.65,0.01,9889
Lee Tabor,Reds (AAA),25,12.2,9.24,3.55,2.6,0.71,23.60%,9.10%,14.60%,0.265,1.42,0.343,73.90%,4.26,3.65,0.61,sa328465
Gabe Dehoyos,Angels (AAA),30,82.1,8.74,3.61,2.42,0.44,22.90%,9.50%,13.50%,0.232,1.28,0.3,75.70%,3.06,3.66,-0.6,sa262554
Alfredo Figaro,Tigers (AAA),25,124,8.13,2.83,2.87,0.8,20.70%,7.20%,13.50%,0.285,1.46,0.349,73.90%,4.14,3.67,0.47,8404
Jason Urquidez,Diamondbacks (AAA),27,71.2,8.92,2.89,3.09,0.75,22.20%,7.20%,15.00%,0.291,1.52,0.365,60.00%,4.9,3.7,1.2,sa294706
Richard De Los Santos,Rays (AAA),26,148.1,5.46,2.91,1.88,0.36,14.40%,7.70%,6.70%,0.27,1.36,0.312,72.90%,3.52,3.7,-0.18,sa244191
Brad Lincoln,Pirates (AAA),25,94,8.04,2.3,3.5,0.86,21.70%,6.20%,15.50%,0.233,1.14,0.28,66.10%,4.12,3.71,0.41,4241
Armando Galarraga,Tigers (AAA),28,44.1,8.12,2.84,2.86,0.81,21.40%,7.50%,13.90%,0.234,1.22,0.284,75.40%,3.65,3.71,-0.06,4222
Johnny Lujan,Mets (AAA),26,37.1,10.85,2.89,3.75,1.21,26.30%,7.00%,19.30%,0.306,1.61,0.402,69.10%,5.79,3.71,2.07,sa262151
Dustin Moseley,Yankees (AAA),28,72.2,6.81,2.23,3.06,0.74,17.50%,5.70%,11.80%,0.284,1.39,0.333,67.30%,4.21,3.73,0.48,7060
Scott Munter,Padres (AAA),30,71,8.49,4.06,2.09,0.38,22.50%,10.70%,11.70%,0.217,1.25,0.28,79.70%,2.66,3.73,-1.07,3470
Huston Street,Rockies (AAA),26,7,11.57,2.57,4.5,1.29,26.50%,5.90%,20.60%,0.344,1.86,0.455,43.10%,10.29,3.73,6.55,8258
Fernando Nieve,Mets (AAA),27,40,6.98,2.93,2.38,0.68,17.50%,7.30%,10.20%,0.301,1.55,0.357,64.60%,5.63,3.73,1.89,2173
Jeremy Sowers,Indians (AAA),27,52.1,4.99,3.1,1.61,0.34,12.50%,7.80%,4.70%,0.258,1.39,0.291,50.60%,5.85,3.74,2.11,9083
Jason Anderson,Phillies (AAA),31,10.1,4.35,3.48,1.25,0,10.00%,8.00%,2.00%,0.289,1.65,0.325,66.70%,4.35,3.74,0.61,1661
Tyson Ross,Athletics (AAA),23,25.1,10.66,4.62,2.31,0.36,28.30%,12.30%,16.00%,0.247,1.38,0.362,77.10%,3.55,3.75,-0.19,7872
Fernando Abad,Astros (AAA),24,6.1,12.79,2.84,4.5,1.42,34.60%,7.70%,26.90%,0.208,1.11,0.286,100.00%,1.42,3.75,-2.33,4994
Greg Holland,Royals (AAA),24,56.2,9.53,4.76,2,0.48,25.50%,12.80%,12.80%,0.195,1.24,0.261,66.90%,3.81,3.75,0.06,7196
Mike Hinckley,Orioles (AAA),27,38.2,6.75,3.49,1.93,0.47,17.30%,8.90%,8.30%,0.272,1.45,0.325,68.80%,4.19,3.75,0.44,3769
Joe Paterson,Giants (AAA),24,54.1,8.12,3.98,2.04,0.33,20.30%,9.90%,10.30%,0.256,1.45,0.323,68.20%,3.48,3.75,-0.28,2565
Leo Rosales,Diamondbacks (AAA),29,5.1,6.75,5.06,1.33,0,16.70%,12.50%,4.20%,0.238,1.5,0.294,62.50%,5.06,3.78,1.29,5618
Kevin Nabors,Angels (AAA),24,5.1,6.75,5.06,1.33,0,18.20%,13.60%,4.60%,0.316,1.69,0.4,88.90%,1.69,3.78,-2.09,sa454862
Chris Sampson,Astros (AAA),32,15.1,6.46,2.35,2.75,0.59,17.50%,6.40%,11.10%,0.288,1.37,0.34,81.60%,2.35,3.78,-1.44,2651
Bud Norris,Astros (AAA),25,14.2,8.59,3.68,2.33,0.61,21.90%,9.40%,12.50%,0.276,1.5,0.349,82.50%,3.07,3.79,-0.73,9492
Joseph Krebs,Reds (AAA),25,14.2,4.91,4.3,1.14,0,15.10%,13.20%,1.90%,0.111,0.82,0.135,92.30%,0.61,3.8,-3.19,sa389686
Mike Crotta,Pirates (AAA),25,131.1,6.1,2.54,2.41,0.69,15.60%,6.50%,9.10%,0.302,1.5,0.348,66.70%,4.93,3.81,1.13,9337
Rob Delaney,Twins (AAA),25,80,10.35,2.59,4,1.35,26.80%,6.70%,20.10%,0.254,1.3,0.321,64.60%,4.73,3.81,0.92,5100
Mike Ekstrom,Rays (AAA),26,58,7.45,2.95,2.53,0.78,19.80%,7.90%,12.00%,0.249,1.28,0.298,79.70%,2.79,3.81,-1.02,7488
Eduardo Sanchez,Cardinals (AAA),21,27,10.33,4,2.58,0.67,28.20%,10.90%,17.30%,0.198,1.15,0.27,86.10%,1.67,3.81,-2.14,2966
Jose De La Torre,Mets (AAA),24,48.1,10.8,4.1,2.64,0.93,28.00%,10.60%,17.40%,0.199,1.2,0.263,74.60%,3.17,3.82,-0.65,787
Madison Bumgarner,Giants (AAA),20,82.2,6.42,2.4,2.68,0.54,17.00%,6.30%,10.60%,0.272,1.33,0.319,76.20%,3.16,3.82,-0.66,5524
Donovan Hand,Brewers (AAA),24,25.1,3.91,1.78,2.2,0.36,10.30%,4.70%,5.60%,0.284,1.34,0.311,55.20%,4.62,3.83,0.79,8728
Jeremy Accardo,Blue Jays (AAA),28,42,5.14,3,1.71,0.21,13.10%,7.70%,5.50%,0.292,1.5,0.336,68.70%,3.64,3.83,-0.18,6428
Nate Bump,Phillies (AAA),33,107.1,4.53,2.1,2.16,0.59,11.90%,5.50%,6.40%,0.287,1.38,0.316,73.30%,3.35,3.83,-0.47,1755
Jordan Norberto,Diamondbacks (AAA),23,29.1,11.66,5.83,2,0.61,29.00%,14.50%,14.50%,0.223,1.5,0.319,77.70%,3.07,3.83,-0.76,8432
Mariano Gomez,Braves (AAA),27,46.2,5.4,3.47,1.56,0.39,14.80%,9.50%,5.30%,0.241,1.26,0.279,73.40%,2.89,3.84,-0.94,sa199551
Juan Perez,Dodgers (AAA),31,45.2,10.45,3.94,2.65,0.79,27.50%,10.40%,17.10%,0.222,1.27,0.298,75.40%,2.96,3.85,-0.9,2557
Pat Egan,Orioles (AAA),25,37,4.14,2.19,1.89,0.49,10.30%,5.50%,4.90%,0.348,1.7,0.382,62.10%,5.11,3.85,1.25,sa386802
Josh Kinney,Cardinals (AAA),31,60,7.65,2.55,3,0.6,21.40%,7.10%,14.30%,0.194,0.98,0.236,83.90%,1.8,3.86,-2.06,3638
Vin Mazzaro,Athletics (AAA),23,37.1,9.16,4.1,2.24,0.48,23.20%,10.40%,12.80%,0.243,1.39,0.317,74.70%,3.13,3.86,-0.72,5231
Josh Schmidt,Yankees (AAA),27,5,5.4,3.6,1.5,0,12.50%,8.30%,4.20%,0.286,1.6,0.333,55.60%,7.2,3.86,3.34,sa292712
Tim Stauffer,Padres (AAA),28,17.2,4.08,3.57,1.14,0,9.40%,8.20%,1.20%,0.308,1.75,0.343,58.10%,4.58,3.87,0.71,6432
Dan Runzler,Giants (AAA),25,7,6.43,5.14,1.25,0,16.10%,12.90%,3.20%,0.296,1.71,0.364,66.70%,3.86,3.87,-0.02,4080
Darin Downs,Rays (AAA),25,40.1,10.04,3.79,2.65,0.89,24.90%,9.40%,15.50%,0.275,1.51,0.36,74.10%,4.46,3.88,0.58,5903
Daniel Hudson,White Sox (AAA),23,93.1,10.41,2.99,3.48,1.25,27.40%,7.90%,19.50%,0.226,1.2,0.286,76.70%,3.47,3.88,-0.41,7146
Sean West,Marlins (AAA),24,57.2,7.18,2.97,2.42,0.62,18.50%,7.60%,10.80%,0.261,1.37,0.311,69.50%,3.12,3.88,-0.76,4393
Brian Bruney,- - -,28,11.1,7.15,6.35,1.13,0,16.10%,14.30%,1.80%,0.271,1.85,0.333,66.70%,3.18,3.89,-0.71,1929
Kevin Hart,Pirates (AAA),27,17.1,9.87,5.71,1.73,0.52,23.20%,13.40%,9.80%,0.257,1.67,0.34,55.90%,6.75,3.89,2.86,8079
Kei Igawa,Yankees (AAA),30,77,7.95,2.69,2.96,1.05,20.70%,7.00%,13.70%,0.265,1.35,0.314,73.30%,4.32,3.91,0.42,7794
Brandon Dickson,Cardinals (AAA),25,167,7.38,2.86,2.58,0.59,19.00%,7.40%,11.70%,0.273,1.4,0.331,72.80%,3.23,3.92,-0.68,6979
Carlos Carrasco,Indians (AAA),23,150.1,7.96,2.75,2.89,0.96,21.30%,7.40%,13.90%,0.243,1.23,0.292,72.50%,3.65,3.93,-0.28,6632
Jon Link,Dodgers (AAA),26,60.2,8.16,3.12,2.62,0.74,20.60%,7.90%,12.70%,0.261,1.4,0.319,67.10%,3.71,3.93,-0.23,3894
Fabio Castro,Red Sox (AAA),25,104,8.83,4.33,2.04,0.78,21.80%,10.70%,11.10%,0.272,1.57,0.341,69.10%,4.93,3.95,0.98,4048
Carlos Torres,White Sox (AAA),27,160.1,7.86,3.99,1.97,0.73,21.10%,10.70%,10.40%,0.212,1.22,0.256,74.10%,3.42,3.95,-0.53,7624
Andrew Kown,Nationals (AAA),27,62,5.95,2.32,2.56,0.73,15.40%,6.00%,9.40%,0.271,1.34,0.309,77.50%,3.48,3.95,-0.47,sa254314
Derek Holland,Rangers (AAA),23,62.2,7.32,2.59,2.83,0.72,20.10%,7.10%,13.00%,0.209,1.07,0.247,83.90%,1.87,3.96,-2.09,4141
Jess Todd,Indians (AAA),24,49,9.73,3.31,2.94,1.1,24.90%,8.50%,16.40%,0.24,1.31,0.301,80.20%,3.31,3.97,-0.67,3805
Sammy Gervacio,Astros (AAA),25,10.1,8.71,4.35,2,0,23.30%,11.60%,11.60%,0.171,1.06,0.24,71.40%,3.48,3.98,-0.49,5127
Jorge Sosa,Marlins (AAA),33,59,6.86,2.29,3,0.76,17.40%,5.80%,11.60%,0.306,1.51,0.359,71.10%,4.73,3.98,0.75,1228
Matt Shoemaker,Angels (AAA),23,15.1,5.28,4.7,1.13,0,13.00%,11.60%,1.50%,0.328,1.83,0.385,64.30%,5.87,3.98,1.89,4776
James Mcdonald,Dodgers (AAA),25,63.1,8.1,3.41,2.38,0.57,20.50%,8.60%,11.90%,0.257,1.39,0.319,70.90%,4.41,3.98,0.42,5523
Dan Cortes,Mariners (AAA),23,12.2,9.24,2.84,3.25,0.71,24.10%,7.40%,16.70%,0.271,1.34,0.353,62.50%,4.97,3.98,0.99,4027
Michael Pineda,Mariners (AAA),21,62.1,10.97,2.45,4.47,1.3,29.20%,6.50%,22.70%,0.225,1.14,0.29,66.80%,4.76,3.99,0.77,5372
Ryota Igarashi,Mets (AAA),31,16.1,8.82,3.31,2.67,1.1,21.90%,8.20%,13.70%,0.269,1.47,0.327,75.50%,3.31,3.99,-0.69,10232
Anthony Lerew,Royals (AAA),27,123.2,5.39,3.2,1.68,0.29,14.10%,8.40%,5.70%,0.254,1.33,0.293,77.30%,2.55,4,-1.45,3440
Dustin Richardson,Red Sox (AAA),26,44,11.45,6.34,1.81,0.82,31.10%,17.20%,13.90%,0.181,1.32,0.258,84.00%,2.66,4.01,-1.35,2548
Kevin Whelan,Yankees (AAA),26,20,9.9,4.5,2.2,0.9,24.20%,11.00%,13.20%,0.238,1.45,0.304,55.20%,6.3,4.01,2.29,3462
Jason Bergmann,Nationals (AAA),28,50.2,9.95,3.38,2.95,1.07,25.60%,8.70%,16.90%,0.215,1.2,0.271,69.40%,2.84,4.01,-1.17,4640
Frank Mata,Orioles (AAA),26,42.2,6.33,4.22,1.5,0.42,16.70%,11.10%,5.60%,0.215,1.27,0.254,73.30%,3.16,4.01,-0.84,4230
Luis Atilano,Nationals (AAA),25,13.1,6.08,3.38,1.8,0.68,15.30%,8.50%,6.80%,0.315,1.65,0.364,72.80%,4.73,4.01,0.72,3802
Josh Ellis,Diamondbacks (AAA),25,19,8.05,4.74,1.7,0,18.10%,10.60%,7.50%,0.313,1.84,0.397,69.20%,4.26,4.01,0.25,sa390370
Chris Rahl,Diamondbacks (AAA),26,2.1,3.86,3.86,1,0,7.10%,7.10%,0.00%,0.462,3,0.5,71.40%,7.71,4.02,3.7,sa291400
Ryne Reynoso,Braves (AAA),25,56.2,6.35,4.13,1.54,0.48,14.90%,9.70%,5.20%,0.317,1.8,0.371,63.10%,5.4,4.02,1.38,sa327861
Luke French,Mariners (AAA),24,113.1,5,1.83,2.74,0.56,13.80%,5.00%,8.70%,0.254,1.16,0.283,72.30%,2.94,4.02,-1.08,7529
Todd Redmond,Braves (AAA),25,162.2,7.86,2.43,3.23,1.16,20.90%,6.50%,14.40%,0.246,1.23,0.287,67.00%,4.26,4.02,0.24,9943
Jeff Manship,Twins (AAA),25,98.1,7.6,2.01,3.77,1.19,19.00%,5.00%,14.00%,0.325,1.59,0.382,70.10%,5.13,4.02,1.1,6865
Michael Kirkman,Rangers (AAA),23,131,8.93,4.67,1.91,0.55,22.80%,11.90%,10.90%,0.228,1.39,0.293,76.50%,3.02,4.02,-1,9877
Miguel Socolovich,White Sox (AAA),23,26,10.38,6.23,1.67,0.69,24.80%,14.90%,9.90%,0.214,1.54,0.282,80.70%,3.12,4.03,-0.91,6697
Manny Acosta,Mets (AAA),29,36.1,8.92,3.72,2.4,0.99,24.30%,10.10%,14.20%,0.212,1.18,0.261,78.10%,3.47,4.03,-0.56,8725
Yhency Brazoban,Mets (AAA),29,10.1,8.71,4.35,2,0.87,22.20%,11.10%,11.10%,0.275,1.55,0.345,61.60%,6.1,4.03,2.06,2150
Chuck James,Nationals (AAA),28,20.2,8.27,1.74,4.75,1.31,21.40%,4.50%,16.90%,0.274,1.31,0.323,71.40%,3.92,4.03,-0.11,4886
Carlos Hernandez,Rays (AAA),30,90.2,7.74,3.77,2.05,0.79,19.70%,9.60%,10.10%,0.248,1.39,0.297,65.40%,4.17,4.04,0.13,560
Zach Phillips,Rangers (AAA),23,50.1,7.15,5.19,1.38,0.18,17.80%,12.90%,4.90%,0.256,1.57,0.318,73.80%,3.22,4.05,-0.83,99
Brian Schlitter,Cubs (AAA),24,45.2,8.28,4.14,2,0.59,21.00%,10.50%,10.50%,0.247,1.42,0.308,77.70%,3.15,4.05,-0.9,3599
Alberto Castillo,Orioles (AAA),34,39.2,9.76,3.4,2.87,0.91,23.10%,8.10%,15.10%,0.281,1.54,0.359,76.90%,4.54,4.07,0.47,3316
Brian Stokes,Angels (AAA),30,16.2,7.02,3.24,2.17,0.54,17.30%,8.00%,9.30%,0.309,1.62,0.37,71.40%,3.78,4.07,-0.29,8653
Dillon Gee,Mets (AAA),24,161.1,9.2,2.29,4.02,1.28,23.70%,5.90%,17.80%,0.271,1.33,0.332,67.40%,4.96,4.07,0.89,7396
Zach Kroenke,Diamondbacks (AAA),26,97.1,6.38,3.61,1.77,0.46,16.60%,9.40%,7.20%,0.25,1.37,0.295,73.20%,3.51,4.07,-0.56,4383
Thomas Diamond,Cubs (AAA),27,108.1,8.64,3.82,2.26,0.75,23.10%,10.20%,12.90%,0.213,1.22,0.266,77.40%,3.16,4.08,-0.92,8025
Ryan Braun,White Sox (AAA),29,57.1,9.58,5.34,1.79,0.63,24.00%,13.40%,10.60%,0.209,1.38,0.273,80.40%,2.2,4.08,-1.88,5648
