Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
Jorge Alfaro,Rangers (A),19,300,5.30%,28.00%,0.19,0.261,0.32,0.43,0.75,0.169,7.2,0.355,-0.2,39,1.8,0.34,105,sa551307
Joshua Adams,Marlins (A),23,546,8.20%,17.60%,0.47,0.264,0.327,0.417,0.744,0.153,1.7,0.299,-1.2,71,3.2,0.34,105,sa392238
Zachary Johnson,Astros (A),24,607,12.40%,15.20%,0.82,0.238,0.339,0.406,0.745,0.167,1.8,0.255,-1.1,79,3.5,0.34,105,sa550332
Joe Staley,Giants (A),23,262,16.00%,25.20%,0.64,0.23,0.365,0.338,0.703,0.108,5.6,0.322,0.7,34,1.4,0.34,104,sa548551
Angelo Gumbs,Yankees (A),19,278,6.50%,21.60%,0.3,0.272,0.32,0.432,0.752,0.16,8.3,0.328,3.6,36,1.5,0.339,104,sa548279
Luigi Rodriguez,Indians (A),19,521,9.60%,25.50%,0.38,0.268,0.338,0.406,0.744,0.138,6.7,0.35,0.8,69,6.1,0.339,110,sa547914
Ryan Goetz,Marlins (A),24,440,9.80%,12.30%,0.8,0.273,0.347,0.385,0.733,0.112,4.4,0.303,-0.6,57,2.2,0.339,104,sa598324
Ryan Brett,Rays (A),20,456,8.10%,16.00%,0.51,0.285,0.348,0.393,0.741,0.107,8.1,0.332,6,60,5.3,0.339,110,sa548242
Kenny Wilson,Blue Jays (A),22,421,10.50%,17.80%,0.59,0.252,0.36,0.358,0.718,0.106,9.1,0.307,4.6,56,4.8,0.339,110,sa454437
Andy Workman,Angels (A),23,478,5.90%,15.30%,0.38,0.278,0.329,0.423,0.752,0.145,6,0.304,0.3,63,5.5,0.339,109,sa546865
Benjamin Gamel,Yankees (A),20,476,4.80%,14.90%,0.32,0.306,0.342,0.394,0.737,0.088,6.1,0.356,-1.1,62,2.2,0.339,104,sa548493
Ryan Court,Diamondbacks (A),24,437,8.70%,25.40%,0.34,0.264,0.341,0.399,0.74,0.136,5.4,0.347,0.6,58,4.8,0.338,109,sa579055
Kellin Deglan,Rangers (A),20,362,8.80%,26.50%,0.33,0.234,0.31,0.438,0.748,0.203,4.5,0.292,-1.3,47,1.5,0.338,103,sa548189
Kes Carter,Rays (A),22,158,14.60%,21.50%,0.68,0.228,0.363,0.346,0.71,0.118,6.6,0.29,0,21,1.7,0.338,109,sa597800
Taylor Motter,Rays (A),22,361,13.90%,16.60%,0.83,0.244,0.357,0.363,0.72,0.119,5.9,0.29,-0.4,47,3.8,0.338,109,sa577804
Ryan Rieger,Marlins (A),21,460,14.60%,21.50%,0.68,0.237,0.352,0.361,0.713,0.124,2.9,0.299,-0.4,59,1.3,0.336,102,sa546838
James Wooster,Marlins (A),23,403,8.20%,23.30%,0.35,0.26,0.319,0.418,0.737,0.158,3.7,0.319,-2.4,51,1.1,0.336,102,sa503571
Lucas Leblanc,Red Sox (A),23,138,6.50%,22.50%,0.29,0.264,0.336,0.388,0.724,0.124,2.8,0.326,-1.3,18,0.3,0.336,102,sa549082
Rangel Ravelo,White Sox (A),20,327,6.10%,11.60%,0.53,0.29,0.343,0.397,0.739,0.107,5.3,0.319,0.4,42,0.7,0.336,102,sa548335
Juan Perez,Reds (A),20,555,9.20%,15.90%,0.58,0.251,0.334,0.396,0.73,0.145,6.7,0.288,-1.3,72,4.8,0.335,107,sa599306
Bryce Ortega,Nationals (A),23,306,12.70%,13.70%,0.93,0.258,0.362,0.338,0.7,0.081,8.3,0.303,0.8,39,0.6,0.335,102,sa598315
William Skinner,Braves (A),23,397,9.10%,27.00%,0.34,0.246,0.323,0.404,0.727,0.158,5.8,0.326,1.1,50,0.7,0.335,101,sa598620
Brett Krill,Giants (A),23,482,4.10%,16.40%,0.25,0.288,0.335,0.388,0.724,0.1,4.1,0.341,-1.6,61,0.7,0.335,101,sa546843
Andy Fermin,Blue Jays (A),22,208,13.50%,13.50%,1,0.258,0.362,0.348,0.711,0.09,4.6,0.302,-0.5,27,1.7,0.335,107,sa549520
Eliezer Mesa,Athletics (A),23,281,3.90%,17.10%,0.23,0.294,0.326,0.412,0.738,0.118,8,0.343,2.2,36,2.3,0.335,107,sa455629
Brian Humphries,Rockies (A),22,488,7.40%,14.30%,0.51,0.287,0.338,0.39,0.727,0.103,6.4,0.332,-1.4,61,0.6,0.334,101,sa455430
Nick Martini,Cardinals (A),22,563,11.40%,10.70%,1.07,0.267,0.362,0.346,0.708,0.079,5.1,0.299,-1.9,72,4.3,0.334,106,sa578044
Eric Groff,Diamondbacks (A),24,261,2.70%,17.60%,0.15,0.295,0.314,0.426,0.74,0.131,4.7,0.345,0.1,33,1.9,0.334,106,sa549599
Jhonny Gomez,Rangers (A),22,173,15.60%,19.10%,0.82,0.227,0.36,0.326,0.687,0.099,4.3,0.274,-0.1,22,0.1,0.333,100,sa505941
Ruben Sosa,Astros (A),21,145,11.70%,17.90%,0.65,0.28,0.364,0.336,0.7,0.056,8.8,0.35,1.5,18,0.1,0.333,100,sa599247
J.P. Ramirez,Nationals (A),22,143,4.20%,15.40%,0.27,0.285,0.336,0.385,0.72,0.1,3.9,0.324,-0.2,18,0.1,0.333,100,sa455310
Robert Stumpo,Phillies (A),24,142,14.10%,14.10%,1,0.258,0.362,0.333,0.695,0.075,2.6,0.3,-1.1,18,0,0.333,100,sa549938
Robert Crocker,Athletics (A),22,470,8.30%,23.20%,0.36,0.268,0.347,0.369,0.716,0.101,5.2,0.347,-1.1,60,3.2,0.333,106,sa577746
Ryan Cuneo,Cubs (A),23,165,10.90%,15.20%,0.72,0.252,0.339,0.392,0.731,0.14,1.6,0.276,-0.1,21,1.1,0.333,105,sa526258
Brock Stassi,Phillies (A),22,221,12.70%,15.40%,0.82,0.247,0.342,0.376,0.719,0.129,6,0.281,0.1,28,0,0.333,100,sa526362
Luis Mateo,Cardinals (A),22,445,6.10%,23.60%,0.26,0.257,0.312,0.42,0.732,0.163,7.4,0.316,0.9,56,2.7,0.332,105,sa455015
Alex Monsalve,Indians (A),20,313,7.30%,11.20%,0.66,0.265,0.324,0.406,0.73,0.141,2.8,0.279,-0.8,40,1.9,0.332,105,sa505988
Bryan Johns,Red Sox (A),23,302,16.60%,18.50%,0.89,0.232,0.371,0.303,0.674,0.071,3.1,0.298,-1.1,37,-0.2,0.332,99,sa603945
Yorman Rodriguez,Reds (A),19,276,4.30%,22.10%,0.2,0.271,0.307,0.43,0.737,0.159,5.9,0.332,-0.8,35,1.6,0.331,105,9922
Jeff Holm,Tigers (A),23,140,13.60%,6.40%,2.11,0.254,0.362,0.331,0.693,0.076,5.7,0.269,0.7,18,0.8,0.331,105,sa598329
Alex Yarbrough,Angels (A),20,257,3.90%,7.80%,0.5,0.287,0.32,0.41,0.73,0.123,7.8,0.313,0.8,32,1.3,0.331,104,sa621579
Drew Leachman,Twins (A),23,468,9.40%,13.70%,0.69,0.272,0.349,0.359,0.708,0.087,4.9,0.31,-0.8,59,2.4,0.331,104,sa598602
Jose Garcia,Red Sox (A),21,400,11.30%,22.00%,0.51,0.251,0.338,0.367,0.705,0.116,6.6,0.315,0.6,49,-0.7,0.331,99,sa503857
Chan Moon,Astros (A),21,252,11.10%,22.60%,0.49,0.257,0.339,0.369,0.708,0.112,5.5,0.331,0.1,31,-0.5,0.33,98,sa550461
Juan Castillo,Cardinals (A),22,366,8.20%,15.30%,0.54,0.272,0.332,0.39,0.723,0.118,3.9,0.305,-0.2,46,1.7,0.33,104,sa455720
Matt Williams,Cardinals (A),22,587,8.20%,15.50%,0.53,0.268,0.333,0.382,0.715,0.114,6.6,0.313,-0.7,74,2.6,0.33,104,sa577691
Samuel Diaz,Reds (A),21,110,11.80%,16.40%,0.72,0.266,0.352,0.351,0.703,0.085,7.7,0.316,1.1,14,0.5,0.33,104,sa506259
Murray Watts,Royals (A),24,214,11.20%,25.20%,0.44,0.212,0.299,0.429,0.728,0.217,3.2,0.244,-0.1,27,0.9,0.329,103,sa526570
Henry Ramos,Red Sox (A),20,494,8.90%,20.40%,0.44,0.254,0.327,0.381,0.708,0.127,5.2,0.313,-2.5,60,-1.4,0.329,98,sa548440
Luis Sardinas,Rangers (A),19,412,7.00%,12.60%,0.56,0.291,0.346,0.356,0.702,0.064,7.1,0.331,1.9,50,-1.2,0.329,98,13153
Aaron Altherr,Phillies (A),21,471,8.10%,21.70%,0.37,0.252,0.319,0.402,0.722,0.15,7.8,0.31,1,57,-1.4,0.329,98,11270
Tyler Goeddel,Rays (A),19,379,10.00%,24.80%,0.4,0.246,0.335,0.371,0.706,0.125,7.4,0.325,3.7,47,1.4,0.329,103,sa597762
Drew Muren,Astros (A),23,202,5.40%,14.40%,0.38,0.279,0.325,0.404,0.729,0.126,4.5,0.312,-1.6,25,-0.6,0.329,98,sa545091
Matt Reynolds,Mets (A),21,179,6.70%,14.50%,0.46,0.259,0.335,0.367,0.702,0.108,4.2,0.29,0.4,22,-0.5,0.329,98,sa579039
Nick Ramirez,Brewers (A),22,414,6.30%,34.80%,0.18,0.248,0.295,0.446,0.741,0.198,1.3,0.348,-0.1,52,1.5,0.329,103,sa577807
Tom Belza,Diamondbacks (A),22,582,9.60%,16.80%,0.57,0.258,0.333,0.386,0.718,0.127,6.9,0.3,1.3,72,1.9,0.328,103,sa526826
Francisco Lindor,Indians (A),18,567,10.80%,13.80%,0.78,0.257,0.352,0.355,0.707,0.098,6.2,0.295,0.3,70,1.5,0.328,102,sa597754
Paul Hoilman,Cubs (A),23,473,10.60%,32.80%,0.32,0.237,0.326,0.392,0.718,0.155,4.3,0.354,0,58,1.3,0.328,102,sa598336
Alex Lavisky,Indians (A),21,385,8.80%,24.70%,0.36,0.246,0.314,0.404,0.718,0.158,2.8,0.301,0.2,47,1,0.327,102,sa548434
Rougned Odor,Rangers (A),18,471,5.30%,13.80%,0.38,0.259,0.313,0.4,0.714,0.141,6.4,0.284,-1,57,-2.1,0.327,96,12282
Daniel Mateo,Royals (A),20,568,7.60%,18.10%,0.42,0.264,0.327,0.388,0.715,0.124,5.6,0.315,-0.1,70,1.4,0.327,102,sa506334
Steve Selsky,Reds (A),22,246,4.90%,19.90%,0.24,0.281,0.322,0.395,0.717,0.114,6.1,0.343,0.5,30,0.6,0.327,102,sa526361
Rand Smith,Marlins (A),25,180,11.70%,20.00%,0.58,0.265,0.354,0.329,0.683,0.065,5.1,0.336,-0.1,22,-0.9,0.327,96,sa502037
Sean Buckley,Reds (A),22,469,7.00%,29.60%,0.24,0.244,0.307,0.413,0.72,0.169,2.1,0.326,-0.8,58,0.9,0.327,102,sa455548
Gauntlett Eldemire,Phillies (A),23,286,13.30%,22.70%,0.58,0.227,0.351,0.326,0.677,0.099,7.7,0.305,1.1,34,-1.6,0.326,96,sa548346
Anthony Giansanti,Cubs (A),23,106,7.50%,15.10%,0.5,0.296,0.349,0.347,0.696,0.051,2,0.354,-0.7,13,0.1,0.326,101,sa503822
Aaron Westlake,Tigers (A),23,518,9.10%,20.30%,0.45,0.249,0.32,0.391,0.711,0.142,3.8,0.303,0.2,63,0.3,0.325,101,sa549527
Lee Orr,Padres (A),23,307,10.40%,36.50%,0.29,0.211,0.3,0.419,0.718,0.207,7.5,0.309,0.6,37,0.1,0.325,100,sa550115
Frazier Hall,Angels (A),24,510,7.80%,17.30%,0.45,0.254,0.322,0.386,0.708,0.132,1.6,0.285,-0.7,62,0.1,0.325,100,sa547003
Mike Dowd,Mariners (A),22,312,6.40%,10.30%,0.63,0.29,0.343,0.373,0.716,0.082,3.3,0.313,-0.4,38,0.1,0.324,100,sa578097
Rafael Lopez,Cubs (A),24,138,12.30%,9.40%,1.31,0.265,0.35,0.342,0.692,0.077,4.3,0.29,0.1,17,0,0.324,100,12606
Francisco Arcia,Yankees (A),22,256,8.20%,17.60%,0.47,0.246,0.319,0.384,0.703,0.138,3.3,0.281,-1.2,30,-1.8,0.324,94,sa455908
Pin-Chieh Chen,Cubs (A),20,539,11.50%,14.50%,0.79,0.259,0.345,0.347,0.692,0.088,7.9,0.302,1,65,-0.1,0.324,100,sa549901
Justin Miller,Nationals (A),23,474,7.60%,21.30%,0.36,0.245,0.314,0.395,0.71,0.15,6.5,0.293,0.4,56,-3.3,0.324,94,sa549344
David Medina,Cardinals (A),23,486,10.30%,27.40%,0.38,0.241,0.318,0.385,0.703,0.144,3.6,0.325,-0.9,58,-0.3,0.323,100,sa455722
Jeffrey Hunt,Dodgers (A),21,153,7.20%,30.10%,0.24,0.237,0.295,0.422,0.718,0.185,2.5,0.306,-0.3,18,-0.1,0.323,99,sa501750
Patrick Brady,Mariners (A),24,194,8.20%,12.40%,0.67,0.251,0.326,0.368,0.695,0.117,4,0.283,-2.2,23,-0.2,0.323,99,sa550346
Jeff Arnold,Giants (A),24,275,8.40%,26.20%,0.32,0.238,0.325,0.363,0.687,0.125,3.2,0.327,-0.5,32,-2.2,0.323,94,sa549361
Gustavo Pierre,Blue Jays (A),20,303,5.30%,26.10%,0.2,0.252,0.302,0.414,0.716,0.162,6.6,0.335,-1.5,36,-0.4,0.323,99,sa503319
Drew Turocy,Red Sox (A),23,314,5.70%,19.40%,0.3,0.282,0.326,0.371,0.697,0.089,4.9,0.348,-0.1,37,-2.6,0.323,93,sa598330
Jeremy Patton,Cardinals (A),23,110,16.40%,13.60%,1.2,0.222,0.355,0.311,0.666,0.089,0.5,0.253,-0.1,13,-0.2,0.322,99,sa598474
Wang-Wei Lin,Twins (A),24,426,11.50%,16.40%,0.7,0.232,0.343,0.334,0.677,0.102,6.3,0.277,-0.8,51,-0.7,0.322,99,sa393001
John Dishon,Brewers (A),23,157,15.30%,24.20%,0.63,0.22,0.355,0.307,0.662,0.087,7.6,0.303,0.4,19,-0.4,0.321,98,sa549603
Wade Kirkland,Athletics (A),23,424,6.60%,23.30%,0.28,0.237,0.306,0.398,0.705,0.161,5,0.298,-0.8,50,-1.1,0.321,98,sa549069
Michael Planeta,Orioles (A),22,328,7.00%,23.80%,0.29,0.272,0.326,0.361,0.687,0.088,6.9,0.366,2.1,37,-3.5,0.32,92,sa502319
Jose Vinicio,Red Sox (A),18,278,4.70%,20.10%,0.23,0.277,0.32,0.371,0.691,0.094,7.6,0.342,-0.3,32,-3,0.319,91,sa549538
Rob Refsnyder,Yankees (A),21,182,8.80%,13.70%,0.64,0.241,0.319,0.364,0.683,0.123,5.7,0.261,1.6,21,-2,0.319,91,sa621680
Justin Miller,Padres (A),23,103,5.80%,18.40%,0.32,0.274,0.324,0.368,0.692,0.095,5.8,0.342,-0.9,12,-0.4,0.319,97,sa599327
Junior Sosa,Pirates (A),21,289,9.70%,11.40%,0.85,0.268,0.343,0.331,0.673,0.062,6.7,0.302,-0.3,33,-3.2,0.319,91,sa504939
Blake Swihart,Red Sox (A),20,378,6.90%,18.00%,0.38,0.262,0.307,0.395,0.702,0.134,5.5,0.3,0,43,-4.3,0.318,91,sa597790
Grant Buckner,White Sox (A),24,473,9.30%,23.00%,0.4,0.254,0.33,0.348,0.678,0.094,3.8,0.325,-1.1,54,-5.5,0.318,91,sa599302
Brian Pointer,Phillies (A),20,349,10.30%,29.20%,0.35,0.217,0.318,0.36,0.678,0.143,6.9,0.299,0.5,39,-4.1,0.318,91,sa549828
Scott Schebler,Dodgers (A),21,560,5.40%,17.70%,0.3,0.26,0.312,0.388,0.7,0.128,6.6,0.31,-1.5,65,-2.8,0.318,96,sa549742
Michael Gallic,Padres (A),23,329,6.10%,20.70%,0.29,0.273,0.325,0.367,0.692,0.093,7.3,0.339,3.2,38,-1.7,0.318,96,sa598485
Julio Aparicio,Royals (A),22,209,6.20%,22.00%,0.28,0.265,0.32,0.365,0.685,0.101,2.6,0.329,-0.3,24,-1.1,0.317,96,sa455630
Samuel Starr,Orioles (A),24,422,8.10%,14.00%,0.58,0.238,0.324,0.35,0.673,0.111,5,0.272,0,47,-5.2,0.317,90,sa549944
Jason King,Tigers (A),23,378,6.60%,14.00%,0.47,0.253,0.307,0.4,0.707,0.147,4.6,0.277,0.2,43,-2.2,0.317,95,sa597957
Jairo Rodriguez,Twins (A),23,243,7.40%,16.50%,0.45,0.265,0.329,0.349,0.678,0.084,1.1,0.316,-0.1,28,-1.4,0.317,95,sa634679
Jeff Mcvaney,Tigers (A),22,239,4.60%,16.30%,0.28,0.25,0.298,0.4,0.698,0.15,6.3,0.285,0.1,27,-1.4,0.316,95,sa658125
Fidel Pena,Diamondbacks (A),20,296,7.80%,19.30%,0.4,0.261,0.334,0.345,0.679,0.083,5.1,0.327,0.4,34,-1.8,0.316,95,sa506770
Harold Martinez,Phillies (A),22,182,7.70%,17.60%,0.44,0.262,0.33,0.341,0.671,0.079,3.5,0.323,0,20,-2.4,0.316,89,sa455422
Matthew Colantonio,Padres (A),23,165,12.10%,14.50%,0.83,0.248,0.354,0.298,0.652,0.05,3.7,0.299,0.1,19,-1.1,0.316,95,sa598338
Alejandro Villalobos,Phillies (A),20,286,5.20%,10.50%,0.5,0.279,0.318,0.366,0.684,0.087,3.5,0.309,-1,32,-3.9,0.316,89,sa554987
Gregory Hopkins,Brewers (A),23,425,4.00%,17.20%,0.23,0.269,0.304,0.396,0.7,0.127,3.5,0.304,-2.6,48,-3,0.315,94,sa549602
Josef Terry,Reds (A),22,357,6.40%,14.30%,0.45,0.255,0.31,0.383,0.693,0.128,7.3,0.281,1.3,40,-2.6,0.315,94,sa501946
Jose Flores,Giants (A),24,360,8.10%,14.70%,0.55,0.269,0.323,0.358,0.681,0.09,3.5,0.309,-1.8,40,-5.3,0.314,88,sa328831
Matthew Marquis,Red Sox (A),22,131,9.20%,30.50%,0.3,0.235,0.328,0.33,0.659,0.096,3.9,0.351,-0.6,14,-1.9,0.314,88,sa455535
Todd Hankins,Indians (A),21,308,11.00%,25.60%,0.43,0.243,0.332,0.343,0.676,0.101,8.9,0.333,4.6,35,-2.4,0.314,94,sa598325
Travis Jankowski,Padres (A),21,256,5.10%,17.20%,0.3,0.282,0.318,0.37,0.687,0.088,7.6,0.337,0.3,29,-2,0.314,93,sa577924
Taiwan Easterling,Cubs (A),23,304,6.90%,25.00%,0.28,0.243,0.316,0.366,0.681,0.123,6.3,0.319,-0.7,34,-2.4,0.314,93,sa390606
Jason Krizan,Tigers (A),23,426,11.70%,11.30%,1.04,0.244,0.333,0.337,0.67,0.093,3.1,0.267,-0.5,48,-3.5,0.314,93,sa546842
Chris Schaeffer,Blue Jays (A),24,103,8.70%,16.50%,0.53,0.209,0.317,0.349,0.666,0.14,2.5,0.235,0,12,-0.9,0.313,93,sa546775
Elmer Reyes,Braves (A),21,416,3.60%,15.40%,0.23,0.251,0.296,0.391,0.686,0.14,5.9,0.288,-1.5,45,-6.6,0.313,87,sa506274
Michael Fabiaschi,Athletics (A),23,144,19.40%,27.80%,0.7,0.188,0.368,0.241,0.609,0.054,4.2,0.292,-1,16,-1.3,0.313,93,sa549321
Jose Rivera,Rockies (A),22,235,5.10%,8.90%,0.57,0.257,0.311,0.362,0.673,0.105,4,0.277,-1.6,26,-3.8,0.313,87,sa502150
Cody Koback,Red Sox (A),22,367,5.20%,23.20%,0.22,0.26,0.32,0.344,0.665,0.085,6.3,0.337,1.6,40,-5.9,0.312,87,sa579327
Yadiel Rivera,Brewers (A),20,506,5.10%,23.50%,0.22,0.247,0.29,0.402,0.692,0.155,5.6,0.304,0,56,-4.7,0.312,92,sa548452
Maxwell Walla,Brewers (A),21,409,11.50%,26.20%,0.44,0.234,0.325,0.341,0.666,0.107,5.5,0.313,-2,46,-3.8,0.312,92,sa500834
Willy Garcia,Pirates (A),19,497,6.40%,26.40%,0.24,0.24,0.286,0.403,0.689,0.163,4.4,0.292,-1.9,54,-8.3,0.312,87,sa547734
Eric Stamets,Angels (A),20,267,5.60%,13.10%,0.43,0.274,0.323,0.347,0.67,0.073,5.4,0.316,0.4,30,-2.6,0.312,92,sa621787
Marc Bourgeois,Diamondbacks (A),23,376,6.10%,19.70%,0.31,0.246,0.291,0.41,0.701,0.165,5.2,0.281,-0.8,42,-3.6,0.312,92,sa503427
Taylor Lewis,Pirates (A),22,279,7.90%,21.90%,0.36,0.244,0.309,0.368,0.677,0.124,9,0.306,2,30,-4.7,0.312,86,sa598037
Chase Anselment,Braves (A),21,185,9.20%,21.60%,0.43,0.218,0.292,0.388,0.68,0.17,5.4,0.242,0,20,-3.2,0.311,86,sa621129
Glynn Davis,Orioles (A),20,465,11.00%,19.60%,0.56,0.252,0.342,0.302,0.644,0.05,6.1,0.322,1.3,50,-8.1,0.311,86,sa598601
Pratt Maynard,Dodgers (A),22,316,9.50%,15.20%,0.63,0.252,0.323,0.348,0.67,0.096,3.7,0.291,0.2,35,-3.3,0.311,91,sa577962
Mike Kvasnicka,Astros (A),23,367,5.20%,23.40%,0.22,0.232,0.275,0.412,0.687,0.18,3.2,0.265,-1,39,-6.6,0.31,85,sa546839
Jamal Austin,Mariners (A),21,497,5.80%,13.30%,0.44,0.283,0.326,0.341,0.667,0.058,6.9,0.323,1.9,54,-5.7,0.309,90,sa526245
Casey Mcelroy,Padres (A),22,259,7.70%,16.20%,0.48,0.236,0.304,0.376,0.679,0.14,3.5,0.263,0.1,28,-3,0.309,90,sa577018
Martin Medina,White Sox (A),22,283,8.50%,23.70%,0.36,0.256,0.321,0.336,0.657,0.08,2.4,0.335,-1,30,-5.3,0.309,85,sa599196
Roidany Aguila,Diamondbacks (A),21,412,5.80%,15.80%,0.37,0.254,0.299,0.378,0.678,0.124,2.5,0.285,-0.2,45,-5.1,0.308,90,sa502028
Dante Bichette,Yankees (A),19,522,8.40%,18.00%,0.47,0.248,0.322,0.331,0.653,0.083,4.1,0.305,-1.7,55,-10.2,0.308,84,sa597776
Brian Harrison,Mets (A),23,473,8.50%,15.20%,0.56,0.241,0.313,0.345,0.658,0.104,4.4,0.277,0.5,50,-9.3,0.308,84,sa392219
Christopher Hawkins,Blue Jays (A),20,541,8.50%,14.40%,0.59,0.269,0.331,0.332,0.663,0.063,5.8,0.316,1.9,58,-6.9,0.308,89,sa548221
Tyler Grimes,Twins (A),21,381,11.30%,26.00%,0.43,0.202,0.315,0.339,0.653,0.137,5.8,0.266,-1.3,41,-4.9,0.308,89,sa597897
Chad Wright,Tigers (A),22,591,7.40%,11.50%,0.65,0.256,0.323,0.331,0.654,0.075,5.7,0.286,-1.6,63,-8,0.307,89,sa546600
Angelo Songco,Dodgers (A),23,139,10.10%,18.70%,0.54,0.183,0.288,0.375,0.663,0.192,1.4,0.18,-0.1,15,-1.9,0.307,89,sa501270
Jesus Galindo,Giants (A),21,291,8.20%,16.80%,0.49,0.252,0.333,0.308,0.641,0.056,8.2,0.312,2.8,30,-6.1,0.307,83,sa506980
Christopher Epps,Astros (A),23,151,9.90%,25.80%,0.38,0.226,0.311,0.338,0.65,0.113,4.6,0.293,0.4,16,-3.2,0.306,83,sa392214
Mychal Givens,Orioles (A),22,388,10.10%,12.60%,0.8,0.243,0.33,0.306,0.635,0.062,4.1,0.279,-1.4,40,-8.3,0.306,83,sa500805
Joseph Winker,Dodgers (A),22,474,7.60%,23.20%,0.33,0.225,0.289,0.385,0.674,0.16,5.3,0.272,0.6,50,-7.3,0.305,87,sa599388
Fernando De Los Santos,Braves (A),22,252,4.80%,24.20%,0.2,0.242,0.285,0.381,0.666,0.139,3,0.299,-0.3,26,-5.8,0.304,82,sa503248
Connor Narron,Orioles (A),20,486,8.00%,20.80%,0.39,0.232,0.3,0.353,0.653,0.121,2.6,0.278,-1.4,49,-11.5,0.303,81,sa548331
JaDamion Williams,Twins (A),21,407,9.60%,28.30%,0.34,0.234,0.311,0.34,0.651,0.106,6.9,0.325,0.6,42,-6.7,0.303,86,sa548483
Abel Baker,Angels (A),21,322,7.50%,16.10%,0.46,0.246,0.305,0.352,0.657,0.106,2,0.278,-0.1,34,-5.4,0.303,86,sa599395
Jodaneli Carvajal,Pirates (A),20,119,5.90%,18.50%,0.32,0.243,0.308,0.336,0.644,0.093,5.2,0.298,-1,12,-2.8,0.303,81,sa507198
Jan Vazquez,Dodgers (A),21,145,5.50%,24.10%,0.23,0.267,0.324,0.328,0.652,0.061,2.7,0.351,0.1,15,-2.4,0.303,86,sa501536
Kelvin De Leon,Yankees (A),21,318,7.90%,24.20%,0.32,0.24,0.306,0.343,0.649,0.102,3.5,0.309,-1.1,32,-7.7,0.302,81,sa503247
Pedro Guerrero,Dodgers (A),23,326,4.90%,27.90%,0.18,0.225,0.273,0.399,0.672,0.174,6.6,0.284,0.9,34,-5.7,0.302,86,sa455728
J.R. Higley,Nationals (A),24,148,10.80%,25.70%,0.42,0.231,0.313,0.323,0.636,0.092,2.8,0.308,-0.8,15,-3.7,0.301,80,sa455010
Sergio Miranda,Braves (A),25,100,10.00%,16.00%,0.63,0.241,0.326,0.301,0.628,0.06,5,0.294,0.1,10,-2.5,0.301,80,sa389414
Wilfredo Gimenez,Marlins (A),21,349,6.30%,12.30%,0.51,0.266,0.311,0.331,0.643,0.065,2.5,0.3,-0.4,35,-9.1,0.3,79,sa504051
David Herbek,White Sox (A),23,176,11.90%,15.30%,0.78,0.214,0.329,0.283,0.612,0.069,4.3,0.258,-0.9,17,-4.6,0.3,79,sa526193
Gabriel Lino,- - -,19,375,8.00%,25.90%,0.31,0.222,0.293,0.352,0.645,0.13,2.6,0.288,-1.5,37,-9.7,0.3,79,sa548048
Alex Llanos,Royals (A),21,277,3.20%,17.00%,0.19,0.28,0.308,0.345,0.653,0.065,4.6,0.333,-1.5,28,-5.2,0.3,84,sa454706
Tony Caldwell,Marlins (A),23,170,10.00%,17.10%,0.59,0.238,0.327,0.293,0.62,0.054,3.8,0.288,-0.5,17,-4.4,0.3,79,sa577017
Jharmidy De Jesus,Mariners (A),22,288,8.00%,20.50%,0.39,0.22,0.292,0.363,0.655,0.143,3.2,0.26,0.1,29,-5.4,0.3,84,sa455931
Guillermo Pimentel,Mariners (A),19,398,4.80%,28.90%,0.17,0.245,0.289,0.366,0.655,0.121,3.1,0.328,0,41,-7.5,0.3,84,sa549627
Tony Mueller,Braves (A),22,483,8.70%,14.70%,0.59,0.266,0.335,0.285,0.62,0.019,5.5,0.319,0.4,48,-12.6,0.3,79,sa546781
Garrett Buechele,Giants (A),22,294,4.40%,14.30%,0.31,0.251,0.307,0.33,0.637,0.079,2.3,0.284,-0.6,29,-7.9,0.299,78,sa578004
Justin Gominsky,Astros (A),22,381,8.90%,18.10%,0.49,0.241,0.318,0.31,0.628,0.069,4.8,0.295,0.4,37,-10.4,0.298,78,sa547010
Leighton Pangilinan,White Sox (A),21,497,7.60%,25.60%,0.3,0.225,0.299,0.342,0.641,0.117,5,0.295,0,48,-13.7,0.298,78,sa503391
Brandon Brown,Mets (A),24,376,9.00%,21.50%,0.42,0.222,0.301,0.334,0.635,0.112,5.8,0.275,-1.5,37,-10.4,0.298,78,sa549524
Kenny Swab,Royals (A),23,206,8.30%,20.40%,0.4,0.231,0.309,0.324,0.633,0.093,2.5,0.288,-0.1,21,-4.2,0.298,83,sa503721
Douglas Landaeta,Athletics (A),23,399,5.50%,20.60%,0.27,0.244,0.283,0.377,0.66,0.133,4.5,0.284,-1.1,40,-8.2,0.298,83,sa502960
Eduardo Sosa,Yankees (A),21,165,8.50%,25.50%,0.33,0.23,0.299,0.345,0.643,0.115,5.6,0.305,-1.5,16,-4.8,0.296,77,sa503877
Christopher Ellison,Diamondbacks (A),23,635,8.70%,19.40%,0.45,0.24,0.309,0.329,0.638,0.089,6.4,0.293,0.4,63,-13.9,0.296,82,sa578020
Adam Heisler,White Sox (A),24,154,6.50%,16.90%,0.38,0.259,0.305,0.329,0.634,0.07,7.6,0.308,2,15,-4.5,0.296,76,sa503658
