Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Shawn Armstrong,Indians (A+),21,43.2,10.72,4.74,2.26,0,28.60%,12.60%,15.90%,0.203,1.24,0.307,83.30%,2.06,3,-0.93,sa598951
Taylor Whitenton,Mets (A+),24,56.1,10.86,5.43,2,0,27.80%,13.90%,13.90%,0.203,1.35,0.302,81.30%,2.24,3,-0.77,sa513151
A.J. Morris,Cubs (A+),25,52.1,7.22,2.58,2.8,0.17,20.10%,7.20%,12.90%,0.188,0.97,0.235,69.80%,2.24,3.01,-0.78,sa501212
Dan Haren,Angels (A+),31,5,3.6,0,2,0,10.00%,0.00%,10.00%,0.35,1.4,0.389,71.40%,3.6,3.01,0.59,1757
Juan Carlos Oviedo,Marlins (A+),30,2.2,6.75,3.38,2,0,18.20%,9.10%,9.10%,0.1,0.75,0.125,50.00%,3.38,3.02,0.36,2886
Raudel Lazo,Marlins (A+),23,59,9.31,2.44,3.81,0.61,25.40%,6.70%,18.80%,0.237,1.17,0.308,82.00%,2.44,3.02,-0.58,sa635432
Mike Belfiore,Diamondbacks (A+),23,19,13.26,2.37,5.6,0.95,38.90%,6.90%,31.90%,0.194,0.95,0.297,85.50%,2.37,3.02,-0.66,9324
Jason Gurka,Orioles (A+),24,45.1,8.54,2.38,3.58,0.2,24.00%,6.70%,17.30%,0.188,0.93,0.25,77.70%,2.18,3.03,-0.85,sa455306
Jimmy Reyes,Rangers (A+),23,66.1,9.63,2.17,4.44,0.68,26.20%,5.90%,20.30%,0.241,1.16,0.316,77.80%,2.44,3.04,-0.6,sa526353
Clayton Schrader,Orioles (A+),22,35,13.11,6.94,1.89,0,33.60%,17.80%,15.80%,0.164,1.34,0.282,86.00%,1.29,3.04,-1.76,sa548468
Asher Wojciechowski,Blue Jays (A+),23,93.1,7.33,2.12,3.45,0.29,20.00%,5.80%,14.20%,0.257,1.21,0.32,68.50%,3.57,3.05,0.52,sa548167
Scott Snodgress,White Sox (A+),22,42,9.43,3.21,2.93,0.43,26.70%,9.10%,17.60%,0.175,0.98,0.233,81.60%,1.5,3.05,-1.55,12020
Chris Leroux,Pirates (A+),28,3,6,3,2,0,18.20%,9.10%,9.10%,0.2,1,0.25,66.70%,3,3.06,-0.06,7645
Randy Fontanez,Mets (A+),23,3,6,0,2,0,22.20%,0.00%,22.20%,0.125,0.33,0.167,100.00%,0,3.06,-3.06,sa549664
Brandon Hynick,Rockies (A+),27,33.2,5.88,0.27,22,0.27,17.10%,0.80%,16.30%,0.197,0.77,0.231,43.00%,3.74,3.07,0.67,sa326872
Pete Ruiz,Red Sox (A+),24,48.2,9.43,2.96,3.19,0.55,25.00%,7.80%,17.20%,0.25,1.29,0.328,78.20%,3.14,3.08,0.07,sa455120
Eric Cendejas,Angels (A+),24,62.2,6.89,1.01,6.86,0.29,18.70%,2.70%,16.00%,0.241,1.07,0.292,67.50%,2.87,3.08,-0.21,sa549941
Aiden Lucas,Cardinals (A+),24,74.1,8.72,4.12,2.12,0.12,23.30%,11.00%,12.30%,0.191,1.16,0.255,73.90%,2.18,3.08,-0.9,sa549775
Jimmy Nelson,Brewers (A+),23,81.1,8.52,2.77,3.08,0.33,23.30%,7.60%,15.80%,0.21,1.08,0.273,77.70%,2.21,3.09,-0.87,10547
Tyler White,Tigers (A+),22,55.1,10.73,4.07,2.64,0.16,27.20%,10.30%,16.90%,0.22,1.28,0.317,57.30%,5.37,3.09,2.28,sa549467
Cody Martin,Braves (A+),22,107.1,10.31,2.85,3.62,0.59,27.60%,7.60%,20.00%,0.23,1.18,0.314,68.40%,2.93,3.09,-0.15,sa549474
Grayson Garvin,Rays (A+),22,46.1,7.19,3.69,1.95,0,19.00%,9.70%,9.20%,0.257,1.38,0.326,55.40%,5.05,3.09,1.96,sa526542
Bobby Bramhall,Marlins (A+),26,3.1,5.4,2.7,2,0,18.20%,9.10%,9.10%,0.1,0.6,0.125,100.00%,0,3.09,-3.09,sa389906
Steve Marek,Blue Jays (A+),28,10,9.9,0.9,11,0.9,28.20%,2.60%,25.60%,0.189,0.8,0.24,65.80%,3.6,3.09,0.51,sa288780
Donn Roach,- - -,22,88.1,7.44,1.43,5.21,0.2,20.60%,3.90%,16.60%,0.229,1.03,0.287,75.10%,1.94,3.1,-1.17,10620
Sam Runion,Royals (A+),23,49.2,7.07,2.17,3.25,0.18,18.10%,5.60%,12.60%,0.273,1.33,0.335,80.50%,2.36,3.1,-0.75,sa390308
Marcus Walden,Blue Jays (A+),23,72.2,5.2,2.23,2.33,0,14.40%,6.20%,8.20%,0.214,1.05,0.253,67.10%,2.85,3.1,-0.26,sa389195
Kevin Eichhorn,Tigers (A+),22,45,5,1.4,3.57,0.2,12.70%,3.60%,9.10%,0.302,1.42,0.344,67.60%,4,3.1,0.9,sa454505
Mike Wright,Orioles (A+),22,46.1,6.8,0.97,7,0.58,18.80%,2.70%,16.10%,0.261,1.12,0.31,75.80%,2.91,3.1,-0.19,sa577951
Andrew Stueve,Royals (A+),23,7.1,4.91,2.45,2,0,13.30%,6.70%,6.70%,0.214,1.09,0.25,25.00%,7.36,3.11,4.25,sa598831
Jeremiah Bayer,Red Sox (A+),26,40.1,9.6,2.01,4.78,0.67,23.50%,4.90%,18.60%,0.287,1.44,0.368,58.10%,4.24,3.11,1.13,sa502702
Branden Pinder,Yankees (A+),23,67.2,8.91,3.86,2.31,0.13,21.80%,9.50%,12.40%,0.256,1.46,0.337,75.10%,2.79,3.11,-0.32,sa598304
Andy Ferguson,Royals (A+),23,63.2,8.34,1.27,6.56,0.71,23.70%,3.60%,20.10%,0.27,1.15,0.341,79.70%,2.97,3.12,-0.15,sa598931
Gus Schlosser,Braves (A+),23,165.1,7.57,1.8,4.21,0.49,20.80%,4.90%,15.80%,0.248,1.14,0.305,66.90%,3.38,3.12,0.26,12321
Jason Townsend,Pirates (A+),23,68.2,5.5,2.75,2,0,15.20%,7.60%,7.60%,0.235,1.18,0.282,76.80%,2.23,3.13,-0.9,sa549842
Josh Osich,Giants (A+),23,32.1,9.46,3.06,3.09,0.28,24.60%,8.00%,16.70%,0.268,1.39,0.359,71.10%,3.62,3.13,0.48,sa548427
Chien-Ming Wang,Nationals (A+),32,8,4.5,2.25,2,0,12.10%,6.10%,6.10%,0.226,1.13,0.259,55.60%,4.5,3.14,1.36,2074
Curtis Partch,Reds (A+),25,12,11.25,2.25,5,0.75,32.60%,6.50%,26.10%,0.163,0.83,0.222,93.00%,1.5,3.15,-1.65,1333
Ronald Belisario,Dodgers (A+),29,3,3,0,1,0,6.70%,0.00%,6.70%,0.4,2,0.429,33.30%,12,3.15,8.85,2203
Tony Thompson,Athletics (A+),23,3,3,0,1,0,11.10%,0.00%,11.10%,0,0,0,100.00%,0,3.15,-3.15,sa546717
David Holmberg,Diamondbacks (A+),20,78.1,9.88,1.61,6.14,0.69,28.20%,4.60%,23.60%,0.213,0.97,0.281,66.60%,2.99,3.15,-0.16,7725
Ryan Woolley,Tigers (A+),24,55.2,7.6,4.04,1.88,0,20.20%,10.70%,9.40%,0.238,1.33,0.308,64.50%,3.88,3.16,0.72,sa501505
Edwin Carl,Royals (A+),23,54,9.33,2.33,4,0.67,25.10%,6.30%,18.80%,0.256,1.24,0.333,69.40%,4,3.16,0.84,sa556669
Zachary Neal,Marlins (A+),23,44.2,6.65,2.01,3.3,0.4,18.30%,5.60%,12.80%,0.241,1.14,0.289,91.30%,1.21,3.17,-1.96,sa549283
Ryan O'Rourke,Twins (A+),24,18,8,2,4,0.5,20.00%,5.00%,15.00%,0.293,1.44,0.362,54.70%,5.5,3.17,2.33,sa549170
Luke Jackson,Rangers (A+),20,65.2,10.14,4.39,2.31,0.27,26.00%,11.20%,14.70%,0.269,1.51,0.376,67.90%,4.39,3.17,1.21,sa548163
Jim Fuller,Mets (A+),25,4.2,9.64,3.86,2.5,0,20.80%,8.30%,12.50%,0.333,1.93,0.438,90.00%,1.93,3.18,-1.25,sa455447
Chia-Jen Lo,Astros (A+),26,19,9.47,1.89,5,0.47,29.40%,5.90%,23.50%,0.222,0.95,0.31,90.90%,1.42,3.18,-1.76,5440
Mario Hollands,Phillies (A+),23,29,7.76,1.55,5,0.62,21.90%,4.40%,17.50%,0.204,0.93,0.247,75.40%,2.17,3.19,-1.01,10504
Vidal Nuno,Yankees (A+),24,24.1,9.62,2.22,4.33,0.74,25.50%,5.90%,19.60%,0.232,1.15,0.299,68.70%,2.96,3.19,-0.23,9674
Alex Sogard,Astros (A+),24,16,9.56,4.5,2.13,0,24.60%,11.60%,13.00%,0.197,1.25,0.273,65.00%,2.81,3.19,-0.38,sa454563
Phil Mccormick,Giants (A+),23,51.2,9.41,3.48,2.7,0.17,25.00%,9.30%,15.70%,0.236,1.28,0.321,70.10%,3.48,3.19,0.29,sa598568
Randy Boone,Blue Jays (A+),27,35.1,6.88,1.78,3.86,0.51,17.90%,4.60%,13.30%,0.243,1.19,0.287,53.60%,4.08,3.2,0.88,sa389685
Kyle Hendricks,- - -,22,147.2,7.5,1.1,6.83,0.67,20.90%,3.10%,17.80%,0.248,1.07,0.299,72.20%,2.99,3.2,-0.21,12049
Danny Salazar,Indians (A+),22,53.2,8.89,3.19,2.79,0.5,24.70%,8.80%,15.80%,0.235,1.21,0.307,79.00%,2.68,3.2,-0.52,5867
Brandon Workman,Red Sox (A+),23,113.2,8.47,1.58,5.35,0.79,23.60%,4.40%,19.20%,0.24,1.09,0.298,70.30%,3.4,3.2,0.2,11428
Dylan Bundy,Orioles (A+),19,57,10.42,2.84,3.67,0.79,29.00%,7.90%,21.10%,0.23,1.16,0.312,78.30%,2.84,3.21,-0.37,12917
Greg Holle,Brewers (A+),23,61.2,5.4,1.9,2.85,0.15,14.70%,5.20%,9.60%,0.239,1.12,0.281,57.30%,3.94,3.23,0.71,sa526447
Sean Nolin,Blue Jays (A+),22,86.1,9.38,2.19,4.29,0.73,26.20%,6.10%,20.10%,0.226,1.08,0.293,81.40%,2.19,3.23,-1.04,11341
Leondy Perez,Royals (A+),22,74.2,5.91,1.69,3.5,0.36,15.00%,4.30%,10.70%,0.29,1.39,0.337,62.90%,3.74,3.24,0.5,sa456139
Jeffrey Lorick,Cubs (A+),24,39.1,9.38,4.12,2.28,0.23,23.30%,10.20%,13.10%,0.284,1.58,0.381,64.50%,4.58,3.24,1.34,sa501999
Hamilton Bennett,Mets (A+),24,60,8.1,2.55,3.18,0.45,21.80%,6.90%,14.90%,0.224,1.13,0.281,62.90%,2.55,3.24,-0.69,sa549296
John Stilson,Blue Jays (A+),21,54.1,7.79,3.15,2.47,0.33,20.30%,8.20%,12.10%,0.264,1.38,0.331,73.80%,2.82,3.25,-0.43,sa502049
Elisaul Pimentel,Royals (A+),23,51,8.29,2.65,3.13,0.53,22.90%,7.30%,15.60%,0.206,1.06,0.259,68.90%,3,3.25,-0.25,sa456116
Hector Neris,Phillies (A+),23,78.2,10.75,2.86,3.76,0.8,29.20%,7.80%,21.40%,0.218,1.13,0.297,70.90%,3.55,3.27,0.28,11804
Trey Haley,Indians (A+),22,17.1,8.31,3.12,2.67,0,22.50%,8.50%,14.10%,0.131,0.81,0.178,77.80%,1.04,3.27,-2.23,sa456039
Chasen Shreve,Braves (A+),21,46,8.02,3.33,2.41,0.39,21.60%,9.00%,12.60%,0.254,1.33,0.323,77.30%,2.15,3.28,-1.12,10855
Erik Goeddel,Mets (A+),23,108.1,8.14,3.57,2.28,0.33,21.00%,9.20%,11.80%,0.26,1.41,0.33,69.40%,3.41,3.28,0.12,11712
Robert Nixon,Indians (A+),23,30,7.8,3,2.6,0.3,19.70%,7.60%,12.10%,0.275,1.43,0.344,59.60%,5.4,3.29,2.11,sa598775
Cory Mazzoni,Mets (A+),22,63.2,6.79,2.26,3,0.42,18.10%,6.00%,12.10%,0.258,1.26,0.31,69.00%,3.25,3.3,-0.05,sa455498
Chris Reed,Dodgers (A+),22,35,9.77,3.6,2.71,0.26,27.10%,10.00%,17.10%,0.2,1.11,0.279,72.50%,3.09,3.3,-0.21,sa578869
Jacob Degrom,Mets (A+),24,21.2,7.48,2.49,3,0.42,20.70%,6.90%,13.80%,0.175,0.92,0.213,81.60%,2.08,3.3,-1.22,10954
Yordano Ventura,Royals (A+),21,76.1,11.55,3.3,3.5,0.83,30.10%,8.60%,21.50%,0.225,1.23,0.314,75.10%,3.3,3.31,-0.01,11855
Nelvin Fuentes,Twins (A+),23,61.2,9.05,2.34,3.88,0.73,23.80%,6.10%,17.60%,0.243,1.22,0.307,68.60%,3.21,3.31,-0.1,sa392078
Chris Kissock,Phillies (A+),27,14,5.14,2.57,2,0,10.70%,5.30%,5.30%,0.443,2.5,0.5,58.30%,9.64,3.32,6.32,sa388401
Christopher Corrigan,Cardinals (A+),24,85,8.26,3.71,2.23,0.32,21.70%,9.80%,12.00%,0.221,1.25,0.282,67.40%,4.02,3.32,0.7,sa392093
Edgar Ibarra,Twins (A+),23,45,8.2,3.2,2.56,0.2,19.90%,7.80%,12.10%,0.266,1.44,0.338,61.80%,3.6,3.33,0.27,sa456481
Nick Tepesch,Rangers (A+),23,71.2,7.41,2.26,3.28,0.38,19.70%,6.00%,13.70%,0.248,1.2,0.307,74.30%,2.89,3.33,-0.44,11716
Matt Barnes,Red Sox (A+),22,93,8.81,2.42,3.64,0.58,23.80%,6.50%,17.20%,0.243,1.18,0.312,69.30%,3.58,3.33,0.25,12863
Kevin Vance,White Sox (A+),21,21.2,12.05,2.08,5.8,1.25,33.00%,5.70%,27.30%,0.232,1.11,0.32,96.20%,1.66,3.34,-1.68,sa577745
Carson Smith,Mariners (A+),22,62,11.18,4.06,2.75,0.29,28.40%,10.30%,18.10%,0.227,1.32,0.327,77.20%,2.9,3.35,-0.44,13172
Rett Varner,Marlins (A+),24,88.1,5.81,2.24,2.59,0.2,14.50%,5.60%,8.90%,0.284,1.43,0.332,61.90%,3.87,3.35,0.52,sa503048
Steven Upchurch,White Sox (A+),22,61.1,7.19,2.49,2.88,0.44,19.90%,6.90%,13.00%,0.22,1.09,0.269,64.80%,3.08,3.35,-0.27,sa455194
Daniel Tillman,Angels (A+),23,24,11.63,5.25,2.21,0,31.00%,14.00%,17.00%,0.121,1,0.192,66.70%,1.88,3.36,-1.48,sa526950
Joe Van Meter,Rangers (A+),23,74.1,8.96,2.66,3.36,0.61,24.80%,7.40%,17.50%,0.203,1.04,0.26,81.30%,2.06,3.36,-1.3,sa546681
Sam Dyson,Blue Jays (A+),24,28.2,5.02,1.57,3.2,0.31,12.90%,4.00%,8.90%,0.297,1.4,0.337,63.10%,4.08,3.36,0.72,11710
Michael Lee,Braves (A+),25,55,6.87,2.62,2.63,0.33,18.30%,7.00%,11.40%,0.257,1.27,0.313,65.50%,3.93,3.37,0.56,sa328306
Kyle Hald,Cardinals (A+),23,46.2,7.33,2.12,3.45,0.58,18.20%,5.30%,12.90%,0.31,1.54,0.372,75.60%,3.86,3.37,0.49,sa599171
J.R. Graham,Braves (A+),22,102.2,5.96,1.49,4,0.53,17.10%,4.30%,12.80%,0.232,1.02,0.269,74.00%,2.63,3.38,-0.75,sa579841
Nick Maronde,Angels (A+),22,59.1,9.1,2.12,4.29,0.61,26.30%,6.10%,20.20%,0.187,0.91,0.24,84.70%,1.82,3.38,-1.56,12530
Gerrit Cole,Pirates (A+),21,67,9.27,2.82,3.29,0.67,25.30%,7.70%,17.60%,0.213,1.1,0.274,75.70%,2.55,3.38,-0.83,13125
Chris Curran,Nationals (A+),24,1,0,0,0,0,0.00%,0.00%,0.00%,0.429,3,0.429,33.30%,9,3.39,5.61,sa455157
Tyler Sturdevant,Indians (A+),26,7,3.86,2.57,1.5,0,13.00%,8.70%,4.40%,0.095,0.57,0.111,100.00%,0,3.39,-3.39,sa502327
Greg Williams,Rangers (A+),22,1,0,0,0,0,0.00%,0.00%,0.00%,0.4,2,0.4,50.00%,9,3.39,5.61,sa579266
Drew Storen,Nationals (A+),24,6,12,1.5,8,1.5,33.30%,4.20%,29.20%,0.174,0.83,0.214,55.60%,3,3.39,-0.39,6983
Scott Baker,Twins (A+),30,0.1,0,0,0,0,0.00%,0.00%,0.00%,0.667,6,0.667,0.00%,54.01,3.39,50.61,6176
Austin Ross,Brewers (A+),23,11.2,6.94,3.09,2.25,0,18.40%,8.20%,10.20%,0.186,1.03,0.235,85.70%,1.54,3.39,-1.85,sa553380
Zach Butler,Rays (A+),22,0.1,0,0,0,0,0.00%,0.00%,0.00%,0.5,3,0.5,100.00%,0,3.39,-3.39,sa599040
Ramon Ramirez,Mets (A+),30,2,0,0,0,0,0.00%,0.00%,0.00%,0.455,2.5,0.455,40.00%,13.5,3.39,10.11,7986
Jade Todd,Tigers (A+),22,1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.39,-3.39,sa454950
Zachary Nuding,Yankees (A+),22,85.2,6.93,2.73,2.54,0.32,18.00%,7.10%,10.90%,0.266,1.34,0.323,68.20%,3.89,3.39,0.49,sa503167
Brandon Kaye,Blue Jays (A+),23,8.1,3.24,1.08,3,0,10.00%,3.30%,6.70%,0.143,0.6,0.16,66.70%,2.16,3.39,-1.23,sa503659
Joel Tamares,Marlins (A+),21,1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.39,-3.39,sa506864
Drew Permison,Blue Jays (A+),23,1,0,0,0,0,0.00%,0.00%,0.00%,0.25,1,0.25,100.00%,0,3.39,-3.39,sa549304
Andy Leer,Twins (A+),24,1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.39,-3.39,sa549745
Taylor Davis,Cubs (A+),22,1,0,0,0,0,0.00%,0.00%,0.00%,0.25,1,0.25,100.00%,0,3.39,-3.39,sa578786
Jeff Niemann,Rays (A+),29,6,9,4.5,2,0,20.00%,10.00%,10.00%,0.346,2,0.45,61.50%,6,3.39,2.61,8591
Moises Rivas,Phillies (A+),21,3,9,6,1.5,0,18.80%,12.50%,6.30%,0.286,2,0.364,66.70%,3,3.39,-0.39,sa546524
Blake Cooper,Diamondbacks (A+),24,56,9.48,3.38,2.81,0.32,24.00%,8.50%,15.50%,0.251,1.38,0.333,66.90%,3.38,3.4,-0.03,sa549089
Ricky Bowen,Twins (A+),24,76.1,7.9,3.42,2.31,0.35,20.70%,9.00%,11.80%,0.265,1.39,0.335,75.40%,2.95,3.41,-0.46,sa503444
Victor Larez,Tigers (A+),25,68,7.81,3.84,2.03,0.26,21.40%,10.50%,10.90%,0.196,1.13,0.25,73.50%,1.72,3.41,-1.69,sa455798
Alex Meyer,Nationals (A+),22,39,7.38,2.54,2.91,0.46,20.80%,7.10%,13.60%,0.206,1.03,0.252,79.10%,2.31,3.41,-1.1,sa455438
Tyler Wilson,Orioles (A+),22,111,9.24,1.54,6,0.97,25.80%,4.30%,21.50%,0.228,1.03,0.285,68.80%,3.49,3.41,0.07,sa526290
Brian Flynn,Tigers (A+),22,102,7.41,2.82,2.63,0.44,19.10%,7.30%,11.80%,0.278,1.42,0.341,71.60%,3.71,3.41,0.29,12027
Casey Lawrence,Blue Jays (A+),24,138.2,5.84,1.36,4.29,0.58,15.80%,3.70%,12.10%,0.271,1.23,0.311,70.10%,3.63,3.42,0.22,sa549433
Jesse Biddle,Phillies (A+),20,142.2,9.53,3.41,2.8,0.63,24.90%,8.90%,16.00%,0.236,1.28,0.308,71.30%,3.22,3.43,-0.21,sa548186
Logan Billbrough,Cardinals (A+),22,25.2,9.12,2.45,3.71,0.7,24.10%,6.50%,17.60%,0.232,1.17,0.296,82.20%,2.81,3.43,-0.63,sa525886
Jake Petricka,White Sox (A+),24,82.2,9.15,5.01,1.83,0.22,22.20%,12.20%,10.10%,0.283,1.68,0.375,60.30%,5.33,3.45,1.89,10534
Jordan Conley,Marlins (A+),25,44.2,7.86,2.82,2.79,0.6,22.70%,8.10%,14.50%,0.158,0.87,0.19,89.10%,1.61,3.46,-1.85,sa504810
Nick Mccully,White Sox (A+),23,37.1,11.57,4.34,2.67,0.72,31.20%,11.70%,19.50%,0.187,1.15,0.265,73.50%,2.89,3.47,-0.57,sa501576
Jose Ramirez,Yankees (A+),22,98.2,8.57,2.74,3.13,0.64,22.20%,7.10%,15.10%,0.237,1.24,0.295,71.70%,3.19,3.47,-0.28,10171
Gregory Billo,Royals (A+),21,60,8.4,3,2.8,0.6,22.10%,7.90%,14.20%,0.238,1.25,0.298,64.40%,4.35,3.49,0.86,sa455523
Eric Jokisch,Cubs (A+),22,54.1,8.61,2.65,3.25,0.66,22.80%,7.00%,15.80%,0.263,1.31,0.333,73.10%,3.48,3.49,-0.01,11157
Nick Graffeo,Royals (A+),24,36,8,3.5,2.29,0.5,21.10%,9.20%,11.80%,0.225,1.25,0.279,61.60%,3.75,3.5,0.25,sa550030
Jeffrey Inman,Pirates (A+),24,9.2,3.72,1.86,2,0,11.40%,5.70%,5.70%,0.125,0.62,0.143,85.70%,0,3.5,-3.5,sa328057
William Rankin,Rockies (A+),23,6.2,9.45,5.4,1.75,0,25.00%,14.30%,10.70%,0.25,1.5,0.353,80.00%,2.7,3.51,-0.81,sa598910
Trevor Holder,Nationals (A+),25,76.1,6.37,2.36,2.7,0.47,16.20%,6.00%,10.20%,0.266,1.35,0.311,66.40%,4.01,3.52,0.49,sa455101
Brooks Pounders,Royals (A+),21,83.1,8.1,2.7,3,0.54,20.80%,6.90%,13.90%,0.264,1.34,0.329,69.60%,4.32,3.52,0.8,sa500804
Matt Hauser,Twins (A+),24,72,7.25,3.5,2.07,0.25,19.10%,9.20%,9.90%,0.222,1.22,0.276,73.20%,2.88,3.52,-0.64,sa548391
Brian Garman,Brewers (A+),23,38.1,10.8,2.82,3.83,0.94,28.80%,7.50%,21.30%,0.214,1.12,0.284,84.20%,1.88,3.52,-1.65,sa547018
Chris Petrini,Orioles (A+),25,14.1,8.79,5.65,1.56,0,23.70%,15.30%,8.50%,0.122,1.05,0.171,81.30%,1.88,3.52,-1.64,sa549511
Ryan Fraser,Mets (A+),23,30.1,5.34,2.08,2.57,0.3,14.40%,5.60%,8.80%,0.259,1.22,0.299,85.10%,2.08,3.53,-1.45,sa549217
Jimmy Patterson,Rays (A+),23,73.1,5.89,2.09,2.82,0.49,16.50%,5.80%,10.70%,0.205,1,0.235,70.20%,2.82,3.53,-0.71,sa546805
Jacob Turner,Tigers (A+),21,21.2,7.06,2.91,2.43,0.42,19.80%,8.10%,11.60%,0.218,1.11,0.267,72.00%,1.66,3.53,-1.87,10185
Jordan Cooper,Indians (A+),23,94,7.18,1.53,4.69,0.77,19.30%,4.10%,15.20%,0.274,1.24,0.325,71.00%,3.54,3.53,0.01,sa455417
Andrew Gagnon,Brewers (A+),22,67,6.58,2.42,2.72,0.4,18.10%,6.60%,11.40%,0.226,1.1,0.27,72.20%,2.82,3.54,-0.72,sa455094
Sugar Ray Marimon,Royals (A+),23,68,7.94,2.38,3.33,0.66,21.90%,6.60%,15.30%,0.202,1.01,0.246,86.40%,2.12,3.55,-1.43,sa455795
Isaiah Froneberger,Rockies (A+),23,76,9.24,4.62,2,0.12,23.60%,11.80%,11.80%,0.232,1.39,0.314,76.90%,2.84,3.55,-0.71,sa390234
Tim Kennelly,Phillies (A+),25,6.1,9.95,7.11,1.4,0,22.60%,16.10%,6.50%,0.269,1.89,0.368,50.00%,8.53,3.55,4.97,sa293973
Santiago Garrido,Royals (A+),22,24,7.88,3.38,2.33,0.38,20.20%,8.70%,11.50%,0.29,1.5,0.366,82.00%,3,3.55,-0.55,sa455695
Nik Turley,Yankees (A+),22,112,9.32,3.54,2.64,0.56,24.80%,9.40%,15.40%,0.234,1.26,0.308,79.90%,2.89,3.55,-0.66,sa466024
Jose Almarante,Cardinals (A+),23,18.2,4.34,3.38,1.29,0,12.90%,10.00%,2.90%,0.254,1.23,0.296,60.90%,3.38,3.55,-0.18,sa506632
Keith Couch,Red Sox (A+),22,145.2,6.73,2.1,3.21,0.56,17.90%,5.60%,12.30%,0.268,1.28,0.319,71.10%,3.46,3.56,-0.1,sa549175
Eric Marzec,Brewers (A+),24,36.2,7.61,3.19,2.38,0.49,19.80%,8.30%,11.50%,0.231,1.25,0.282,72.40%,2.45,3.56,-1.1,sa546696
Matt Little,Tigers (A+),24,57,8.84,4.74,1.87,0.32,23.30%,12.50%,10.80%,0.24,1.4,0.32,69.40%,3.95,3.57,0.38,sa526464
Bruce Pugh,Twins (A+),23,27.2,7.81,2.6,3,0.65,19.50%,6.50%,13.00%,0.254,1.34,0.307,65.30%,2.6,3.57,-0.97,sa455424
Jeff Walters,Mets (A+),24,26.1,6.49,2.73,2.38,0.34,16.50%,7.00%,9.60%,0.257,1.33,0.306,67.40%,3.76,3.58,0.18,sa328221
Anthony Fernandez,Mariners (A+),22,88,8.08,1.43,5.64,0.61,21.60%,3.80%,17.80%,0.257,1.17,0.318,65.60%,3.68,3.59,0.1,sa503582
Burch Smith,Padres (A+),22,128.2,9.58,1.89,5.07,0.77,25.70%,5.10%,20.60%,0.254,1.2,0.33,68.00%,3.85,3.59,0.26,12784
Christopher Squires,Marlins (A+),24,45,6.8,2.8,2.43,0.4,18.50%,7.60%,10.90%,0.216,1.11,0.26,71.70%,2.6,3.59,-0.99,sa550064
Egan Smith,Blue Jays (A+),23,98,6.43,3.12,2.06,0.37,16.60%,8.10%,8.60%,0.244,1.31,0.289,70.70%,3.49,3.6,-0.11,sa501516
Chase Reid,Cardinals (A+),24,42,7.93,3.86,2.06,0.43,19.30%,9.40%,9.90%,0.272,1.55,0.336,61.70%,4.71,3.61,1.11,sa526218
Seth Maness,Cardinals (A+),23,46,5.67,0.2,29,0.98,16.40%,0.60%,15.80%,0.256,1,0.282,84.60%,2.15,3.61,-1.46,12235
Guido Knudson,Tigers (A+),22,27.1,8.89,1.98,4.5,0.99,22.70%,5.00%,17.70%,0.268,1.32,0.329,61.00%,4.28,3.61,0.67,sa599005
Jose Valdez,Giants (A+),23,57.1,12.24,4.4,2.79,0.63,31.10%,11.20%,19.90%,0.236,1.4,0.348,84.00%,2.83,3.62,-0.8,sa329099
Nick Rodgers,Royals (A+),24,41.1,9.58,4.79,2,0.44,24.90%,12.40%,12.40%,0.229,1.38,0.308,78.30%,2.4,3.63,-1.23,sa550452
Michael Nesseth,Phillies (A+),24,29.1,4.91,3.68,1.33,0,12.90%,9.70%,3.20%,0.225,1.26,0.263,68.40%,2.76,3.63,-0.87,sa501774
Tim Crabbe,Reds (A+),24,57.2,9.36,2.34,4,0.78,25.80%,6.40%,19.30%,0.211,1.06,0.268,70.40%,3.28,3.64,-0.36,sa501702
Steve Tinoco,Rays (A+),24,4,2.25,2.25,1,0,5.90%,5.90%,0.00%,0.25,1.25,0.267,40.00%,6.75,3.64,3.11,sa546887
Jenrry Mejia,Mets (A+),22,11,6.55,1.64,4,0.82,19.50%,4.90%,14.60%,0.18,0.82,0.2,79.00%,2.45,3.67,-1.21,8476
Jerry Sullivan,Padres (A+),24,81.1,9.07,1.33,6.83,0.89,24.60%,3.60%,21.00%,0.27,1.2,0.342,66.10%,4.2,3.67,0.54,sa501200
Neil Holland,Nationals (A+),23,60.1,6.56,2.09,3.14,0.45,18.60%,5.90%,12.70%,0.206,0.96,0.246,82.50%,1.64,3.67,-2.03,sa548553
Robert Morey,Marlins (A+),23,89,5.76,2.93,1.97,0.4,14.70%,7.50%,7.20%,0.27,1.42,0.312,66.50%,3.84,3.67,0.17,sa392218
Andres Santiago,Dodgers (A+),22,86.1,10.01,2.81,3.56,0.63,27.00%,7.60%,19.40%,0.214,1.11,0.286,65.50%,3.96,3.68,0.29,sa389212
