Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Richard Mirowski,Nationals (A+),25,23.1,10.41,3.09,3.38,0.39,27.60%,8.20%,19.40%,0.247,1.29,0.344,71.00%,2.31,2.92,-0.6,sa598781
Brad Penny,Marlins (A+),36,10.2,3.38,0,4,0,9.50%,0.00%,9.50%,0.244,0.94,0.27,45.50%,5.06,2.92,2.14,535
Daniel Hurtado,Angels (A+),21,3.2,19.64,0,8,2.45,61.50%,0.00%,61.50%,0.154,0.55,0.25,100.00%,2.45,2.93,-0.47,sa505279
Abel De Los Santos,Rangers (A+),21,45.2,10.45,3.35,3.12,0.2,28.00%,9.00%,19.10%,0.174,1.01,0.248,78.60%,1.97,2.93,-0.96,sa550603
Cody Ege,Rangers (A+),23,62.2,10.91,2.44,4.47,0.57,29.00%,6.50%,22.50%,0.257,1.26,0.36,71.10%,3.88,2.93,0.95,sa738148
Trevor Graham,Cubs (A+),22,8.2,8.31,4.15,2,0,25.00%,12.50%,12.50%,0.179,1.04,0.25,100.00%,0,2.93,-2.93,sa737940
Roman Madrid,Padres (A+),23,21,9.43,3.43,2.75,0,26.50%,9.60%,16.90%,0.189,1.05,0.269,73.90%,2.14,2.93,-0.79,sa503560
Keith Hessler,Diamondbacks (A+),25,59.1,11.83,2.73,4.33,0.46,28.40%,6.60%,21.80%,0.314,1.63,0.444,72.60%,4.4,2.93,1.46,sa549780
Gerardo Concepcion,Cubs (A+),22,15.1,8.22,3.52,2.33,0,23.30%,10.00%,13.30%,0.151,0.91,0.205,86.70%,1.17,2.93,-1.76,sa650876
Alex Colome,Rays (A+),25,11,8.18,4.09,2,0,22.70%,11.40%,11.40%,0.18,1.09,0.241,83.30%,1.64,2.94,-1.3,6661
Jacob Newberry,Rockies (A+),23,36,10.5,3.25,3.23,0.25,25.60%,7.90%,17.70%,0.273,1.5,0.374,67.20%,4,2.94,1.06,sa738170
Kylin Turnbull,Nationals (A+),24,49,6.8,1.65,4.11,0.18,16.50%,4.00%,12.50%,0.319,1.57,0.383,65.70%,4.41,2.95,1.46,sa549817
Tony Davis,Blue Jays (A+),26,43.1,11.01,3.32,3.31,0.62,28.80%,8.70%,20.10%,0.244,1.32,0.339,72.00%,3.53,2.95,0.58,sa501675
John Younginer,Red Sox (A+),23,57.1,8.63,3.92,2.2,0,21.70%,9.90%,11.90%,0.269,1.5,0.355,64.40%,4.08,2.96,1.12,sa501522
CC Sabathia,Yankees (A+),33,2.1,7.71,3.86,2,0,16.70%,8.30%,8.30%,0.273,1.71,0.333,50.00%,7.71,2.96,4.75,404
Jonathan Aro,Red Sox (A+),23,20,10.8,3.15,3.43,0.45,30.80%,9.00%,21.80%,0.171,0.95,0.244,75.30%,1.8,2.97,-1.17,sa600262
Timothy Peterson,Mets (A+),23,23.2,9.89,4.56,2.17,0,23.20%,10.70%,12.50%,0.296,1.73,0.403,58.10%,5.7,2.97,2.74,sa658510
Ben Lively,Reds (A+),22,79,10.82,1.82,5.94,0.68,31.50%,5.30%,26.20%,0.2,0.92,0.277,82.30%,2.28,2.97,-0.69,sa549720
James Dykstra,White Sox (A+),23,53.1,7.76,1.01,7.67,0.51,19.30%,2.50%,16.80%,0.317,1.48,0.387,62.50%,4.89,2.97,1.92,sa503397
Jacob Barnes,Brewers (A+),24,7.1,9.82,0,8,1.23,33.30%,0.00%,33.30%,0.125,0.41,0.133,100.00%,1.23,2.98,-1.75,sa579271
Kyle Bartsch,Royals (A+),23,55,8.51,1.96,4.33,0.49,23.60%,5.50%,18.20%,0.216,1.04,0.275,77.70%,2.29,2.99,-0.7,sa737840
Alan Scott,Marlins (A+),23,5,7.2,3.6,2,0,22.20%,11.10%,11.10%,0.125,0.8,0.167,100.00%,0,2.99,-2.99,sa830471
Tyler Rogers,Giants (A+),23,72,9,2.75,3.27,0.13,24.80%,7.60%,17.20%,0.231,1.15,0.314,81.80%,2,3.01,-1.01,sa739036
Brandon Erbe,Rockies (A+),26,15,11.4,5.4,2.11,0,29.20%,13.90%,15.40%,0.232,1.47,0.351,86.40%,0.6,3.01,-2.41,sa294339
Austin House,Athletics (A+),23,54.2,13.01,3.13,4.16,0.66,34.50%,8.30%,26.20%,0.227,1.21,0.347,74.10%,3.46,3.01,0.45,sa502193
Josh Davis,Cubs (A+),23,2.2,6.75,3.38,2,0,14.30%,7.10%,7.10%,0.462,2.63,0.546,71.40%,6.75,3.02,3.73,sa741181
Manny Rodriguez,Nationals (A+),25,2,9,4.5,2,0,28.60%,14.30%,14.30%,0,0.5,0,100.00%,0,3.02,-3.02,sa598049
Jacob Turner,Marlins (A+),23,11,8.18,0.82,10,0.82,25.00%,2.50%,22.50%,0.18,0.73,0.214,75.80%,2.45,3.03,-0.57,10185
Jason Wheeler,Twins (A+),23,79,6.49,2.16,3,0.23,17.40%,5.80%,11.60%,0.25,1.22,0.301,70.10%,2.51,3.04,-0.53,sa579049
Jonathan Wandling,Blue Jays (A+),22,5.2,6.35,3.18,2,0,13.30%,6.70%,6.70%,0.357,2.12,0.417,66.70%,0,3.04,-3.04,sa830461
Jed Bradley,Brewers (A+),24,60.1,7.91,1.49,5.3,0.6,22.40%,4.20%,18.10%,0.239,1.06,0.296,74.10%,2.98,3.04,-0.06,sa578205
Danny Reynolds,Angels (A+),23,20,8.55,3.15,2.71,0,24.40%,9.00%,15.40%,0.157,0.9,0.216,68.40%,1.8,3.04,-1.24,sa501564
Michael Recchia,White Sox (A+),25,40.1,10.49,2.23,4.7,0.67,29.80%,6.30%,23.40%,0.185,0.92,0.25,69.00%,2.9,3.05,-0.15,sa550224
Brandon Finnegan,Royals (A+),21,15,7.8,1.2,6.5,0.6,26.50%,4.10%,22.50%,0.106,0.47,0.121,100.00%,0.6,3.05,-2.45,16208
Blake Mcfarland,Blue Jays (A+),26,27,12,2.67,4.5,1,33.60%,7.50%,26.20%,0.212,1.07,0.3,68.60%,4,3.06,0.94,sa598555
Jordan Shipers,Mariners (A+),23,31.2,9.95,2.84,3.5,0.28,24.30%,6.90%,17.40%,0.296,1.55,0.396,82.70%,2.84,3.08,-0.24,sa549254
Jaron Long,Yankees (A+),22,26,9,1.04,8.67,0.69,25.70%,3.00%,22.80%,0.19,0.81,0.239,75.50%,2.77,3.08,-0.31,sa706969
Kyle Hansen,White Sox (A+),23,51.1,9.12,3.51,2.6,0.18,23.20%,8.90%,14.30%,0.239,1.32,0.318,70.40%,3.33,3.09,0.24,sa503395
Adam Lopez,White Sox (A+),24,7,11.57,6.43,1.8,0,31.00%,17.20%,13.80%,0.167,1.29,0.267,55.60%,5.14,3.09,2.05,sa658598
Daniel Coulombe,Dodgers (A+),24,44.1,12.38,3.45,3.59,0.61,33.70%,9.40%,24.30%,0.203,1.13,0.303,74.80%,3.05,3.09,-0.04,13293
Todd Van Steensel,Twins (A+),23,23.2,9.89,5.7,1.73,0,26.30%,15.20%,11.10%,0.179,1.27,0.259,86.70%,1.52,3.1,-1.57,sa505234
Sean Manaea,Royals (A+),22,121.2,10.8,3.99,2.7,0.37,28.40%,10.50%,17.90%,0.224,1.28,0.319,69.50%,3.11,3.11,0,sa709610
Jake Thompson,Tigers (A+),20,83,8.57,2.71,3.16,0.33,23.10%,7.30%,15.80%,0.242,1.2,0.316,73.90%,3.14,3.11,0.03,sa657978
Zebulon Sneed,Royals (A+),23,63,6.86,2,3.43,0.29,18.70%,5.50%,13.20%,0.231,1.11,0.281,63.10%,2.71,3.12,-0.41,sa658165
John Simms,Nationals (A+),22,53.2,8.22,2.68,3.06,0.34,22.40%,7.30%,15.10%,0.248,1.23,0.318,62.30%,4.36,3.13,1.23,sa550088
James Nygren,Marlins (A+),25,4,4.5,2.25,2,0,15.40%,7.70%,7.70%,0,0.25,0,100.00%,0,3.14,-3.14,sa599514
Derek Callahan,Yankees (A+),21,4,4.5,2.25,2,0,10.50%,5.30%,5.30%,0.278,1.5,0.313,50.00%,2.25,3.14,-0.89,sa829221
Tyler Brunnemann,Astros (A+),22,13.1,12.15,3.38,3.6,0.68,35.30%,9.80%,25.50%,0.152,0.9,0.222,84.90%,2.03,3.14,-1.12,sa738966
Nate Hyatt,Braves (A+),23,63,10.43,3.86,2.7,0.43,26.60%,9.90%,16.80%,0.244,1.38,0.335,74.00%,2.71,3.15,-0.44,sa658244
Dietrich Enns,Yankees (A+),23,25.1,9.24,3.55,2.6,0.36,26.30%,10.10%,16.20%,0.182,1.03,0.246,89.80%,1.42,3.15,-1.73,sa579749
Corey Baker,Cardinals (A+),24,77.1,6.63,1.63,4.07,0.35,18.50%,4.60%,14.00%,0.211,0.97,0.253,77.80%,2.33,3.16,-0.83,sa598476
Austin Wood,Angels (A+),23,10.1,7.84,2.61,3,0,21.40%,7.10%,14.30%,0.158,0.87,0.207,70.00%,1.74,3.16,-1.42,sa548294
Jonathan Dziedzic,Royals (A+),23,125,8.14,2.66,3.05,0.36,22.00%,7.20%,14.80%,0.257,1.27,0.328,78.60%,2.52,3.17,-0.65,sa659070
Nick Petree,Cardinals (A+),23,103.1,6.97,1.92,3.64,0.44,19.10%,5.30%,13.80%,0.248,1.16,0.3,78.30%,2.44,3.17,-0.73,sa737915
Angel Cuan,Mets (A+),25,9,4,1,4,0,10.50%,2.60%,7.90%,0.278,1.22,0.313,41.70%,6,3.17,2.83,sa502992
Trevor Williams,Marlins (A+),22,129,6.28,2.02,3.1,0.35,16.80%,5.40%,11.40%,0.272,1.29,0.322,73.80%,2.79,3.17,-0.38,sa708217
Orlando Castro,Pirates (A+),22,93.2,6.53,1.06,6.18,0.48,18.70%,3.00%,15.70%,0.228,0.96,0.271,70.80%,3.17,3.18,-0.01,sa546531
Blake Snell,Rays (A+),21,75.1,9.2,4.42,2.08,0.12,23.30%,11.20%,12.10%,0.24,1.41,0.324,64.80%,3.94,3.19,0.75,sa597786
Zach Godley,Cubs (A+),24,40.1,11.6,3.79,3.06,0.67,28.90%,9.40%,19.40%,0.248,1.41,0.349,69.30%,3.57,3.19,0.38,sa503798
Jordan Lyles,Rockies (A+),23,3.2,9.82,4.91,2,0,25.00%,12.50%,12.50%,0.214,1.36,0.3,100.00%,0,3.2,-3.2,7593
Ryan Longstreth,Tigers (A+),24,31.2,4.26,1.99,2.14,0,11.80%,5.50%,6.30%,0.235,1.11,0.269,72.20%,2.27,3.2,-0.93,sa658975
Gilberto Mendez,Nationals (A+),21,51.2,8.54,1.57,5.44,0.7,24.50%,4.50%,20.00%,0.195,0.89,0.241,70.10%,3.14,3.21,-0.07,sa597318
Dan Barnes,Blue Jays (A+),24,38.2,11.41,2.79,4.08,0.93,29.90%,7.30%,22.60%,0.238,1.24,0.327,66.80%,4.19,3.21,0.98,sa549713
Jordan Harrison,Rays (A+),23,44.1,8.32,3.05,2.73,0.41,22.40%,8.20%,14.20%,0.21,1.13,0.266,66.40%,3.45,3.21,0.24,sa502697
Taylor Garrison,Yankees (A+),24,28,10.29,2.57,4,0.64,28.30%,7.10%,21.20%,0.226,1.11,0.309,86.50%,2.25,3.21,-0.96,sa599354
Caleb Smith,Yankees (A+),22,39.1,8.24,2.52,3.27,0.46,21.40%,6.60%,14.90%,0.252,1.27,0.316,61.00%,4.81,3.21,1.59,sa738884
Brennan Smith,Tigers (A+),24,52,8.83,4.85,1.82,0,23.30%,12.80%,10.50%,0.213,1.31,0.292,69.00%,3.12,3.22,-0.1,sa549585
Mike Mayers,Cardinals (A+),22,72.2,7.56,1.61,4.69,0.62,19.90%,4.30%,15.70%,0.289,1.33,0.351,69.60%,3.72,3.23,0.49,sa706982
Mark Peterson,Royals (A+),23,41.1,6.97,2.61,2.67,0.22,19.60%,7.40%,12.30%,0.207,1.04,0.256,84.50%,1.31,3.23,-1.92,sa659558
Alexander Wilson,Braves (A+),23,62.1,8.23,2.6,3.17,0.43,22.90%,7.20%,15.70%,0.213,1.07,0.271,84.60%,2.02,3.23,-1.21,sa658270
Edward Santos,Angels (A+),24,48.2,13.32,2.96,4.5,0.92,32.30%,7.20%,25.10%,0.273,1.48,0.398,61.20%,5.36,3.23,2.13,sa505276
Tyler Jones,Twins (A+),24,50.2,9.41,4.09,2.3,0.36,23.60%,10.20%,13.30%,0.244,1.42,0.322,65.50%,3.73,3.23,0.5,sa549495
Aiden Lucas,Cardinals (A+),26,32.1,5.29,2.78,1.9,0,14.20%,7.50%,6.70%,0.26,1.3,0.308,65.10%,3.9,3.24,0.66,sa549775
Eric Wooten,Yankees (A+),24,52.2,5.98,1.71,3.5,0.34,15.70%,4.50%,11.20%,0.289,1.35,0.339,65.50%,3.25,3.24,0.01,sa599232
Benino Pruneda,Braves (A+),25,43.1,10.38,4.57,2.27,0.21,25.00%,11.00%,14.00%,0.274,1.62,0.379,61.50%,5.82,3.24,2.57,sa401631
Seth Streich,Athletics (A+),23,114,9.16,1.74,5.27,0.55,25.00%,4.70%,20.30%,0.252,1.16,0.329,69.40%,3.16,3.24,-0.09,sa658017
Christopher Perry,Cardinals (A+),23,14,11.57,3.86,3,0.64,32.10%,10.70%,21.40%,0.122,0.86,0.167,86.20%,1.93,3.25,-1.32,sa658337
Ajay Meyer,Blue Jays (A+),26,7.1,6.14,2.45,2.5,0,16.70%,6.70%,10.00%,0.222,1.09,0.273,77.80%,2.45,3.25,-0.8,sa600021
Anthony Bucciferro,White Sox (A+),24,129.1,6.54,1.11,5.88,0.56,17.40%,3.00%,14.40%,0.265,1.2,0.31,60.80%,3.9,3.26,0.63,sa621362
Jimmy Reed,Cardinals (A+),23,55.1,5.69,1.14,5,0.49,15.30%,3.10%,12.20%,0.285,1.27,0.328,73.40%,3.58,3.26,0.31,sa658611
Christopher O'Grady,Angels (A+),24,83.2,8.71,1.83,4.76,0.54,23.40%,4.90%,18.50%,0.257,1.21,0.328,65.60%,3.33,3.27,0.07,sa658155
Jairo Diaz,Angels (A+),23,32,10.41,2.81,3.7,0.56,26.40%,7.10%,19.30%,0.24,1.28,0.322,61.20%,4.78,3.27,1.51,12774
Brian Ellington,Marlins (A+),23,47.1,10.65,4.56,2.33,0.38,25.80%,11.10%,14.80%,0.268,1.58,0.371,66.50%,4.75,3.29,1.47,sa658281
Matt Murray,Royals (A+),24,18,9.5,3.5,2.71,0.5,27.90%,10.30%,17.70%,0.148,0.89,0.195,75.30%,2.5,3.3,-0.8,sa578194
Alex Smith,Yankees (A+),24,65.2,8.22,2.88,2.86,0.41,21.70%,7.60%,14.10%,0.223,1.17,0.282,75.50%,2.74,3.3,-0.56,sa659361
Efrain Nieves,Blue Jays (A+),24,86.1,5.94,2.19,2.71,0.21,16.10%,5.90%,10.10%,0.244,1.17,0.29,78.70%,2.29,3.31,-1.02,sa389754
Elvis Araujo,Indians (A+),22,29,9,4.03,2.23,0.31,23.00%,10.30%,12.70%,0.204,1.24,0.265,57.80%,4.03,3.31,0.72,sa598786
Jhondaniel Medina,Pirates (A+),21,50,8.46,5.22,1.62,0,22.90%,14.20%,8.80%,0.171,1.18,0.234,86.70%,0.72,3.31,-2.59,sa550551
Yender Caramo,Royals (A+),22,82.2,4.57,1.31,3.5,0.11,12.00%,3.40%,8.60%,0.282,1.28,0.321,63.30%,3.59,3.31,0.28,sa597233
Sean Donatello,Marlins (A+),23,15.2,7.47,2.3,3.25,0.57,19.10%,5.90%,13.20%,0.297,1.47,0.36,74.10%,4.02,3.33,0.69,sa599283
Josh Martin,Indians (A+),24,64.2,9.05,2.92,3.1,0.56,24.80%,8.00%,16.80%,0.196,1.05,0.252,72.60%,2.92,3.33,-0.41,sa599246
Tim Shibuya,Twins (A+),24,89,5.97,1.11,5.36,0.51,15.90%,3.00%,12.90%,0.267,1.19,0.308,69.20%,3.64,3.33,0.31,sa580380
Danny Miranda,- - -,23,49,6.43,1.65,3.89,0.37,16.40%,4.20%,12.20%,0.284,1.35,0.335,66.50%,4.41,3.34,1.07,sa598114
Leonel Santiago,Rays (A+),24,74.2,5.91,2.89,2.04,0.12,14.60%,7.20%,7.50%,0.283,1.49,0.333,50.60%,6.03,3.34,2.69,sa503641
David Hurlbut,Twins (A+),24,57,4.89,1.74,2.82,0.32,13.50%,4.80%,8.70%,0.243,1.12,0.276,73.50%,2.05,3.34,-1.29,sa503067
Joey Cuda,Cardinals (A+),24,101,6.68,2.41,2.78,0.36,16.60%,6.00%,10.60%,0.309,1.55,0.368,59.90%,5.7,3.34,2.36,sa621628
Casey Mccarthy,Marlins (A+),24,40.2,6.64,3.1,2.14,0.22,18.10%,8.40%,9.60%,0.238,1.23,0.292,70.60%,3.32,3.34,-0.02,sa658656
Jesse Beal,Orioles (A+),23,41.1,7.84,2.83,2.77,0.44,19.90%,7.20%,12.70%,0.274,1.43,0.339,74.70%,3.48,3.35,0.14,sa455269
David Peterson,Braves (A+),24,30,8.7,2.1,4.14,0.6,21.50%,5.20%,16.30%,0.31,1.53,0.39,73.00%,4.5,3.35,1.15,sa603091
Julio Urias,Dodgers (A+),17,87.2,11.19,3.8,2.95,0.41,30.60%,10.40%,20.20%,0.192,1.11,0.281,80.30%,2.36,3.36,-0.99,sa736324
Matt Brazis,Mariners (A+),24,39.1,11.44,1.83,6.25,0.92,31.10%,5.00%,26.10%,0.227,1.07,0.313,76.10%,2.97,3.36,-0.39,sa577669
Nate Smith,Angels (A+),22,55.2,8.25,2.26,3.64,0.49,23.20%,6.40%,16.80%,0.199,0.99,0.25,65.00%,3.07,3.37,-0.29,sa737900
Chris Smith,Yankees (A+),25,43.1,7.89,2.49,3.17,0.62,22.10%,7.00%,15.10%,0.225,1.11,0.277,73.10%,2.7,3.37,-0.67,sa826587
Jake Esch,Marlins (A+),24,135.2,6.97,2.26,3.09,0.46,18.10%,5.90%,12.20%,0.272,1.33,0.326,64.10%,4.05,3.38,0.67,sa546977
Beck Wheeler,Mets (A+),25,41.1,13.72,5.23,2.63,0.65,33.90%,12.90%,21.00%,0.223,1.43,0.352,61.90%,5.88,3.39,2.49,sa578922
Nathan Orf,Brewers (A+),24,0.1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.39,-3.39,sa579765
Brett Lee,Twins (A+),23,106.1,4.57,2.79,1.64,0,11.80%,7.20%,4.60%,0.264,1.35,0.303,71.40%,2.45,3.39,-0.94,sa503344
Jose Pena,Yankees (A+),23,5,5.4,3.6,1.5,0,17.70%,11.80%,5.90%,0,0.4,0,100.00%,0,3.39,-3.39,sa510341
Danny Oh,Yankees (A+),24,1,0,0,0,0,0.00%,0.00%,0.00%,0.25,1,0.25,100.00%,0,3.39,-3.39,sa546797
Jesse Biddle,Phillies (A+),22,10,8.1,5.4,1.5,0,24.30%,16.20%,8.10%,0.097,0.9,0.136,88.90%,0.9,3.39,-2.49,sa548186
Kyle Barraclough,Cardinals (A+),24,18.2,8.68,5.3,1.64,0,19.80%,12.10%,7.70%,0.354,2.09,0.459,67.50%,5.3,3.39,1.91,sa599542
Chad Carman,Phillies (A+),25,1,0,0,0,0,0.00%,0.00%,0.00%,0.333,2,0.333,100.00%,0,3.39,-3.39,sa658594
Brett Mckinney,Pirates (A+),23,1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.39,-3.39,sa738242
Cody Davis,Nationals (A+),23,16.2,7.02,4.32,1.63,0,18.30%,11.30%,7.00%,0.222,1.32,0.28,77.30%,2.7,3.4,-0.7,sa605405
Sam Runion,Nationals (A+),25,9,10,2,5,1,27.00%,5.40%,21.60%,0.229,1.11,0.292,93.00%,2,3.41,-1.41,sa390308
Joshua Smith,Pirates (A+),24,56,8.2,4.02,2.04,0.16,22.10%,10.80%,11.30%,0.189,1.13,0.248,82.60%,1.93,3.41,-1.48,sa599285
Austin Ross,Brewers (A+),25,91,8.11,2.37,3.42,0.69,22.20%,6.50%,15.70%,0.244,1.19,0.301,69.60%,3.76,3.41,0.35,sa553380
Blake Wood,Royals (A+),28,9.2,9.31,1.86,5,0.93,29.40%,5.90%,23.50%,0.125,0.62,0.143,100.00%,0.93,3.41,-2.48,1345
Grady Wood,Mariners (A+),24,82,9,2.41,3.73,0.55,23.70%,6.40%,17.30%,0.248,1.24,0.319,67.00%,3.29,3.41,-0.12,sa658143
Brad Mincey,Marlins (A+),25,38,6.16,1.18,5.2,0.47,14.40%,2.80%,11.70%,0.368,1.79,0.427,54.90%,6.87,3.42,3.45,sa599073
Justin Haley,Red Sox (A+),23,92.2,7.19,2.23,3.22,0.39,19.90%,6.20%,13.70%,0.225,1.08,0.276,71.70%,2.82,3.42,-0.6,sa550274
Mike Strong,Brewers (A+),25,75.2,9.28,2.74,3.39,0.71,26.20%,7.70%,18.50%,0.207,1.04,0.267,81.80%,2.5,3.43,-0.93,sa502184
Enrique Burgos,Diamondbacks (A+),23,54.2,13.66,4.28,3.19,0.82,36.60%,11.50%,25.10%,0.186,1.15,0.288,82.80%,2.47,3.43,-0.96,sa503551
Joey Krehbiel,- - -,21,29.1,10.43,3.07,3.4,0.61,29.80%,8.80%,21.10%,0.146,0.85,0.194,81.90%,1.53,3.44,-1.9,sa598762
Omar Duran,Athletics (A+),24,46,11.93,4.3,2.77,0.59,31.80%,11.50%,20.30%,0.219,1.28,0.324,84.20%,2.35,3.44,-1.09,sa503579
Brooks Pinckard,Reds (A+),25,13.2,5.27,1.98,2.67,0,15.40%,5.80%,9.60%,0.167,0.8,0.2,83.30%,0.66,3.45,-2.79,sa546814
Gabriel Ynoa,Mets (A+),21,82,7.02,1.43,4.92,0.77,18.20%,3.70%,14.50%,0.281,1.32,0.33,69.60%,3.95,3.45,0.5,sa549128
Brandon Alger,Padres (A+),22,63.1,10.37,2.7,3.84,0.71,28.20%,7.30%,20.90%,0.189,1.01,0.25,74.60%,2.7,3.46,-0.76,sa658767
Starling Peralta,Cubs (A+),23,81.1,9.52,2.77,3.44,0.77,25.80%,7.50%,18.30%,0.21,1.09,0.269,62.50%,3.43,3.46,-0.03,sa508753
Ryan Merritt,Indians (A+),22,160.1,7.13,1.4,5.08,0.67,20.10%,4.00%,16.20%,0.213,0.95,0.251,72.20%,2.58,3.47,-0.89,sa598282
Kyle Hald,Cardinals (A+),25,12.2,6.39,1.42,4.5,0.71,17.70%,3.90%,13.70%,0.225,1.03,0.256,77.60%,2.13,3.47,-1.34,sa599171
Thomas Lee,Cardinals (A+),24,94.1,4.96,0.57,8.67,0.67,13.20%,1.50%,11.70%,0.29,1.25,0.321,70.50%,3.34,3.48,-0.14,sa659442
Jacob Kuebler,Mets (A+),24,58.1,8.64,3.86,2.24,0.46,21.30%,9.50%,11.80%,0.279,1.56,0.354,66.10%,3.86,3.48,0.38,sa455078
Kevin Brandt,Rays (A+),24,54,7.5,3.33,2.25,0.33,20.50%,9.10%,11.40%,0.198,1.09,0.247,87.80%,1.17,3.48,-2.32,sa526250
Huascar Brazoban,Rockies (A+),24,4,11.25,6.75,1.67,0,27.80%,16.70%,11.10%,0.267,1.75,0.4,71.40%,4.5,3.49,1.01,sa657849
Colton Reavis,Rays (A+),24,17.2,6.62,2.55,2.6,0.51,19.40%,7.50%,11.90%,0.161,0.85,0.188,80.90%,1.02,3.5,-2.49,sa738451
Kyle Haynes,Yankees (A+),23,69.2,7.11,4.26,1.67,0.13,17.60%,10.60%,7.10%,0.256,1.49,0.317,66.00%,3.49,3.51,-0.02,sa658506
Michael Jensen,Cubs (A+),23,60,9.3,4.5,2.07,0.3,22.60%,11.00%,11.70%,0.247,1.48,0.326,74.60%,2.85,3.51,-0.66,sa599280
Samuel Starr,Orioles (A+),26,0.1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.52,-3.52,sa549944
Bryan Harper,Nationals (A+),24,44,8.18,3.48,2.35,0.41,21.60%,9.20%,12.40%,0.198,1.14,0.248,68.50%,2.66,3.52,-0.86,sa549768
Steven Sides,Indians (A+),25,54,8.33,4.5,1.85,0.17,21.80%,11.80%,10.00%,0.215,1.3,0.282,77.90%,2.67,3.52,-0.85,sa598757
Cole Sulser,Indians (A+),24,125,8.64,2.52,3.43,0.65,22.10%,6.50%,15.70%,0.27,1.36,0.339,51.40%,5.62,3.52,2.1,sa738350
Tyler Barnette,White Sox (A+),22,3,9,6,1.5,0,16.70%,11.10%,5.60%,0.438,3,0.539,22.20%,15,3.52,11.48,sa548463
Luis Cessa,Mets (A+),22,114.2,6.51,2.12,3.07,0.55,17.60%,5.70%,11.90%,0.249,1.19,0.293,66.10%,4,3.52,0.48,sa506912
Ramon Benjamin,Yankees (A+),27,36,8.5,4.75,1.79,0.25,21.70%,12.10%,9.60%,0.27,1.56,0.353,68.40%,3.75,3.53,0.22,sa393218
Miguel Sulbaran,Yankees (A+),20,115,6.65,2.35,2.83,0.47,17.60%,6.20%,11.40%,0.237,1.18,0.281,66.60%,3.52,3.53,-0.01,sa596983
Bryce Bandilla,Giants (A+),24,34.1,12.32,4.19,2.94,0.79,33.10%,11.30%,21.80%,0.214,1.25,0.316,79.90%,3.15,3.54,-0.39,sa455525
Stephen Peterson,Brewers (A+),26,60.1,6.71,2.98,2.25,0.45,18.00%,8.00%,10.00%,0.23,1.21,0.275,74.10%,2.98,3.54,-0.56,sa599402
Chris Lamb,Athletics (A+),24,103.2,8.68,3.13,2.78,0.43,23.00%,8.30%,14.80%,0.232,1.23,0.299,73.20%,3.21,3.54,-0.33,sa598183
Ryan Wertenberger,Marlins (A+),24,6.2,5.4,2.7,2,0,13.80%,6.90%,6.90%,0.346,1.65,0.409,50.00%,8.1,3.54,4.56,sa739658
Chris Perez,Dodgers (A+),28,5,3.6,1.8,2,0,10.00%,5.00%,5.00%,0.316,1.4,0.353,28.60%,9,3.54,5.46,5213
Mark Leiter,Phillies (A+),23,64.2,7.79,2.09,3.73,0.7,20.40%,5.50%,14.90%,0.27,1.3,0.328,66.70%,4.31,3.55,0.77,sa738283
Tyson Perez,Astros (A+),24,15.1,8.8,5.28,1.67,0,20.00%,12.00%,8.00%,0.333,2.02,0.431,61.30%,5.87,3.55,2.32,sa598434
Steven Gruver,Twins (A+),25,87,6,3.62,1.66,0.1,15.60%,9.40%,6.20%,0.247,1.34,0.297,74.40%,2.79,3.55,-0.76,sa577889
Daniel Child,Phillies (A+),21,36.1,5.94,4.21,1.41,0,13.80%,9.80%,4.00%,0.346,1.95,0.409,62.50%,5.7,3.56,2.14,sa550331
Jasvir Rakkar,Cubs (A+),23,6,1.5,0,1,0,3.90%,0.00%,3.90%,0.32,1.33,0.333,66.70%,4.5,3.56,0.94,sa658674
Jimmie Sherfy,Diamondbacks (A+),22,11,18.82,4.09,4.6,1.64,52.30%,11.40%,40.90%,0.158,1,0.308,76.10%,3.27,3.56,-0.29,sa737897
Jose Molina,Rays (A+),23,64.1,6.3,4.62,1.36,0,15.40%,11.30%,4.10%,0.255,1.54,0.308,70.00%,3.78,3.58,0.2,sa504083
Jared Mortensen,Rays (A+),26,30.2,8.8,2.64,3.33,0.88,24.40%,7.30%,17.10%,0.219,1.11,0.272,73.80%,2.93,3.59,-0.65,sa753432
Terance Marin,White Sox (A+),24,70.1,7.68,2.05,3.75,0.64,19.60%,5.20%,14.40%,0.269,1.32,0.326,58.90%,4.22,3.59,0.63,sa556821
Kevin Eichhorn,Tigers (A+),24,93.2,6.05,2.5,2.42,0.38,16.80%,6.90%,9.80%,0.241,1.16,0.284,81.20%,2.4,3.59,-1.19,sa454505
Mason Mcvay,Giants (A+),23,72,10.38,3.25,3.19,0.75,27.80%,8.70%,19.10%,0.227,1.22,0.304,54.00%,4.38,3.6,0.77,sa621503
Felipe Gonzalez,Pirates (A+),22,9.1,7.71,5.79,1.33,0,19.50%,14.60%,4.90%,0.229,1.5,0.296,85.70%,1.93,3.61,-1.68,sa512503
