Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Kyle Zimmer,Royals (AA),21,18.2,13.02,2.41,5.4,0.96,36.00%,6.70%,29.30%,0.162,0.86,0.231,92.10%,1.93,2.68,-0.75,sa621583
Nick Martinez,Rangers (AA),22,32,6.47,1.97,3.29,0.28,20.50%,6.30%,14.30%,0.105,0.56,0.124,72.30%,1.13,2.68,-1.56,12730
Brian Schlitter,Cubs (AA),27,21.2,5.4,2.49,2.17,0,13.30%,6.10%,7.10%,0.264,1.38,0.308,74.20%,0.83,2.68,-1.85,3599
Arquimedes Caminero,Marlins (AA),26,52.1,11.69,3.61,3.24,0.69,32.20%,10.00%,22.30%,0.182,1.05,0.261,66.80%,3.61,2.68,0.93,8992
Bryce Stowell,Indians (AA),26,45.1,12.31,4.17,2.95,0.4,33.00%,11.20%,21.80%,0.2,1.19,0.307,71.40%,2.58,2.69,-0.1,sa455267
A.J. Cole,Nationals (AA),21,45.1,9.73,1.99,4.9,0.6,28.00%,5.70%,22.30%,0.188,0.9,0.248,76.10%,2.18,2.69,-0.5,sa548284
Jeffry Antigua,Cubs (AA),23,13.1,8.1,4.73,1.71,0,21.40%,12.50%,8.90%,0.143,1.05,0.189,78.60%,2.03,2.69,-0.66,sa456113
Nick Hill,Mariners (AA),28,49.2,8.34,4.35,1.92,0,21.40%,11.20%,10.20%,0.234,1.37,0.31,83.10%,2.17,2.69,-0.52,sa390200
Matt Andriese,Padres (AA),23,76,7.46,2.01,3.71,0.36,20.10%,5.40%,14.70%,0.242,1.16,0.298,74.90%,2.37,2.7,-0.33,sa577754
Darin Gorski,Mets (AA),25,78.2,7.67,2.52,3.05,0.11,22.40%,7.40%,15.10%,0.167,0.86,0.217,77.30%,1.83,2.7,-0.87,sa501520
Stephen Kohlscheen,Mariners (AA),24,66.2,11.48,3.38,3.4,0.81,32.20%,9.50%,22.70%,0.198,1.08,0.279,85.10%,2.3,2.7,-0.41,sa502700
Jim Fuller,Mets (AA),26,18,13.5,4.5,3,0.5,32.90%,11.00%,22.00%,0.25,1.5,0.386,45.10%,7.5,2.71,4.79,sa455447
Juan Oramas,Padres (AA),23,55.2,10.35,2.59,4,0.65,28.00%,7.00%,21.00%,0.248,1.22,0.338,74.90%,3.07,2.72,0.36,sa508100
Jonathon Niese,Mets (AA),26,5,10.8,5.4,2,0,30.00%,15.00%,15.00%,0.235,1.4,0.364,71.40%,3.6,2.72,0.88,4424
Lee Stoppelman,Cardinals (AA),23,40,11.25,3.15,3.57,0.68,33.10%,9.30%,23.80%,0.148,0.85,0.207,94.30%,1.35,2.73,-1.38,sa658588
Alan Williams,Brewers (AA),23,30,9.6,3.3,2.91,0.6,26.70%,9.20%,17.50%,0.239,1.23,0.32,70.20%,3,2.75,0.25,sa503827
Kyle Hunter,Mariners (AA),24,57.2,6.71,2.5,2.69,0.31,18.50%,6.90%,11.60%,0.218,1.09,0.263,86.60%,1.4,2.76,-1.35,sa550211
Ben Rowen,Rangers (AA),24,33.2,7.49,2.94,2.55,0.27,22.10%,8.70%,13.40%,0.198,1.01,0.253,95.10%,0.53,2.76,-2.22,10983
Jeremy Mcbryde,Padres (AA),26,61.1,10.71,2.2,4.87,0.88,30.40%,6.30%,24.20%,0.184,0.91,0.243,80.70%,2.35,2.78,-0.43,sa328275
Eric Marzec,Brewers (AA),25,54.1,8.45,3.31,2.55,0.33,21.90%,8.60%,13.30%,0.233,1.27,0.299,79.50%,1.99,2.78,-0.8,sa546696
Chad Beck,Blue Jays (AA),28,16.2,14.04,4.86,2.89,0.54,34.20%,11.80%,22.40%,0.227,1.44,0.359,72.00%,2.7,2.78,-0.08,9258
Zeke Spruill,Diamondbacks (AA),23,31.2,5.68,3.41,1.67,0,16.40%,9.80%,6.60%,0.218,1.14,0.267,80.60%,1.42,2.79,-1.37,3873
Cole Mccurry,Braves (AA),27,8,7.88,0,7,1.13,22.60%,0.00%,22.60%,0.226,0.88,0.261,71.40%,3.38,2.79,0.59,sa396259
Matt Wisler,Padres (AA),20,105,8.83,2.31,3.81,0.6,24.70%,6.50%,18.20%,0.219,1.07,0.281,74.90%,3,2.79,0.21,sa601046
Kyle Mcclellan,Rangers (AA),29,27,9,2,4.5,0.67,24.10%,5.40%,18.80%,0.276,1.3,0.355,75.30%,3.33,2.8,0.54,4845
Jose Almarante,Cardinals (AA),24,39.1,7.09,2.52,2.82,0.23,19.60%,7.00%,12.70%,0.2,1.02,0.248,56.70%,2.75,2.8,-0.06,sa506632
Nathan Long,Athletics (AA),27,63,8.14,2.86,2.85,0.29,20.70%,7.30%,13.40%,0.266,1.38,0.337,62.40%,3.86,2.8,1.05,sa502312
Ryne Harper,Braves (AA),24,55.1,8.78,2.93,3,0.49,23.20%,7.70%,15.50%,0.222,1.17,0.284,79.90%,1.79,2.8,-1.02,sa599485
Brett Hunter,Athletics (AA),26,32,11.81,5.34,2.21,0.28,32.10%,14.50%,17.60%,0.146,1.09,0.224,70.20%,3.38,2.81,0.57,sa454784
Tyler Herron,Nationals (AA),26,46.1,11.27,4.08,2.76,0.39,28.30%,10.20%,18.10%,0.246,1.42,0.35,77.90%,3.11,2.81,0.3,sa290174
Jarrett Grube,Angels (AA),31,40.1,10.93,2.23,4.9,0.89,29.70%,6.10%,23.60%,0.209,1.04,0.28,75.50%,3.12,2.81,0.32,7553
Jimmy Nelson,Brewers (AA),24,69,9.39,1.96,4.8,0.65,24.90%,5.20%,19.70%,0.238,1.13,0.309,66.30%,2.74,2.81,-0.07,10547
Dean Kiekhefer,Cardinals (AA),24,16.1,5.51,0.55,10,0.55,14.50%,1.50%,13.00%,0.294,1.29,0.333,61.20%,3.86,2.81,1.05,sa526393
Scott Mcgough,Marlins (AA),23,61.2,8.17,2.63,3.11,0.58,22.30%,7.20%,15.10%,0.206,1.07,0.254,74.50%,2.63,2.82,-0.19,sa597876
Sean Nolin,Blue Jays (AA),23,92.2,10,2.43,4.12,0.58,26.80%,6.50%,20.30%,0.249,1.23,0.333,77.10%,3.01,2.82,0.19,11341
Christian Garcia,Nationals (AA),27,4,9,4.5,2,0,20.00%,10.00%,10.00%,0.278,1.75,0.357,71.40%,2.25,2.82,-0.57,4067
Cory Mazzoni,Mets (AA),23,66,10.09,2.59,3.89,0.55,26.20%,6.70%,19.50%,0.268,1.35,0.361,56.20%,4.36,2.82,1.54,sa455498
Mark Lamm,Braves (AA),25,45.2,9.46,4.14,2.29,0.39,25.10%,11.00%,14.10%,0.231,1.31,0.311,80.80%,2.56,2.83,-0.26,sa545076
Yimi Garcia,Dodgers (AA),22,60.1,12.68,2.09,6.07,1.34,37.00%,6.10%,30.90%,0.164,0.81,0.217,88.50%,2.54,2.83,-0.29,12095
Ryan Sherriff,Cardinals (AA),23,27,6,3,2,0,15.00%,7.50%,7.50%,0.309,1.59,0.37,77.30%,3.33,2.83,0.5,sa549863
Kevin Vance,White Sox (AA),22,69,10.96,4.7,2.33,0.52,28.10%,12.00%,16.10%,0.21,1.32,0.293,70.60%,3.91,2.84,1.07,sa577745
Taijuan Walker,Mariners (AA),20,84,10.29,3.21,3.2,0.64,28.30%,8.90%,19.50%,0.191,1.05,0.259,73.60%,2.46,2.84,-0.38,11836
Ryan Beckman,Pirates (AA),23,19,7.11,3.32,2.14,0,18.10%,8.40%,9.60%,0.25,1.37,0.312,73.10%,2.37,2.85,-0.48,sa501977
Alex Meyer,Twins (AA),23,70,10.8,3.73,2.9,0.39,28.10%,9.70%,18.40%,0.225,1.27,0.317,71.80%,3.21,2.85,0.36,sa455438
John Church,Mets (AA),26,36.2,10.06,3.19,3.15,0.49,26.60%,8.40%,18.20%,0.213,1.17,0.286,69.70%,3.44,2.86,0.58,sa502177
Jeff Urlaub,Athletics (AA),26,46.2,7.71,2.51,3.08,0.39,20.00%,6.50%,13.50%,0.265,1.33,0.329,71.90%,3.86,2.86,0.99,sa549814
Kyle Davies,Twins (AA),29,28.1,7.62,0.64,12,0.64,21.20%,1.80%,19.50%,0.264,1.09,0.321,68.50%,3.49,2.87,0.63,3642
Mark Serrano,Diamondbacks (AA),27,44.2,8.06,2.42,3.33,0.6,21.60%,6.50%,15.10%,0.262,1.28,0.326,76.20%,3.43,2.87,0.56,sa501508
David Goforth,Brewers (AA),24,46.2,6.94,3.47,2,0.19,19.10%,9.50%,9.50%,0.188,1.07,0.233,64.50%,3.28,2.87,0.41,sa526815
Matt Neil,Marlins (AA),26,59,7.47,2.29,3.27,0.46,19.50%,6.00%,13.60%,0.246,1.22,0.3,72.40%,3.05,2.88,0.17,sa599369
Enosil Tejeda,Indians (AA),24,40.2,7.97,2.88,2.77,0,22.90%,8.30%,14.70%,0.166,0.89,0.223,85.40%,0.89,2.88,-2,sa547857
Dan Cevette,Pirates (AA),29,2.1,7.71,3.86,2,0,16.70%,8.30%,8.30%,0.273,1.71,0.333,75.00%,0,2.9,-2.9,sa201522
Trevor Holder,Nationals (AA),26,18.2,6.27,1.93,3.25,0,17.60%,5.40%,12.20%,0.235,1.07,0.291,59.10%,2.89,2.9,0,sa455101
Christopher Hernandez,Red Sox (AA),24,33,5.18,2.18,2.38,0,14.70%,6.20%,8.50%,0.231,1.09,0.275,77.80%,1.64,2.9,-1.26,sa390676
Erik Johnson,White Sox (AA),23,84.2,7.87,2.23,3.52,0.64,22.60%,6.40%,16.20%,0.188,0.92,0.228,81.00%,2.23,2.9,-0.67,12520
Erasmo Ramirez,Mariners (AA),23,5,5.4,3.6,1.5,0,14.30%,9.50%,4.80%,0.158,1,0.188,60.00%,1.8,2.91,-1.11,10314
Kyuji Fujikawa,Cubs (AA),32,2,0,0,0,0,0.00%,0.00%,0.00%,0.167,0.5,0.167,100.00%,0,2.91,-2.91,14443
Yohan Flande,Braves (AA),27,4.2,5.79,3.86,1.5,0,12.50%,8.30%,4.20%,0.409,2.36,0.474,45.50%,9.64,2.91,6.73,5057
Myles Jaye,White Sox (AA),21,3.2,7.36,4.91,1.5,0,13.60%,9.10%,4.60%,0.4,2.73,0.471,30.00%,17.18,2.91,14.27,sa549275
Thomas Mittelstaedt,Brewers (AA),25,1,0,0,0,0,0.00%,0.00%,0.00%,0.25,1,0.25,100.00%,0,2.91,-2.91,sa549912
Hamilton Bennett,Mets (AA),25,12.1,8.76,1.46,6,0.73,25.50%,4.30%,21.30%,0.156,0.73,0.188,92.10%,1.46,2.92,-1.46,sa549296
Matthew Branham,Padres (AA),25,31,10.45,4.06,2.57,0.58,28.60%,11.10%,17.50%,0.179,1.1,0.243,73.70%,2.61,2.93,-0.31,sa503734
Neil Ramirez,- - -,24,107.2,11.03,3.68,3,0.67,30.60%,10.20%,20.40%,0.204,1.13,0.288,70.00%,3.68,2.93,0.75,7677
Will Latimer,Red Sox (AA),27,33,8.73,4.09,2.13,0,21.50%,10.10%,11.40%,0.288,1.61,0.38,65.50%,2.18,2.93,-0.75,sa389847
CC Lee,Indians (AA),26,8,10.13,4.5,2.25,0,27.30%,12.10%,15.20%,0.107,0.88,0.158,62.50%,3.38,2.95,0.43,5177
Aaron Dott,Yankees (AA),25,46.1,10.68,3.11,3.44,0.58,26.60%,7.70%,18.80%,0.286,1.51,0.389,66.40%,4.66,2.96,1.7,sa502740
Andrew Russell,Braves (AA),29,43.2,7.01,3.3,2.13,0.21,18.50%,8.70%,9.80%,0.236,1.26,0.292,77.70%,2.27,2.96,-0.69,sa590306
Luis Garcia,Phillies (AA),26,11,10.64,2.45,4.33,0.82,30.20%,7.00%,23.30%,0.25,1.18,0.346,86.20%,2.45,2.96,-0.51,6984
Austin Adams,Indians (AA),26,55,12.44,4.75,2.62,0.49,32.10%,12.20%,19.80%,0.214,1.33,0.323,79.10%,2.62,2.96,-0.34,7411
Daniel Mccutchen,Orioles (AA),30,22.1,8.06,0.81,10,0.81,24.40%,2.40%,22.00%,0.188,0.76,0.224,98.60%,1.21,2.97,-1.76,263
Nick Kingham,Pirates (AA),21,73.1,8.47,3.68,2.3,0.12,22.00%,9.60%,12.40%,0.249,1.36,0.327,77.80%,2.7,2.97,-0.27,sa548285
Pat Venditte,Yankees (AA),28,11.1,10.32,2.38,4.33,0.79,26.50%,6.10%,20.40%,0.283,1.41,0.375,75.30%,3.97,2.97,1,sa455129
Rob Rasmussen,Dodgers (AA),24,81.1,8.41,3.1,2.71,0.55,23.20%,8.60%,14.70%,0.203,1.08,0.256,77.40%,2.55,2.99,-0.44,11250
Gus Schlosser,Braves (AA),24,135.1,6.72,2.93,2.3,0.33,18.20%,7.90%,10.30%,0.233,1.2,0.282,78.10%,2.39,2.99,-0.59,12321
Jay Jackson,Marlins (AA),25,79.2,8.25,2.49,3.32,0.68,22.90%,6.90%,16.00%,0.201,1.02,0.247,68.80%,3.16,3,0.16,sa455049
Shaeffer Hall,Yankees (AA),25,19,5.68,2.84,2,0,15.00%,7.50%,7.50%,0.257,1.32,0.307,64.00%,3.32,3.01,0.31,sa392149
Matt Grace,Nationals (AA),24,38,7.34,1.66,4.43,0.47,19.60%,4.40%,15.20%,0.28,1.29,0.342,69.90%,3.79,3.01,0.78,sa526941
Jake Buchanan,Astros (AA),23,82,4.83,0.99,4.89,0.44,14.20%,2.90%,11.30%,0.223,0.93,0.25,77.40%,2.09,3.02,-0.93,10962
Ryan Rodebaugh,Rangers (AA),24,34,10.85,3.44,3.15,0.79,30.20%,9.60%,20.60%,0.172,1,0.231,71.40%,3.18,3.03,0.15,sa549200
Juan Sandoval,Rays (AA),32,58.1,7.25,3.09,2.35,0.31,17.40%,7.40%,10.00%,0.298,1.59,0.362,75.60%,3.24,3.03,0.21,sa202910
Greg Holle,Brewers (AA),24,63.2,7.21,3.39,2.13,0.28,18.70%,8.80%,9.90%,0.257,1.37,0.318,66.90%,3.96,3.04,0.92,sa526447
Lee Hyde,Reds (AA),28,47.1,6.08,3.23,1.88,0.19,17.30%,9.20%,8.10%,0.199,1.06,0.241,77.10%,2.28,3.04,-0.76,sa326720
Archie Bradley,Diamondbacks (AA),20,123.1,8.68,4.31,2.02,0.36,23.50%,11.70%,11.90%,0.21,1.23,0.276,81.20%,1.97,3.04,-1.07,sa597753
Justin Nicolino,Marlins (AA),21,45.1,6.15,2.38,2.58,0.4,15.10%,5.90%,9.30%,0.33,1.65,0.386,64.70%,4.96,3.04,1.92,sa548278
Jon Link,Tigers (AA),29,39.2,4.76,1.13,4.2,0.23,14.40%,3.40%,11.00%,0.214,0.88,0.246,83.80%,1.13,3.05,-1.91,3894
Daryl Maday,Giants (AA),27,25.1,7.11,3.2,2.22,0,18.70%,8.40%,10.30%,0.219,1.18,0.276,75.00%,2.84,3.05,-0.21,sa327891
Pedro Hernandez,Twins (AA),24,11,4.91,2.45,2,0,13.00%,6.50%,6.50%,0.209,1.09,0.243,91.70%,0.82,3.05,-2.23,4578
Sergio Perez,Athletics (AA),28,0.1,0,0,0,0,0.00%,0.00%,0.00%,0.667,6,0.667,50.00%,27,3.06,23.95,sa326541
Whit Merrifield,Royals (AA),24,1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.06,-3.06,sa526882
Nick Tepesch,Rangers (AA),24,6,4.5,3,1.5,0,11.10%,7.40%,3.70%,0.28,1.5,0.318,88.90%,1.5,3.06,-1.56,11716
James Leverton,Marlins (AA),27,20,8.55,0.9,9.5,0.9,22.90%,2.40%,20.50%,0.282,1.2,0.351,53.70%,5.85,3.06,2.79,sa454983
Steve Smith,Dodgers (AA),27,43.2,8.24,2.68,3.08,0.62,21.60%,7.00%,14.60%,0.249,1.26,0.31,59.50%,5.15,3.07,2.08,sa456605
Matt Ott,Red Sox (AA),23,4,4.5,2.25,2,0,14.30%,7.10%,7.10%,0.077,0.5,0.091,100.00%,0,3.07,-3.07,sa577800
Kyle Kraus,Red Sox (AA),23,4,4.5,2.25,2,0,14.30%,7.10%,7.10%,0.077,0.5,0.091,100.00%,0,3.07,-3.07,sa621633
Brian Rauh,Nationals (AA),21,4,4.5,2.25,2,0,14.30%,7.10%,7.10%,0.077,0.5,0.091,50.00%,2.25,3.07,-0.82,sa658170
Trystan Magnuson,Blue Jays (AA),28,12,9,4.5,2,0,18.80%,9.40%,9.40%,0.333,2.08,0.422,46.20%,9,3.07,5.93,3646
Elvin Ramirez,Angels (AA),25,50.2,7.46,3.91,1.91,0.18,18.90%,9.90%,9.00%,0.237,1.36,0.297,69.00%,4.09,3.08,1.01,2247
Zach Lee,Dodgers (AA),21,142.2,8.26,2.21,3.74,0.82,22.50%,6.00%,16.50%,0.243,1.17,0.298,74.60%,3.22,3.08,0.14,sa548182
Brandon Workman,Red Sox (AA),24,65.2,10.14,2.33,4.35,0.82,28.60%,6.60%,22.00%,0.212,1.04,0.28,66.00%,3.43,3.08,0.35,11428
Henry Mabee,White Sox (AA),27,11.2,3.86,1.54,2.5,0,10.60%,4.30%,6.40%,0.209,0.94,0.237,84.60%,1.54,3.08,-1.54,sa390187
Adam Kolarek,Mets (AA),24,63,9,3.14,2.86,0.43,24.60%,8.60%,16.00%,0.203,1.1,0.265,83.80%,1.71,3.09,-1.37,sa549067
Carlos Hernandez,Athletics (AA),26,132,6.55,2.59,2.53,0.34,17.80%,7.10%,10.80%,0.22,1.11,0.264,75.30%,2.18,3.09,-0.91,sa393410
Andrew Chafin,Diamondbacks (AA),23,126.1,6.2,2.92,2.12,0.36,16.60%,7.80%,8.80%,0.246,1.26,0.292,74.80%,2.85,3.09,-0.25,12988
Zachary Petrick,Cardinals (AA),23,47.1,8.37,2.85,2.93,0.57,22.20%,7.60%,14.70%,0.243,1.25,0.306,68.70%,3.99,3.1,0.89,sa659444
Bryan Woodall,Diamondbacks (AA),26,41.2,10.37,2.59,4,1.08,30.20%,7.60%,22.60%,0.185,0.94,0.237,87.90%,1.94,3.1,-1.16,sa454885
Keyvius Sampson,Padres (AA),22,103.1,9.58,2.87,3.33,0.78,26.80%,8.00%,18.70%,0.197,1.04,0.254,81.10%,2.26,3.1,-0.84,sa501217
Frank Batista,Cubs (AA),24,62.1,7.51,4.04,1.86,0.29,19.70%,10.60%,9.10%,0.235,1.33,0.294,77.90%,2.6,3.11,-0.51,sa506678
Nestor Molina,White Sox (AA),24,36.1,7.18,2.72,2.64,0.5,17.80%,6.80%,11.00%,0.293,1.51,0.353,59.00%,4.71,3.11,1.6,sa503616
Pete Andrelczyk,Marlins (AA),27,20.1,6.64,2.66,2.5,0.44,17.40%,7.00%,10.50%,0.241,1.23,0.286,73.20%,3.1,3.11,-0.01,sa454557
Matt Stites,Padres (AA),23,52,8.83,1.38,6.38,1.04,25.30%,4.00%,21.30%,0.192,0.87,0.228,79.80%,2.08,3.11,-1.04,12165
Andrew Heaney,Marlins (AA),22,33.2,6.15,2.41,2.56,0.53,16.70%,6.50%,10.10%,0.24,1.19,0.279,78.00%,2.94,3.12,-0.18,15423
Ryan Chaffee,Angels (AA),25,61.2,10.65,5.11,2.09,0.44,28.30%,13.60%,14.70%,0.186,1.23,0.262,67.80%,2.92,3.12,-0.2,sa454506
Tony Zych,Cubs (AA),22,56,6.43,3.38,1.9,0.32,16.50%,8.60%,7.80%,0.231,1.29,0.274,61.30%,3.05,3.13,-0.07,sa577744
Sam Dyson,Marlins (AA),25,75.1,4.9,2.75,1.78,0,12.50%,7.00%,5.50%,0.245,1.26,0.285,65.70%,2.63,3.14,-0.51,11710
Carlos Martinez,Cardinals (AA),21,11.2,6.94,0.77,9,0.77,18.80%,2.10%,16.70%,0.239,1.03,0.278,86.20%,2.31,3.14,-0.83,11682
Kevin Johnson,Angels (AA),24,43.1,4.98,2.28,2.18,0.21,13.30%,6.10%,7.20%,0.258,1.25,0.296,75.10%,2.49,3.15,-0.66,sa549486
Jeff Ibarra,Padres (AA),25,52,9,1.9,4.73,0.87,22.40%,4.70%,17.70%,0.272,1.35,0.338,58.20%,5.88,3.17,2.71,sa502106
Hunter Cervenka,Cubs (AA),23,38.1,7.75,4.7,1.65,0.23,20.30%,12.30%,8.00%,0.204,1.28,0.259,74.10%,3.05,3.17,-0.12,sa455521
Alex Claudio,Rangers (AA),21,31.2,8.24,3.13,2.64,0.57,22.50%,8.50%,14.00%,0.239,1.23,0.302,64.50%,2.84,3.18,-0.34,12890
Chia-Jen Lo,Astros (AA),27,7.2,7.04,0,6,1.17,19.40%,0.00%,19.40%,0.29,1.17,0.333,79.00%,3.52,3.19,0.33,5440
Austin Bibens-Dirkx,Blue Jays (AA),28,65.2,7.81,2.33,3.35,0.41,21.40%,6.40%,15.00%,0.192,0.97,0.238,77.20%,1.92,3.19,-1.27,sa327879
Marcus Hatley,Cubs (AA),25,18,12.5,7,1.79,0.5,32.10%,18.00%,14.10%,0.203,1.5,0.316,82.00%,3,3.19,-0.19,sa394066
Anthony Desclafani,Marlins (AA),23,75,7.44,1.68,4.43,0.84,20.40%,4.60%,15.80%,0.259,1.17,0.309,74.20%,3.36,3.19,0.17,13050
Scott Carroll,White Sox (AA),28,25,5.04,0.72,7,0.72,13.60%,1.90%,11.70%,0.25,1.08,0.274,51.60%,4.32,3.19,1.13,888
David Carpenter,Angels (AA),25,29.1,6.44,2.45,2.63,0.31,18.10%,6.90%,11.20%,0.191,0.95,0.229,60.80%,3.38,3.19,0.18,9244
Roenis Elias,Mariners (AA),24,130,8.38,3.46,2.42,0.62,22.20%,9.20%,13.10%,0.229,1.25,0.286,71.10%,3.18,3.2,-0.01,12673
Darren Byrd,Athletics (AA),26,6.2,5.4,2.7,2,0,16.00%,8.00%,8.00%,0.091,0.6,0.111,80.00%,1.35,3.21,-1.86,sa293095
Michael Lee,Braves (AA),26,128.2,5.53,1.26,4.39,0.7,14.30%,3.30%,11.00%,0.301,1.38,0.339,70.20%,3.71,3.21,0.5,sa328306
Edgar Olmos,Marlins (AA),23,50.1,7.33,4.83,1.52,0.18,18.50%,12.20%,6.30%,0.242,1.47,0.303,74.70%,2.5,3.21,-0.71,10174
Collin Cargill,Marlins (AA),25,56,4.34,2.41,1.8,0.32,13.20%,7.40%,5.90%,0.153,0.79,0.169,75.20%,1.61,3.22,-1.61,sa598617
Blaine Hardy,Tigers (AA),26,27.2,8.46,3.9,2.17,0.33,24.10%,11.10%,13.00%,0.167,1.01,0.217,75.20%,1.63,3.22,-1.59,6499
Roman Mendez,Rangers (AA),22,24.2,8.76,4.01,2.18,0.36,24.20%,11.10%,13.10%,0.14,0.93,0.18,80.50%,1.82,3.22,-1.39,10307
Scott Mcgregor,Cardinals (AA),26,48,9,2.06,4.36,0.94,24.60%,5.60%,19.00%,0.231,1.1,0.287,85.40%,2.44,3.22,-0.79,sa455250
Rafael Perez,Red Sox (AA),31,30.2,8.8,1.47,6,0.88,24.20%,4.00%,20.20%,0.229,1.04,0.282,83.30%,2.64,3.23,-0.59,4078
Chris Bassitt,White Sox (AA),24,47.2,6.99,3.21,2.18,0.38,19.40%,8.90%,10.50%,0.206,1.09,0.252,75.20%,2.27,3.23,-0.96,12304
Juan Gonzalez,Rockies (AA),23,46.1,6.6,1.55,4.25,0.78,18.80%,4.40%,14.40%,0.243,1.08,0.282,78.80%,2.14,3.23,-1.09,sa504209
Logan Darnell,Twins (AA),24,96.2,7.17,2.14,3.35,0.37,19.30%,5.80%,13.50%,0.261,1.23,0.321,76.60%,2.61,3.23,-0.62,11261
Aaron Northcraft,Braves (AA),23,137,7.95,3.35,2.37,0.46,20.60%,8.70%,11.90%,0.237,1.28,0.296,68.60%,3.42,3.23,0.18,sa501597
Joel Lima,Dodgers (AA),23,3,3,0,1,0,7.70%,0.00%,7.70%,0.25,1,0.273,75.00%,3,3.25,-0.25,sa506962
Zech Zinicola,Orioles (AA),28,64.2,8.07,3.06,2.64,0.42,21.50%,8.20%,13.30%,0.228,1.21,0.287,75.20%,2.92,3.25,-0.32,sa326785
Kyle Lobstein,Tigers (AA),23,95.1,7.84,2.55,3.07,0.57,21.70%,7.10%,14.60%,0.258,1.25,0.322,76.00%,3.12,3.25,-0.14,9178
Henry Owens,Red Sox (AA),20,30.1,13.65,4.45,3.07,0.89,36.80%,12.00%,24.80%,0.167,1.09,0.254,87.70%,1.78,3.26,-1.48,sa597755
Mike Solbach,Rockies (AA),27,24.2,9.12,4.74,1.92,0.36,24.00%,12.50%,11.50%,0.211,1.3,0.281,76.00%,3.28,3.26,0.02,sa392104
David Martinez,Astros (AA),25,129.1,5.98,1.39,4.3,0.7,17.20%,4.00%,13.20%,0.228,1,0.259,83.10%,2.02,3.27,-1.25,8893
Mike Wright,Orioles (AA),23,143.2,8.52,2.44,3.49,0.56,21.80%,6.20%,15.50%,0.264,1.33,0.332,72.20%,3.26,3.27,-0.01,sa577951
Hector Nelo,Dodgers (AA),26,60.2,7.42,4.3,1.72,0.3,19.50%,11.30%,8.20%,0.228,1.32,0.285,74.80%,2.67,3.28,-0.6,sa392069
Gary Moran,Braves (AA),28,49,4.59,2.57,1.79,0.37,12.00%,6.70%,5.30%,0.273,1.37,0.305,76.30%,3.31,3.28,0.03,sa503366
Aaron Miller,Dodgers (AA),25,24,9.75,4.5,2.17,0.38,23.20%,10.70%,12.50%,0.313,1.75,0.42,67.30%,6,3.29,2.71,sa327134
Dominic Leone,Mariners (AA),21,18,8.5,2.5,3.4,1,23.90%,7.00%,16.90%,0.182,0.94,0.213,77.50%,2.5,3.3,-0.8,13763
Justin Miller,Rangers (AA),26,16,11.81,3.94,3,0.56,28.00%,9.30%,18.70%,0.25,1.44,0.357,58.60%,6.19,3.31,2.88,8580
Jason Bergmann,Royals (AA),31,27,9.67,4,2.42,0.67,24.80%,10.30%,14.50%,0.25,1.41,0.329,74.60%,3.67,3.32,0.35,4640
Jason Hammel,Orioles (AA),30,2.2,10.13,0,3,0,23.10%,0.00%,23.10%,0.273,1.13,0.375,100.00%,0,3.32,-3.32,4538
Mike Broadway,Nationals (AA),26,16.2,7.56,2.7,2.8,0.54,19.20%,6.90%,12.30%,0.265,1.38,0.321,78.70%,2.7,3.32,-0.62,sa294379
Corey Williams,Twins (AA),22,2,13.5,9,1.5,0,30.00%,20.00%,10.00%,0.25,2,0.4,100.00%,0,3.32,-3.32,sa597867
Jason Stoffel,Astros (AA),24,7.1,8.59,0,7,1.23,21.90%,0.00%,21.90%,0.29,1.23,0.348,81.40%,1.23,3.33,-2.1,sa501226
Marcus Stroman,Blue Jays (AA),22,111.2,10.4,2.18,4.78,1.05,28.10%,5.90%,22.20%,0.231,1.13,0.3,73.10%,3.3,3.33,-0.03,13431
Cory Riordan,Rockies (AA),27,14.1,5.65,0.63,9,0.63,15.30%,1.70%,13.60%,0.25,1.05,0.283,76.90%,3.14,3.34,-0.2,sa390235
Alberto Cabrera,Cubs (AA),24,112.2,8.55,3.12,2.74,0.8,23.00%,8.40%,14.60%,0.242,1.25,0.303,79.60%,3.2,3.34,-0.14,8352
Sam Runion,Royals (AA),24,55.2,7.28,2.1,3.46,0.65,19.80%,5.70%,14.10%,0.254,1.19,0.306,73.40%,3.72,3.34,0.37,sa390308
Jimmy Reyes,Rangers (AA),24,67,7.66,2.69,2.85,0.67,20.40%,7.20%,13.30%,0.219,1.13,0.263,75.00%,2.69,3.35,-0.67,sa526353
Noah Syndergaard,Mets (AA),20,54,11.5,2,5.75,1.33,32.20%,5.60%,26.60%,0.228,1.07,0.304,74.80%,3,3.36,-0.36,sa548169
Chasen Bradford,Mets (AA),23,25.1,6.39,2.84,2.25,0.36,17.70%,7.80%,9.80%,0.202,1.07,0.24,82.00%,0.71,3.36,-2.65,sa599551
Graham Stoneburner,Yankees (AA),25,23,3.91,2.35,1.67,0,10.40%,6.30%,4.20%,0.281,1.35,0.317,68.80%,3.52,3.37,0.15,sa501745
