Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Keone Kela,Rangers (AA),21,38.2,12.8,6.28,2.04,0.23,33.10%,16.30%,16.90%,0.161,1.27,0.259,74.60%,1.86,2.86,-1,sa602412
Dayan Diaz,Red Sox (AA),25,16.1,8.82,3.86,2.29,0,22.20%,9.70%,12.50%,0.25,1.41,0.333,79.20%,2.76,2.86,-0.11,sa549700
Deryk Hooker,Athletics (AA),25,28.2,6.28,3.45,1.82,0,16.40%,9.00%,7.40%,0.306,1.57,0.374,75.60%,3.45,2.88,0.58,sa389288
Pedro Baez,Dodgers (AA),26,19.1,8.38,4.19,2,0,22.00%,11.00%,11.00%,0.208,1.24,0.278,72.00%,2.79,2.88,-0.08,5420
Kaleb Fleck,Diamondbacks (AA),25,63.1,11.23,3.98,2.82,0.57,29.90%,10.60%,19.30%,0.234,1.31,0.336,84.20%,2.56,2.89,-0.33,sa526875
Blake Mcfarland,Blue Jays (AA),26,35.1,9.42,3.82,2.47,0.25,25.50%,10.30%,15.20%,0.192,1.13,0.261,80.30%,2.04,2.9,-0.86,sa598555
Rafael Martin,Nationals (AA),30,20,9,2.25,4,0.45,25.00%,6.30%,18.80%,0.203,1,0.264,71.40%,2.7,2.9,-0.2,sa509283
Nick Petree,Cardinals (AA),23,4.2,3.86,1.93,2,0,8.00%,4.00%,4.00%,0.417,2.36,0.455,36.40%,9.64,2.91,6.74,sa737915
C.J. Edwards,Cubs (AA),22,48,8.63,3.94,2.19,0.19,23.80%,10.90%,13.00%,0.175,1.06,0.234,75.10%,2.44,2.92,-0.48,sa602909
Luke Jackson,Rangers (AA),22,83.1,8.96,2.59,3.46,0.54,24.80%,7.20%,17.60%,0.189,0.98,0.242,73.40%,3.02,2.92,0.11,sa548163
Tyson Brummett,Dodgers (AA),29,71,7.23,2.66,2.71,0.25,18.50%,6.80%,11.70%,0.241,1.27,0.295,70.60%,2.79,2.92,-0.13,509
Radhames Liz,Blue Jays (AA),31,42,7.07,2.36,3,0,19.60%,6.60%,13.10%,0.211,1.02,0.269,81.30%,1.93,2.93,-1,5843
Mike Hauschild,Astros (AA),24,98.2,7.94,2.28,3.48,0.46,21.30%,6.10%,15.20%,0.251,1.22,0.314,61.00%,4.29,2.93,1.36,sa621613
Aaron Northcraft,Braves (AA),24,65.2,8.5,3.29,2.58,0.27,22.20%,8.60%,13.60%,0.226,1.23,0.293,77.60%,2.88,2.93,-0.05,sa501597
Juan Noriega,Dodgers (AA),23,50.1,8.23,3.04,2.71,0.18,21.20%,7.80%,13.40%,0.251,1.31,0.324,66.10%,3.58,2.93,0.65,sa543294
Sean Murphy,Athletics (AA),25,57,8.37,2.84,2.94,0.47,21.70%,7.40%,14.30%,0.293,1.47,0.373,71.80%,3.95,2.94,1,sa549877
Frank De Los Santos,White Sox (AA),26,8.2,4.15,2.08,2,0,12.10%,6.10%,6.10%,0.226,1.04,0.259,88.90%,1.04,2.96,-1.92,sa393084
Julio Depaula,Orioles (AA),31,38,10.18,3.08,3.31,0.47,25.00%,7.60%,17.40%,0.28,1.5,0.375,65.80%,4.97,2.96,2.01,2786
Andrew Bellatti,Rays (AA),22,71,10.14,2.79,3.64,0.76,26.60%,7.30%,19.30%,0.247,1.28,0.326,71.40%,3.68,2.96,0.71,sa501686
Brandon Cunniff,Braves (AA),25,52.2,8.54,3.42,2.5,0.34,23.40%,9.40%,14.00%,0.202,1.12,0.262,80.40%,2.05,2.98,-0.93,sa549772
Ryan Perry,Nationals (AA),27,8,6.75,3.38,2,0,17.10%,8.60%,8.60%,0.281,1.5,0.346,58.30%,5.63,2.98,2.65,8799
Josh Geer,Padres (AA),31,155.2,5.49,1.73,3.17,0.23,14.50%,4.60%,9.90%,0.278,1.3,0.324,66.70%,3.58,2.99,0.6,4781
Mark Serrano,Diamondbacks (AA),28,5,9,1.8,5,0,22.70%,4.60%,18.20%,0.263,1.2,0.357,87.50%,1.8,2.99,-1.19,sa501508
Mark Appel,Astros (AA),22,39,8.77,3,2.92,0.46,23.00%,7.90%,15.20%,0.233,1.23,0.3,69.90%,3.69,2.99,0.7,sa501726
Hunter Cervenka,Cubs (AA),24,61.2,9.49,4.52,2.1,0.15,25.40%,12.10%,13.30%,0.199,1.22,0.277,65.70%,3.79,2.99,0.8,sa455521
AJ Schugel,Diamondbacks (AA),25,147.2,7.13,3.05,2.34,0.18,19.10%,8.20%,10.90%,0.255,1.3,0.318,71.20%,3.47,3,0.47,sa546773
Danny Winkler,Rockies (AA),24,70,9.13,2.19,4.18,0.64,27.10%,6.50%,20.60%,0.138,0.71,0.172,91.80%,1.41,3.01,-1.59,sa550188
Kendall Graveman,Blue Jays (AA),23,6,6,3,2,0,16.00%,8.00%,8.00%,0.348,1.67,0.421,90.00%,1.5,3.02,-1.52,15514
John Cornely,Braves (AA),25,68.2,9.31,4.46,2.09,0.26,25.00%,12.00%,13.00%,0.181,1.15,0.244,79.00%,2.49,3.03,-0.54,sa599898
Mitchell Lambson,Astros (AA),23,33,9.55,1.36,7,1.09,27.60%,3.90%,23.60%,0.205,0.91,0.253,90.20%,1.36,3.03,-1.67,sa577012
Nate Smith,Angels (AA),22,62.1,9.67,4.33,2.23,0.43,26.30%,11.80%,14.50%,0.213,1.25,0.29,77.20%,2.89,3.04,-0.15,sa737900
Tyler Knigge,Phillies (AA),25,35,5.66,2.57,2.2,0,16.30%,7.40%,8.90%,0.218,1.06,0.265,79.00%,2.06,3.04,-0.98,sa549105
Taylor Rogers,Twins (AA),23,145,7.01,2.3,3.05,0.25,18.70%,6.10%,12.50%,0.266,1.29,0.327,69.40%,3.29,3.04,0.25,sa503168
Matt Hoffman,Phillies (AA),25,22.2,11.91,3.18,3.75,0.79,31.90%,8.50%,23.40%,0.247,1.28,0.359,73.50%,3.57,3.05,0.53,sa392188
Robby Scott,Red Sox (AA),24,59.2,7.69,2.26,3.4,0.45,21.10%,6.20%,14.90%,0.242,1.17,0.301,80.60%,1.96,3.05,-1.09,sa608073
Brandon Mann,Pirates (AA),30,34,9,3.71,2.43,0.26,22.80%,9.40%,13.40%,0.246,1.38,0.323,75.10%,2.91,3.06,-0.15,sa202622
Gregory Infante,Blue Jays (AA),26,38.2,7.91,3.72,2.13,0,21.70%,10.20%,11.50%,0.203,1.14,0.269,83.00%,1.86,3.07,-1.21,9119
Austin Ross,Brewers (AA),25,26,9.69,2.77,3.5,0.69,24.10%,6.90%,17.20%,0.29,1.5,0.377,75.30%,3.12,3.07,0.04,sa553380
Ken Roberts,Rockies (AA),26,78.1,6.2,2.3,2.7,0.34,18.10%,6.70%,11.40%,0.188,0.92,0.224,74.50%,2.3,3.08,-0.78,sa549759
Doug Fister,Nationals (AA),30,3.2,12.27,7.36,1.67,0,31.30%,18.80%,12.50%,0.154,1.36,0.25,60.00%,4.91,3.08,1.83,9425
Alex Gonzalez,Rangers (AA),22,73.1,7.85,3.07,2.56,0.37,20.70%,8.10%,12.60%,0.239,1.25,0.301,71.90%,2.7,3.09,-0.39,sa709714
Matt Guerrier,Twins (AA),35,4,11.25,4.5,2.5,0,29.40%,11.80%,17.70%,0.286,1.5,0.444,85.70%,0,3.1,-3.1,2061
Nick Additon,Orioles (AA),26,29.1,7.67,2.76,2.78,0.31,20.70%,7.40%,13.20%,0.243,1.23,0.306,78.70%,2.45,3.12,-0.66,sa393067
David Colvin,Mariners (AA),25,29,8.07,1.86,4.33,0.62,22.40%,5.20%,17.20%,0.213,1,0.263,70.90%,3.1,3.12,-0.01,sa577999
Theron Geith,Astros (AA),25,0.1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.12,-3.12,sa503832
Mark Threlkeld,Royals (AA),24,1,0,0,0,0,0.00%,0.00%,0.00%,0.25,1,0.25,100.00%,0,3.12,-3.12,sa579643
Parker Markel,Rays (AA),23,16.2,7.56,4.86,1.56,0,18.70%,12.00%,6.70%,0.258,1.56,0.327,61.50%,3.78,3.13,0.65,sa502751
Jhan Marinez,Dodgers (AA),25,22,10.23,4.5,2.27,0.41,26.00%,11.50%,14.60%,0.226,1.36,0.31,54.10%,4.91,3.14,1.77,5830
Keith Couch,Red Sox (AA),24,100.1,6.46,1.97,3.27,0.27,16.80%,5.10%,11.70%,0.263,1.27,0.314,71.40%,2.96,3.15,-0.19,sa549175
Matt Murray,Royals (AA),24,75.2,7.26,2.74,2.65,0.48,18.80%,7.10%,11.70%,0.259,1.33,0.314,62.20%,4.28,3.15,1.14,sa578194
Jordan Jankowski,Astros (AA),25,108,10,2.17,4.62,1,27.70%,6.00%,21.70%,0.223,1.07,0.287,73.40%,3.58,3.15,0.44,sa658942
Cody Satterwhite,Mets (AA),27,58,9.78,3.41,2.86,0.47,26.80%,9.40%,17.50%,0.2,1.1,0.271,79.60%,2.33,3.15,-0.82,sa454441
Ryan Kelly,Braves (AA),26,28,11.25,3.21,3.5,0.96,31.00%,8.90%,22.10%,0.175,1,0.231,75.60%,3.21,3.15,0.06,sa328265
Brian Johnson,Red Sox (AA),23,118,7.55,2.44,3.09,0.46,21.90%,7.10%,14.80%,0.186,0.93,0.229,79.70%,1.75,3.15,-1.4,sa502329
Henry Owens,Red Sox (AA),21,121,9.37,3.5,2.68,0.45,25.60%,9.50%,16.00%,0.201,1.12,0.267,78.90%,2.6,3.16,-0.55,sa597755
Randy Boone,Blue Jays (AA),29,56,8.84,2.73,3.24,0.48,24.00%,7.40%,16.60%,0.23,1.16,0.298,73.70%,2.89,3.16,-0.27,sa389685
Mike Mayers,Cardinals (AA),22,76.1,6.13,2.71,2.26,0.24,16.00%,7.10%,8.90%,0.272,1.36,0.324,75.10%,2.83,3.16,-0.33,sa706982
Bryce Morrow,Padres (AA),26,89,6.78,1.92,3.53,0.61,18.70%,5.30%,13.40%,0.249,1.16,0.294,75.30%,3.13,3.16,-0.03,sa745009
Greg Nappo,Marlins (AA),25,46.2,7.71,1.35,5.71,0.77,22.70%,4.00%,18.80%,0.168,0.75,0.195,89.20%,1.74,3.17,-1.43,sa599112
Ryan Sherriff,Cardinals (AA),24,64.2,6.68,2.64,2.53,0.42,18.10%,7.20%,10.90%,0.257,1.27,0.309,78.70%,2.64,3.17,-0.52,sa549863
Raul Alcantara,Athletics (AA),21,19.2,4.58,2.29,2,0,13.00%,6.50%,6.50%,0.243,1.12,0.283,79.20%,2.29,3.17,-0.88,sa548100
Eduardo Rodriguez,- - -,21,120,8.1,2.78,2.92,0.45,21.20%,7.30%,14.00%,0.255,1.31,0.32,69.70%,3.6,3.18,0.42,sa548722
Brian Cavazos-Galvez,Dodgers (AA),27,0.1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.19,-3.19,sa501665
Dan Wagner,White Sox (AA),25,0.1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.19,-3.19,sa501936
David Rohm,Braves (AA),24,0.1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.19,-3.19,sa548456
Jose Veras,Cubs (AA),33,4.2,5.79,3.86,1.5,0,17.70%,11.80%,5.90%,0.067,0.64,0.083,100.00%,0,3.19,-3.19,2063
Dustin Moseley,Marlins (AA),32,28,4.5,1.29,3.5,0.32,12.60%,3.60%,9.00%,0.189,0.86,0.209,55.10%,2.89,3.19,-0.29,7060
Charles Brewer,Diamondbacks (AA),26,43.1,8.72,2.91,3,0.62,24.60%,8.20%,16.40%,0.231,1.15,0.297,79.10%,2.91,3.19,-0.28,9155
Josh Ravin,Dodgers (AA),26,14.2,10.43,4.3,2.43,0.61,27.00%,11.10%,15.90%,0.214,1.3,0.29,68.20%,3.07,3.19,-0.12,sa326734
Braulio Lara,Rays (AA),25,46.2,8.87,3.66,2.42,0.39,22.00%,9.10%,12.90%,0.262,1.46,0.338,64.50%,5.01,3.19,1.83,sa506176
Greg Holle,Brewers (AA),25,35,5.66,1.54,3.67,0.51,16.80%,4.60%,12.20%,0.216,0.94,0.248,79.50%,2.31,3.19,-0.87,sa526447
Jake Thompson,Rays (AA),24,17.1,7.27,2.08,3.5,0.52,18.90%,5.40%,13.50%,0.261,1.27,0.315,78.70%,2.08,3.19,-1.11,sa526929
Kyle Anderson,Diamondbacks (AA),24,1,0,0,0,0,0.00%,0.00%,0.00%,0.333,1,0.333,100.00%,0,3.19,-3.19,sa579301
Freddie Cabrera,Dodgers (AA),24,23.1,3.47,2.31,1.5,0,9.50%,6.30%,3.20%,0.258,1.24,0.288,69.00%,2.7,3.19,-0.49,sa599291
Cody Winiarski,White Sox (AA),24,45.1,10.72,3.97,2.7,0.6,24.80%,9.20%,15.60%,0.318,1.81,0.428,50.70%,8.34,3.19,5.15,sa599873
Tyler Olson,Mariners (AA),24,125.1,7.18,1.8,4,0.57,18.90%,4.70%,14.20%,0.254,1.2,0.304,70.20%,3.52,3.19,0.33,sa658321
Sean Furney,Diamondbacks (AA),23,4,6.75,4.5,1.5,0,15.80%,10.50%,5.30%,0.412,2.25,0.5,77.80%,4.5,3.19,1.31,sa739747
Anthony Slama,Dodgers (AA),30,6,9,4.5,2,0,17.10%,8.60%,8.60%,0.419,2.67,0.52,64.70%,6,3.19,2.81,3064
Aaron Dott,Yankees (AA),26,25.1,6.04,3.2,1.89,0,16.50%,8.70%,7.80%,0.226,1.18,0.276,64.50%,3.91,3.2,0.71,sa502740
Richard Mirowski,Nationals (AA),25,13,8.31,1.38,6,0.69,20.30%,3.40%,17.00%,0.304,1.46,0.372,53.80%,6.23,3.2,3.03,sa598781
Thomas Shirley,Astros (AA),25,86.1,8.13,1.77,4.59,0.73,22.90%,5.00%,17.90%,0.199,0.93,0.242,81.60%,1.88,3.2,-1.32,sa548448
Richard James Hively,Diamondbacks (AA),25,62,7.84,4.21,1.86,0.15,20.50%,11.00%,9.50%,0.241,1.37,0.311,71.60%,2.76,3.2,-0.44,sa549748
Cole Johnson,Twins (AA),25,72.2,10.16,2.6,3.9,0.74,26.40%,6.80%,19.60%,0.248,1.27,0.328,68.50%,3.84,3.2,0.64,sa526274
Jim Fuller,Twins (AA),27,56,10.93,4.82,2.27,0.32,27.50%,12.20%,15.40%,0.225,1.39,0.322,83.30%,2.41,3.21,-0.8,sa455447
Steven Snodgrass,Giants (AA),26,131.1,5.89,2.81,2.1,0.07,15.70%,7.50%,8.20%,0.26,1.3,0.312,67.80%,3.56,3.22,0.35,sa598487
Enosil Tejeda,Indians (AA),25,55.2,9.7,2.1,4.62,0.81,26.30%,5.70%,20.60%,0.231,1.11,0.299,74.10%,3.23,3.23,0,sa547857
Jason Gurka,Orioles (AA),26,64.1,8.39,2.52,3.33,0.56,23.10%,6.90%,16.20%,0.208,1.06,0.261,76.10%,2.38,3.23,-0.85,sa455306
Steven Okert,Giants (AA),22,33,10.36,3,3.45,0.82,29.00%,8.40%,20.60%,0.2,1.06,0.266,77.90%,2.73,3.23,-0.51,sa550187
David Rollins,Astros (AA),24,78,8.88,2.54,3.5,0.81,23.30%,6.70%,16.60%,0.241,1.23,0.3,68.00%,3.81,3.24,0.57,sa455425
Ross Seaton,Astros (AA),24,17,8.47,3.18,2.67,0.53,22.50%,8.50%,14.10%,0.25,1.29,0.319,74.10%,2.65,3.24,-0.59,sa454510
Sam Gaviglio,Cardinals (AA),24,136.2,8.3,3.03,2.74,0.53,20.90%,7.60%,13.30%,0.279,1.46,0.349,65.60%,4.28,3.24,1.04,sa597888
Chris Bassitt,White Sox (AA),25,34.2,9.35,3.63,2.57,0.52,24.80%,9.70%,15.20%,0.202,1.15,0.264,81.60%,1.56,3.24,-1.69,12304
Stephen Shackleford,Mariners (AA),25,63.2,9.9,4.24,2.33,0.42,25.70%,11.00%,14.70%,0.241,1.37,0.329,77.50%,3.11,3.25,-0.14,sa549913
Jefferson Olacio,White Sox (AA),20,14.2,7.98,4.91,1.63,0,18.60%,11.40%,7.10%,0.312,1.84,0.396,60.70%,6.14,3.26,2.88,sa597055
James Needy,Padres (AA),23,145.2,6.98,3.09,2.26,0.37,18.70%,8.30%,10.50%,0.243,1.26,0.297,78.10%,2.9,3.26,-0.35,sa501496
Edwar Cabrera,Rangers (AA),26,108.1,6.98,2.66,2.63,0.5,18.70%,7.10%,11.60%,0.251,1.26,0.302,74.30%,2.99,3.26,-0.27,9211
Greg Peavey,Mets (AA),25,115,7.75,2.03,3.81,0.55,21.50%,5.70%,15.90%,0.217,1.03,0.267,74.70%,2.9,3.26,-0.36,sa392163
Sugar Ray Marimon,Royals (AA),25,21,3.86,3,1.29,0,10.80%,8.40%,2.40%,0.237,1.19,0.269,80.00%,2.14,3.26,-1.12,sa455795
Matt West,Rangers (AA),25,13.1,6.75,1.35,5,0.68,20.80%,4.20%,16.70%,0.156,0.68,0.177,100.00%,0.68,3.27,-2.6,7980
Leonel Campos,Padres (AA),26,72.1,11.82,4.73,2.5,0.75,29.60%,11.80%,17.80%,0.246,1.48,0.352,63.00%,5.6,3.27,2.33,12277
Miguel Alfredo Gonzalez,Phillies (AA),27,14.1,15.07,4.4,3.43,1.26,40.70%,11.90%,28.80%,0.192,1.19,0.308,84.50%,3.14,3.28,-0.15,15675
Edgar Ibarra,Twins (AA),25,14.1,10.05,3.14,3.2,0.63,25.00%,7.80%,17.20%,0.293,1.53,0.39,50.90%,6.91,3.28,3.62,sa456481
Mickey Storey,Blue Jays (AA),28,14.2,11.05,1.84,6,1.23,31.60%,5.30%,26.30%,0.222,1.02,0.294,90.20%,2.45,3.29,-0.83,4721
Eric Yardley,Padres (AA),23,6,10.5,6,1.75,0,28.00%,16.00%,12.00%,0.15,1.17,0.231,75.00%,3,3.29,-0.29,sa744476
Williams Perez,Braves (AA),23,133,6.36,2.64,2.41,0.27,16.90%,7.00%,9.90%,0.236,1.19,0.283,73.40%,2.91,3.29,-0.38,sa506547
Ryan Dull,Athletics (AA),24,56.1,9.75,2.4,4.07,0.96,25.50%,6.30%,19.30%,0.235,1.19,0.299,74.70%,2.88,3.3,-0.42,sa658902
Matt Ott,Red Sox (AA),24,17.2,5.6,3.57,1.57,0,13.40%,8.50%,4.90%,0.307,1.7,0.359,60.00%,6.11,3.3,2.82,sa577800
Zach Davies,Orioles (AA),21,110,8.92,2.62,3.41,0.65,23.40%,6.90%,16.60%,0.247,1.25,0.314,70.30%,3.35,3.3,0.05,sa599267
Ralston Cash,Dodgers (AA),22,8.1,10.8,6.48,1.67,0,27.00%,16.20%,10.80%,0.167,1.32,0.25,75.00%,3.24,3.31,-0.07,sa548277
Johnny Barbato,Padres (AA),21,31.1,9.48,2.87,3.3,0.86,25.60%,7.80%,17.80%,0.22,1.15,0.281,76.20%,2.87,3.31,-0.44,sa548328
Mark Peterson,Royals (AA),23,15.2,8.04,3.45,2.33,0.57,20.90%,9.00%,11.90%,0.262,1.4,0.326,92.20%,1.72,3.31,-1.59,sa659558
Stephen Kohlscheen,Mariners (AA),25,32,9.28,1.13,8.25,1.13,25.40%,3.10%,22.30%,0.25,1.09,0.31,86.00%,2.25,3.31,-1.06,sa502700
P.J. Walters,Blue Jays (AA),29,52,8.65,1.73,5,0.87,23.80%,4.80%,19.10%,0.236,1.1,0.292,74.50%,2.6,3.32,-0.72,9557
Tim Dillard,Brewers (AA),30,60.1,7.91,2.39,3.31,0.45,21.40%,6.50%,14.90%,0.197,0.99,0.246,67.90%,3.13,3.32,-0.19,5518
Collin Cargill,Marlins (AA),26,36.1,4.71,2.48,1.9,0.25,12.00%,6.30%,5.70%,0.23,1.21,0.258,54.00%,3.22,3.32,-0.1,sa598617
Anthony Desclafani,Marlins (AA),24,43,7.95,2.09,3.8,0.84,21.70%,5.70%,16.00%,0.273,1.28,0.333,70.90%,4.19,3.33,0.86,13050
Grayson Garvin,Rays (AA),24,74,7.3,1.82,4,0.61,19.70%,4.90%,14.80%,0.27,1.23,0.327,72.50%,3.77,3.34,0.43,sa526542
Jesus Castillo,Athletics (AA),30,13.2,5.93,3.95,1.5,0,15.30%,10.20%,5.10%,0.231,1.32,0.279,68.40%,3.95,3.34,0.61,sa287103
Nelson Gonzalez,Rockies (AA),24,67.1,7.22,3.48,2.08,0.4,18.60%,8.90%,9.60%,0.24,1.32,0.291,59.90%,4.14,3.34,0.8,sa506311
Tyler Pill,Mets (AA),24,124.2,8.66,2.09,4.14,0.79,23.60%,5.70%,17.90%,0.241,1.16,0.301,69.90%,3.83,3.35,0.48,sa577757
Michael Dimock,- - -,24,57,9.63,2.68,3.59,0.95,25.10%,7.00%,18.10%,0.246,1.26,0.312,64.00%,3.47,3.35,0.13,sa526011
Bruce Billings,Yankees (AA),28,1,0,0,0,0,0.00%,0.00%,0.00%,0.5,2,0.5,100.00%,0,3.35,-3.35,3044
Bryan Price,Indians (AA),27,10,14.4,1.8,8,1.8,41.00%,5.10%,35.90%,0.189,0.9,0.263,96.80%,1.8,3.35,-1.55,8436
Peter Hissey,Red Sox (AA),24,1,0,0,0,0,0.00%,0.00%,0.00%,0.4,2,0.4,50.00%,9,3.35,5.65,sa454542
Derek Law,Giants (AA),23,28,9.32,4.5,2.07,0.32,25.70%,12.40%,13.30%,0.194,1.18,0.265,79.80%,2.57,3.35,-0.78,sa502368
Colin Bates,Nationals (AA),26,87.1,5.15,1.55,3.33,0.41,13.40%,4.00%,9.40%,0.288,1.35,0.326,68.80%,3.81,3.35,0.46,sa503210
Chris Manno,Nationals (AA),25,5.1,10.13,6.75,1.5,0,25.00%,16.70%,8.30%,0.15,1.31,0.214,57.10%,3.38,3.35,0.02,sa503241
Brock Stassi,Phillies (AA),24,1.1,0,0,0,0,0.00%,0.00%,0.00%,0.333,1.5,0.333,100.00%,0,3.35,-3.35,sa526362
Dan Fiorito,Yankees (AA),23,1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.35,-3.35,sa732908
Jeffrey Inman,Pirates (AA),26,24.2,6.57,4.01,1.64,0,18.20%,11.10%,7.10%,0.207,1.18,0.261,90.00%,1.09,3.35,-2.26,sa328057
Brody Colvin,Phillies (AA),23,3,9,6,1.5,0,25.00%,16.70%,8.30%,0.2,1.33,0.286,100.00%,0,3.35,-3.35,sa501521
Matthew Bowman,Mets (AA),23,98.1,8.42,2.47,3.41,0.64,22.10%,6.50%,15.60%,0.264,1.31,0.331,71.40%,3.11,3.35,-0.24,sa658240
Michael Thomas,Dodgers (AA),25,59.1,11.53,6.22,1.85,0.46,28.50%,15.40%,13.10%,0.226,1.55,0.327,79.70%,2.73,3.36,-0.63,sa599576
Jeff Ibarra,Padres (AA),26,41.2,10.8,3.24,3.33,1.08,27.90%,8.40%,19.60%,0.25,1.34,0.33,83.70%,2.59,3.36,-0.77,sa502106
Steve Smith,Dodgers (AA),28,45.2,5.52,2.96,1.87,0.2,14.70%,7.90%,6.80%,0.208,1.12,0.243,71.70%,2.76,3.36,-0.6,sa456605
Ryan Weber,Braves (AA),23,101.1,5.51,1.42,3.88,0.62,14.20%,3.70%,10.60%,0.308,1.43,0.349,63.90%,4.53,3.36,1.17,sa455204
Jake Thompson,- - -,20,46.2,9.84,4.24,2.32,0.58,26.20%,11.30%,14.90%,0.222,1.29,0.299,79.60%,3.09,3.37,-0.28,sa657978
Ryan Kussmaul,White Sox (AA),27,16.1,9.37,2.76,3.4,0.55,22.70%,6.70%,16.00%,0.269,1.41,0.347,65.00%,4.96,3.37,1.59,sa554616
Shawn Morimando,Indians (AA),21,56.1,6.07,2.72,2.24,0.32,15.50%,6.90%,8.50%,0.275,1.42,0.323,63.50%,3.83,3.37,0.46,sa599725
Martire Garcia,Rangers (AA),24,19.2,10.07,4.12,2.44,0.46,26.50%,10.80%,15.70%,0.169,1.07,0.229,92.90%,1.37,3.37,-2,sa455802
Nick Hill,Mariners (AA),29,20.2,10.45,4.79,2.18,0.44,23.30%,10.70%,12.60%,0.311,1.89,0.415,58.10%,6.97,3.38,3.59,sa390200
Frankie Montas,White Sox (AA),21,5,1.8,1.8,1,0,5.90%,5.90%,0.00%,0.063,0.4,0.067,50.00%,0,3.39,-3.39,sa551258
Jose Urena,Marlins (AA),22,162,6.72,1.61,4.17,0.78,18.60%,4.50%,14.10%,0.25,1.14,0.29,72.70%,3.33,3.39,-0.06,sa506871
Nick Wittgren,Marlins (AA),23,66,7.64,1.91,4,0.82,20.00%,5.00%,15.00%,0.277,1.32,0.332,72.00%,3.55,3.4,0.15,sa621793
Malcom Culver,Royals (AA),24,61.1,8.36,4.11,2.04,0.44,20.70%,10.20%,10.60%,0.275,1.55,0.348,67.20%,4.4,3.41,0.99,sa454968
Neil Holland,Nationals (AA),25,67,8.06,2.69,3,0.54,21.70%,7.30%,14.50%,0.226,1.15,0.282,70.30%,3.22,3.41,-0.19,sa548553
Guido Knudson,Tigers (AA),24,61.1,9.68,3.82,2.54,0.59,24.80%,9.80%,15.00%,0.269,1.47,0.357,70.60%,4.26,3.42,0.84,sa599005
Timothy Adleman,Reds (AA),26,79,7.86,2.28,3.45,0.8,22.00%,6.40%,15.60%,0.24,1.14,0.292,77.90%,2.85,3.43,-0.58,sa549677
Jon Gray,Rockies (AA),22,124.1,8.18,2.97,2.76,0.72,22.20%,8.10%,14.20%,0.231,1.19,0.285,68.10%,3.91,3.43,0.48,sa549112
Jimmy Patterson,Rays (AA),25,64,7.31,1.69,4.33,0.84,19.40%,4.50%,14.90%,0.264,1.23,0.311,71.60%,4.08,3.44,0.64,sa546805
Deck Mcguire,Blue Jays (AA),25,60.1,7.01,2.54,2.76,0.45,18.30%,6.60%,11.70%,0.245,1.24,0.294,67.80%,2.98,3.44,-0.45,sa548174
Justin Nicolino,Marlins (AA),22,170.1,4.28,1.06,4.05,0.53,11.80%,2.90%,8.90%,0.245,1.07,0.267,68.80%,2.85,3.44,-0.59,sa548278
Kevin Vance,White Sox (AA),23,62.1,8.81,4.33,2.03,0.43,22.80%,11.20%,11.60%,0.247,1.41,0.322,68.00%,4.48,3.44,1.03,sa577745
Taylor Jungmann,Brewers (AA),24,52,7.96,2.6,3.07,0.69,20.90%,6.80%,14.10%,0.257,1.29,0.316,76.10%,2.77,3.46,-0.69,sa455475
Adys Portillo,Padres (AA),22,55.2,10.99,6.95,1.58,0.32,27.40%,17.30%,10.10%,0.215,1.56,0.311,76.00%,3.23,3.46,-0.23,sa503004
Matthew Branham,Padres (AA),26,87.1,7.63,2.78,2.74,0.72,19.80%,7.20%,12.60%,0.273,1.39,0.33,69.80%,4.02,3.46,0.56,sa503734
Juan Minaya,Astros (AA),23,8.2,11.42,4.15,2.75,1.04,29.00%,10.50%,18.40%,0.265,1.5,0.364,86.20%,3.12,3.47,-0.35,sa503614
Mike Colla,Rays (AA),27,144,7.38,2.5,2.95,0.69,18.70%,6.30%,12.40%,0.297,1.49,0.357,62.90%,4.38,3.48,0.9,sa454777
Aaron Blair,Diamondbacks (AA),22,46.1,8.94,3.11,2.88,0.78,25.30%,8.80%,16.50%,0.183,0.99,0.228,87.30%,1.94,3.49,-1.55,sa549491
Alex Wimmers,Twins (AA),25,21.2,11.22,2.49,4.5,1.25,30.30%,6.70%,23.60%,0.229,1.15,0.302,76.90%,3.74,3.49,0.25,sa526352
J.R. Graham,Braves (AA),24,71.1,6.31,3.28,1.92,0.25,15.70%,8.20%,7.50%,0.275,1.47,0.328,59.20%,5.55,3.5,2.06,sa579841
Andrew Mckirahan,Cubs (AA),24,28.2,7.53,1.88,4,0.94,20.50%,5.10%,15.40%,0.252,1.19,0.298,70.50%,3.45,3.5,-0.05,sa577864
Murphy Smith,Athletics (AA),26,85.2,6.51,3.26,2,0.42,17.40%,8.70%,8.70%,0.262,1.34,0.314,64.40%,4.73,3.51,1.22,sa501722
