Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Aaron Blair,Diamondbacks (A),22,35.2,11.1,3.53,3.14,0.5,29.30%,9.30%,20.00%,0.185,1.09,0.258,56.50%,4.04,3.01,1.03,sa549491
Justin Thomas,Nationals (A),23,71.1,8.07,1.39,5.82,0.38,22.00%,3.80%,18.20%,0.24,1.08,0.303,70.70%,2.78,3.01,-0.24,sa738724
Francisco Gracesqui,Blue Jays (A),22,21.1,11.81,3.8,3.11,0.42,30.10%,9.70%,20.40%,0.256,1.41,0.377,88.20%,2.11,3.02,-0.91,sa659316
Mitch Horacek,Orioles (A),22,137.1,9.9,2.29,4.31,0.52,26.00%,6.00%,20.00%,0.257,1.27,0.343,63.20%,3.8,3.02,0.78,sa550295
David Putman,White Sox (A),24,23,12.52,5.87,2.13,0,27.80%,13.00%,14.80%,0.296,1.91,0.439,78.30%,3.13,3.02,0.11,sa659703
Alan Busenitz,Angels (A),23,69.2,8.01,2.71,2.95,0.26,22.10%,7.50%,14.60%,0.212,1.09,0.272,79.50%,1.94,3.03,-1.09,sa738393
Jonathan Aro,Red Sox (A),23,67.1,9.89,2.94,3.36,0.4,26.70%,7.90%,18.80%,0.206,1.1,0.278,68.30%,2.27,3.04,-0.76,sa600262
DJ Snelten,Giants (A),22,29.1,9.82,4.91,2,0,25.40%,12.70%,12.70%,0.218,1.36,0.308,90.00%,1.23,3.04,-1.81,sa549813
Will Locante,Diamondbacks (A),24,53,9.68,3.91,2.48,0.17,26.80%,10.80%,16.00%,0.166,1.02,0.233,77.30%,1.53,3.05,-1.52,sa577888
Bennett Parry,Orioles (A),22,37.2,10.75,4.06,2.65,0.24,27.30%,10.30%,17.00%,0.219,1.3,0.31,66.50%,2.63,3.06,-0.43,sa599520
John Richy,Dodgers (A),21,16.1,7.71,3.86,2,0,20.30%,10.10%,10.10%,0.226,1.29,0.292,81.00%,1.65,3.06,-1.4,sa828800
Elliot Morris,Angels (A),22,40,9.9,2.93,3.38,0.45,27.30%,8.10%,19.30%,0.199,1.05,0.27,72.80%,2.25,3.06,-0.81,sa737798
Tyler Danish,White Sox (A),19,38,5.92,2.37,2.5,0,17.10%,6.90%,10.30%,0.206,1,0.252,79.00%,0.71,3.06,-2.35,sa737562
Daniel Child,Phillies (A),21,9.2,12.1,6.52,1.86,0,23.20%,12.50%,10.70%,0.327,2.38,0.444,34.80%,11.17,3.07,8.1,sa550331
Chad Green,Tigers (A),23,130.1,8.63,1.93,4.46,0.55,23.90%,5.40%,18.60%,0.246,1.14,0.315,71.70%,3.11,3.08,0.03,sa550041
Kyle Freeland,Rockies (A),21,21.2,7.48,1.66,4.5,0.42,22.00%,4.90%,17.10%,0.18,0.83,0.22,84.30%,0.83,3.08,-2.25,sa599746
Michael Sylvestri,Nationals (A),24,10,10.8,1.8,6,0.9,27.90%,4.70%,23.30%,0.268,1.3,0.357,51.70%,6.3,3.09,3.21,sa738600
Connor Kaden,Giants (A),21,10,6.3,2.7,2.33,0,15.90%,6.80%,9.10%,0.342,1.7,0.412,70.60%,3.6,3.09,0.51,sa829437
Yean Carlos Gil,Braves (A),23,126.1,6.63,1.85,3.58,0.21,18.20%,5.10%,13.10%,0.242,1.13,0.295,64.60%,3.35,3.09,0.26,sa550678
Steven Brault,Orioles (A),22,130,7.96,1.94,4.11,0.28,22.20%,5.40%,16.80%,0.223,1.04,0.286,70.30%,3.05,3.09,-0.05,sa737937
Phillip Kish,Blue Jays (A),24,61.2,7.01,1.61,4.36,0.44,19.00%,4.40%,14.60%,0.252,1.17,0.304,70.80%,2.77,3.1,-0.32,sa739666
Pete Perez,Braves (A),23,57.2,9.21,2.34,3.93,0.47,23.50%,6.00%,17.50%,0.269,1.35,0.349,66.00%,3.28,3.1,0.18,sa825570
Jason Garcia,Red Sox (A),21,35.2,9.34,4.29,2.18,0,24.50%,11.30%,13.30%,0.235,1.35,0.326,68.00%,3.79,3.11,0.68,sa549288
Francisco Carrillo,Cubs (A),24,13.1,10.8,4.73,2.29,0,28.10%,12.30%,15.80%,0.188,1.2,0.281,88.90%,1.35,3.11,-1.76,sa659553
Andre Wheeler,White Sox (A),22,98.1,10.16,2.93,3.47,0.46,27.30%,7.90%,19.40%,0.23,1.19,0.315,73.00%,2.84,3.12,-0.28,sa549578
Carlos Alvarado,Giants (A),24,62,7.98,1.89,4.23,0.44,22.30%,5.30%,17.00%,0.202,0.97,0.251,68.70%,2.03,3.12,-1.09,sa505053
Tom Jameson,Diamondbacks (A),22,46.2,7.14,0.96,7.4,0.58,19.40%,2.60%,16.80%,0.27,1.18,0.324,65.60%,4.05,3.12,0.93,sa739877
John Mincone,Mets (A),24,54.2,7.57,2.8,2.71,0.16,18.30%,6.80%,11.50%,0.308,1.63,0.38,64.30%,4.61,3.13,1.48,sa501666
Miguel Del Pozo,Marlins (A),21,66,11.59,2.59,4.47,0.68,31.10%,7.00%,24.20%,0.238,1.18,0.342,61.00%,4.91,3.13,1.78,sa597267
Tyler Herb,Mariners (A),22,22.2,9.53,2.38,4,0.4,23.30%,5.80%,17.50%,0.287,1.46,0.377,75.10%,3.57,3.13,0.44,sa829625
Blake Snell,Rays (A),21,40.1,9.37,4.24,2.21,0.22,26.10%,11.80%,14.30%,0.183,1.12,0.253,80.30%,1.79,3.14,-1.35,sa597786
Sam Alvis,Marlins (A),22,18,8,4,2,0,21.10%,10.50%,10.50%,0.25,1.39,0.327,56.00%,3,3.14,-0.14,sa738221
Cole Swanson,Angels (A),22,49.2,12.5,4.17,3,0.72,33.50%,11.20%,22.30%,0.191,1.17,0.282,64.90%,4.35,3.14,1.21,sa708210
Joey Wagman,Athletics (A),22,26.1,10.59,2.39,4.43,0.68,26.70%,6.00%,20.70%,0.243,1.25,0.324,62.10%,5.13,3.14,1.98,sa738171
David Napoli,Nationals (A),23,32,8.72,4.22,2.07,0,24.00%,11.60%,12.40%,0.168,1.06,0.232,74.30%,2.53,3.15,-0.62,sa737917
Mark Shannon,Angels (A),23,3,6,3,2,0,13.30%,6.70%,6.70%,0.357,2,0.417,66.70%,6,3.15,2.85,sa738337
Andrew Anderson,Phillies (A),20,44,9.41,3.07,3.07,0.2,23.70%,7.70%,16.00%,0.264,1.39,0.354,69.70%,3.68,3.15,0.53,sa658613
Wander Suero,Nationals (A),22,72,7.75,1.38,5.64,0.38,22.00%,3.90%,18.10%,0.224,0.97,0.281,75.60%,2.13,3.16,-1.03,sa548041
Lucas Giolito,Nationals (A),19,98,10.1,2.57,3.93,0.64,28.50%,7.30%,21.20%,0.196,1,0.263,79.60%,2.2,3.16,-0.95,sa657908
Emilio Pagan,Mariners (A),19,56,9.96,2.25,4.43,0.64,27.40%,6.20%,21.20%,0.207,1.02,0.275,75.80%,2.89,3.16,-0.27,sa737885
Angel Rincon,Yankees (A),21,68.2,7.34,2.36,3.11,0.26,20.10%,6.50%,13.70%,0.216,1.08,0.269,69.30%,3.01,3.16,-0.15,sa550535
Chad Thompson,Brewers (A),23,25,7.92,4.32,1.83,0,18.30%,10.00%,8.30%,0.324,1.88,0.407,66.00%,5.04,3.16,1.88,sa501967
Brady Feigl,Braves (A),23,43.2,7.63,1.85,4.11,0.41,19.20%,4.70%,14.50%,0.268,1.33,0.326,67.60%,3.5,3.17,0.33,sa824867
Kevin Mccoy,Mariners (A),22,29,9.31,4.97,1.88,0,24.60%,13.10%,11.50%,0.2,1.28,0.28,57.90%,4.34,3.17,1.17,sa188706
Zach Reininger,Tigers (A),21,56.2,9.21,2.7,3.41,0.48,25.20%,7.40%,17.80%,0.2,1.04,0.262,76.10%,2.54,3.18,-0.64,sa737896
Jacob Zokan,Mariners (A),23,20.1,7.52,1.77,4.25,0.44,19.50%,4.60%,14.90%,0.293,1.38,0.359,83.30%,2.21,3.19,-0.98,sa737880
Tyler Rogers,Giants (A),23,17.2,5.6,2.55,2.2,0,16.70%,7.60%,9.10%,0.164,0.85,0.2,86.70%,1.02,3.19,-2.17,sa739036
Kyle Hooper,Dodgers (A),23,41,11.85,3.95,3,0.66,31.60%,10.50%,21.10%,0.211,1.22,0.305,79.10%,3.07,3.19,-0.12,sa502347
Joshua Mcelwee,Rangers (A),25,36,14.25,3.5,4.07,1,35.90%,8.80%,27.00%,0.245,1.36,0.378,70.50%,4.25,3.2,1.05,sa658524
Brady Dragmire,Blue Jays (A),21,77.1,5.24,1.05,5,0.23,14.40%,2.90%,11.50%,0.234,1.02,0.27,62.80%,2.91,3.2,-0.29,sa598911
Cody Kukuk,Red Sox (A),21,24,10.88,4.5,2.42,0.38,30.20%,12.50%,17.70%,0.214,1.25,0.315,83.90%,1.88,3.21,-1.34,sa601045
Mike Adams,Red Sox (A),23,51,8.65,1.59,5.44,0.71,23.10%,4.30%,18.90%,0.212,1.02,0.26,71.10%,2.82,3.21,-0.39,sa737839
German Marquez,Rays (A),19,98,8.72,2.66,3.28,0.46,23.90%,7.30%,16.60%,0.227,1.14,0.294,67.00%,3.21,3.22,-0.01,sa656016
Robbie Aviles,Indians (A),22,84.2,5.21,1.17,4.45,0.21,14.50%,3.20%,11.20%,0.227,0.99,0.262,65.40%,2.55,3.24,-0.69,sa548357
Kelvin Vasquez,Rangers (A),21,51.2,10.1,3.14,3.22,0.35,26.50%,8.20%,18.30%,0.226,1.2,0.311,64.40%,4.35,3.24,1.12,sa602917
Cody Forsythe,Phillies (A),23,29.1,7.67,1.84,4.17,0.31,19.70%,4.70%,15.00%,0.237,1.16,0.294,73.00%,2.45,3.25,-0.79,sa738372
Jose Amezcua,Reds (A),23,46,8.8,4.11,2.14,0.2,22.20%,10.30%,11.80%,0.26,1.48,0.341,59.20%,5.09,3.25,1.84,sa548382
Ismael Guillon,Reds (A),22,65.1,9.51,3.72,2.56,0.41,27.40%,10.70%,16.70%,0.183,1.04,0.25,64.80%,3.17,3.26,-0.09,sa550236
Domingo German,Marlins (A),21,123.1,8.25,1.82,4.52,0.44,22.40%,5.00%,17.50%,0.248,1.14,0.315,75.90%,2.48,3.26,-0.78,sa548637
Jimmy Yacabonis,Orioles (A),22,25.1,11.01,5.33,2.07,0,31.00%,15.00%,16.00%,0.11,0.95,0.177,88.90%,1.07,3.27,-2.2,sa738301
Jen-Ho Tseng,Cubs (A),19,105,7.29,1.29,5.67,0.6,21.30%,3.80%,17.50%,0.2,0.87,0.239,77.50%,2.4,3.28,-0.88,sa724018
Rob Kaminsky,Cardinals (A),19,100.2,7.06,2.77,2.55,0.18,19.40%,7.60%,11.80%,0.192,1.01,0.239,77.00%,1.88,3.28,-1.4,sa737532
Luis Santos,Royals (A),23,46,6.65,0.98,6.8,0.59,19.30%,2.80%,16.50%,0.193,0.83,0.224,79.90%,1.76,3.28,-1.52,sa601624
Brandon Bixler,Twins (A),22,74,9.36,4.5,2.08,0.24,25.60%,12.30%,13.30%,0.186,1.16,0.255,73.60%,2.68,3.3,-0.62,sa708433
Frank Lopez,Rangers (A),20,73.1,9.82,2.82,3.48,0.49,25.90%,7.40%,18.50%,0.246,1.25,0.332,79.00%,2.82,3.3,-0.48,sa597434
Mark Leiter,Phillies (A),23,84.1,9.07,2.35,3.86,0.53,23.20%,6.00%,17.20%,0.268,1.34,0.345,63.10%,4.38,3.3,1.07,sa738283
Michael Feliz,Astros (A),21,102.2,9.73,3.24,3,0.53,25.20%,8.40%,16.80%,0.261,1.37,0.348,67.60%,4.03,3.31,0.72,sa557309
John Gant,Mets (A),21,123,8.34,2.93,2.85,0.37,22.40%,7.80%,14.50%,0.229,1.2,0.293,72.00%,2.56,3.31,-0.75,sa599212
Nick Routt,Reds (A),23,17.1,7.27,2.08,3.5,0.52,20.60%,5.90%,14.70%,0.219,1.04,0.265,66.30%,3.12,3.31,-0.2,sa621594
Sean Newcomb,Angels (A),21,11.2,11.57,3.86,3,0.77,28.90%,9.60%,19.20%,0.277,1.54,0.387,54.20%,6.94,3.31,3.63,sa709548
Frederick Tiburcio,Astros (A),23,41.1,10.23,3.05,3.36,0.65,27.50%,8.20%,19.30%,0.2,1.09,0.267,65.40%,3.05,3.32,-0.27,sa505478
Justin Brantley,Indians (A),23,41.1,10.23,3.27,3.13,0.65,27.80%,8.90%,18.90%,0.203,1.11,0.272,93.50%,1.31,3.32,-2.01,sa829414
Justin Kamplain,Yankees (A),21,22.2,8.34,4.37,1.91,0,22.10%,11.60%,10.50%,0.205,1.24,0.274,75.90%,2.78,3.32,-0.54,sa599231
Eric Ruth,Yankees (A),23,46,10.96,2.74,4,0.78,28.70%,7.20%,21.50%,0.257,1.3,0.353,81.60%,2.93,3.33,-0.39,sa621786
Jake Walsh,Nationals (A),23,31,7.84,2.9,2.7,0.29,22.00%,8.10%,13.80%,0.152,0.87,0.191,79.00%,1.45,3.33,-1.88,sa738954
Alex Santana,Orioles (A),22,27.2,11.39,2.6,4.38,0.98,30.70%,7.00%,23.70%,0.217,1.12,0.294,63.40%,4.55,3.33,1.22,sa550550
Miller Diaz,Mets (A),22,68,10.46,3.57,2.93,0.4,28.70%,9.80%,18.90%,0.183,1.04,0.258,80.00%,2.25,3.34,-1.09,sa504858
Andrew Waszak,Braves (A),23,4,11.25,4.5,2.5,0,21.70%,8.70%,13.00%,0.4,2.5,0.533,54.60%,11.25,3.34,7.91,sa738314
Robert Gsellman,Mets (A),20,116.1,7.12,2.63,2.71,0.15,18.40%,6.80%,11.60%,0.267,1.34,0.331,75.80%,2.55,3.34,-0.78,sa599041
Clint Terry,Brewers (A),22,76,8.29,3.08,2.69,0.36,22.00%,8.20%,13.80%,0.229,1.21,0.293,79.50%,2.49,3.34,-0.85,sa659044
Gerardo Concepcion,Cubs (A),22,41.2,8.21,3.24,2.53,0.22,21.40%,8.40%,12.90%,0.239,1.27,0.308,68.40%,3.89,3.34,0.55,sa650876
Cody Davis,Nationals (A),23,17.1,8.31,2.08,4,0.52,22.20%,5.60%,16.70%,0.269,1.27,0.34,69.40%,3.63,3.36,0.28,sa605405
Anthony Banda,- - -,20,118.2,8.87,3.41,2.6,0.46,23.20%,8.90%,14.30%,0.253,1.36,0.328,75.00%,3.03,3.36,-0.32,sa599510
Carlos Estevez,Rockies (A),21,53.1,8.44,1.86,4.55,0.68,22.10%,4.90%,17.30%,0.29,1.37,0.363,58.50%,4.73,3.36,1.36,sa598491
Kevin Herget,Cardinals (A),23,67.1,11.36,3.61,3.15,0.8,29.80%,9.50%,20.40%,0.23,1.28,0.319,73.80%,2.81,3.37,-0.56,sa738986
Cody Hebner,Padres (A),23,42.2,9.7,2.95,3.29,0.63,23.80%,7.30%,16.60%,0.283,1.5,0.367,55.00%,4.64,3.37,1.27,sa597962
Nick Jones,Giants (A),22,4.2,9.64,5.79,1.67,0,25.00%,15.00%,10.00%,0.177,1.29,0.25,100.00%,0,3.37,-3.37,sa738886
Andrew Brockett,Royals (A),21,18.2,6.75,3.86,1.75,0,17.70%,10.10%,7.60%,0.197,1.18,0.246,77.30%,1.45,3.37,-1.93,sa738265
Jonathan Martinez,- - -,20,129.2,7.36,1.46,5.05,0.69,20.20%,4.00%,16.20%,0.264,1.18,0.317,75.20%,3.26,3.38,-0.12,sa600287
Scott Silverstein,Blue Jays (A),24,64,9.42,3.8,2.48,0.28,22.80%,9.20%,13.60%,0.269,1.52,0.356,70.20%,4.08,3.39,0.69,sa709606
Joey Denato,Phillies (A),22,26,8.31,3.46,2.4,0.35,22.90%,9.50%,13.30%,0.253,1.31,0.329,82.80%,1.38,3.39,-2.01,sa621650
Justin Livengood,Padres (A),24,83.1,9.07,3.24,2.8,0.54,23.60%,8.40%,15.20%,0.241,1.3,0.311,72.80%,3.46,3.4,0.06,sa737890
Angelo Leclerc,Rangers (A),22,65.2,9.73,3.29,2.96,0.55,25.30%,8.50%,16.70%,0.247,1.32,0.328,83.90%,2.33,3.4,-1.07,sa551970
Dylan Covey,Athletics (A),22,101,6.24,2.32,2.69,0.27,16.80%,6.20%,10.60%,0.257,1.24,0.307,56.40%,4.81,3.41,1.41,sa548176
Seon Gi Kim,Mariners (A),22,80,7.88,2.36,3.33,0.56,21.00%,6.30%,14.70%,0.254,1.25,0.314,71.60%,3.04,3.41,-0.37,sa549629
Jacob Dahlstrand,Red Sox (A),22,73.2,6.6,2.44,2.7,0.24,17.30%,6.40%,10.90%,0.26,1.29,0.313,72.50%,2.93,3.41,-0.48,sa548492
Aaron Slegers,Twins (A),21,113.1,7.15,1.59,4.5,0.56,19.00%,4.20%,14.80%,0.265,1.22,0.318,58.40%,4.53,3.41,1.11,sa737811
Hunter Harvey,Orioles (A),19,87.2,10.88,3.39,3.21,0.51,29.00%,9.00%,20.00%,0.206,1.13,0.291,68.90%,3.18,3.42,-0.23,sa737510
Ricardo Pereira,Mariners (A),23,15.1,4.7,2.35,2,0,13.60%,6.80%,6.80%,0.167,0.85,0.196,85.70%,1.17,3.42,-2.25,sa504802
Philip Walby,Yankees (A),21,36.2,12.52,7.85,1.59,0,29.70%,18.60%,11.10%,0.193,1.61,0.303,57.60%,4.66,3.42,1.24,sa550369
Trevor Foss,Angels (A),24,48.2,8.51,3.7,2.3,0.37,23.20%,10.10%,13.10%,0.209,1.17,0.271,72.50%,2.77,3.42,-0.65,sa738304
Chaz Hebert,Yankees (A),21,65,7.89,3.6,2.19,0.28,20.60%,9.40%,11.20%,0.247,1.35,0.313,72.80%,2.49,3.43,-0.94,sa599381
Christian Jones,Giants (A),23,110.2,8.13,2.11,3.85,0.49,22.00%,5.70%,16.30%,0.229,1.1,0.288,62.80%,3.33,3.43,-0.1,sa578007
Evan Grills,Astros (A),22,76.2,5.52,1.29,4.27,0.47,15.20%,3.60%,11.70%,0.284,1.24,0.327,75.50%,2.7,3.45,-0.75,sa548475
Alex Reyes,Cardinals (A),19,109.1,11.28,5.02,2.25,0.49,29.50%,13.10%,16.30%,0.205,1.31,0.295,66.90%,3.62,3.45,0.17,sa739551
Ryan Newell,Marlins (A),23,109.2,7.71,1.72,4.48,0.66,20.90%,4.70%,16.30%,0.258,1.19,0.315,69.80%,3.36,3.45,-0.08,sa658029
Giovanny Gallegos,Yankees (A),22,88.2,9.24,1.93,4.79,0.81,23.30%,4.90%,18.40%,0.293,1.43,0.37,62.30%,4.57,3.45,1.12,sa659493
Robert Whalen,Mets (A),20,62.2,7.61,2.73,2.79,0.29,20.80%,7.50%,13.30%,0.191,1.01,0.239,76.70%,2.01,3.46,-1.45,sa658189
Justin Amlung,Cubs (A),24,46.2,7.71,1.35,5.71,0.77,22.60%,4.00%,18.60%,0.202,0.88,0.242,93.60%,1.54,3.46,-1.92,sa602580
Sebastian Vader,Orioles (A),22,83,5.96,1.63,3.67,0.43,16.20%,4.40%,11.80%,0.244,1.13,0.283,70.50%,3.04,3.47,-0.43,sa549374
Joan Gregorio,Giants (A),22,68,8.6,3.57,2.41,0.26,22.90%,9.50%,13.40%,0.198,1.13,0.26,61.90%,3.57,3.47,0.1,sa547815
John Omahen,Diamondbacks (A),25,65.1,6.34,1.38,4.6,0.55,17.00%,3.70%,13.30%,0.252,1.15,0.293,62.20%,3.72,3.47,0.25,sa598616
Trent Blank,Rockies (A),24,61.2,7.15,1.46,4.9,0.58,20.90%,4.30%,16.60%,0.198,0.88,0.237,73.90%,2.48,3.47,-0.99,sa658807
Edwin Diaz,Mariners (A),20,116.1,8.59,3.25,2.64,0.39,23.00%,8.70%,14.30%,0.223,1.19,0.289,69.50%,3.33,3.48,-0.15,sa657938
James Smith,Rangers (A),22,125,9,2.74,3.29,0.65,22.80%,6.90%,15.90%,0.257,1.35,0.325,66.90%,3.67,3.48,0.19,sa658490
Darryl George,Rays (A),21,0.2,0,0,0,0,0.00%,0.00%,0.00%,0.333,1.5,0.333,100.00%,0,3.48,-3.48,sa598695
Nick Valenza,Mariners (A),21,19.2,6.86,3.66,1.88,0,16.50%,8.80%,7.70%,0.272,1.53,0.333,65.60%,2.75,3.48,-0.74,sa598922
Brandon Trinkwon,Dodgers (A),22,0.2,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.48,-3.48,sa709596
Nathan Dorris,Cubs (A),23,21.2,8.72,5.82,1.5,0,23.10%,15.40%,7.70%,0.182,1.29,0.25,75.00%,2.49,3.48,-0.99,sa503606
Lonnie Kauppila,Mariners (A),22,1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.48,-3.48,sa550180
Evan Mitchell,Reds (A),22,32,8.16,3.66,2.23,0.28,21.20%,9.50%,11.70%,0.246,1.34,0.315,61.90%,4.22,3.48,0.73,sa708969
Ricky Nolasco,Twins (A),31,9.1,7.71,0.96,8,0.96,21.10%,2.60%,18.40%,0.27,1.18,0.321,83.30%,2.89,3.48,-0.59,3830
Colby Blueburg,Padres (A),21,3,9,6,1.5,0,21.40%,14.30%,7.10%,0.25,1.67,0.333,100.00%,0,3.48,-3.48,sa830501
Jandel Gustave,Astros (A),21,79,9.34,3.3,2.83,0.34,22.10%,7.80%,14.30%,0.286,1.56,0.373,59.90%,5.01,3.5,1.52,sa550624
Brandon Barker,Braves (A),21,34.1,8.39,3.15,2.67,0.26,20.90%,7.80%,13.10%,0.285,1.49,0.365,72.80%,3.93,3.5,0.43,sa829237
Hector Hernandez,Diamondbacks (A),23,62.2,7.32,2.15,3.4,0.57,18.90%,5.60%,13.30%,0.269,1.32,0.323,54.20%,3.45,3.5,-0.05,sa501640
Delvi Francisco,Phillies (A),21,38,9.24,4.97,1.86,0,21.00%,11.30%,9.70%,0.267,1.68,0.353,39.70%,8.29,3.51,4.78,sa547825
William Gabay,Rays (A),22,42.1,8.29,1.49,5.57,0.85,23.90%,4.30%,19.60%,0.227,0.99,0.279,88.50%,2.13,3.51,-1.38,sa658273
Roberto Espinoza,Blue Jays (A),22,70,9.26,4.63,2,0.26,22.60%,11.30%,11.30%,0.263,1.56,0.348,66.20%,4.37,3.51,0.86,sa504950
Todd Van Steensel,Twins (A),23,34.2,11.68,2.34,5,1.04,33.10%,6.60%,26.50%,0.187,0.92,0.257,100.00%,1.3,3.51,-2.22,sa505234
Chuck Buchanan,Braves (A),23,30.2,8.22,4.7,1.75,0,20.30%,11.60%,8.70%,0.258,1.53,0.337,65.30%,3.23,3.52,-0.29,sa738240
Tyler Ihrig,Cubs (A),22,27.1,6.59,1.65,4,0.66,18.50%,4.60%,13.90%,0.233,1.06,0.272,84.00%,2.3,3.52,-1.22,sa738252
Jordan Guerrero,White Sox (A),20,78,9.23,3.12,2.96,0.58,23.80%,8.00%,15.80%,0.265,1.38,0.344,75.00%,3.46,3.52,-0.06,sa658262
Josue Montanez,Twins (A),22,56.2,9.21,4.29,2.15,0.32,22.10%,10.30%,11.80%,0.272,1.59,0.355,48.30%,6.67,3.54,3.13,sa549721
Corbin Hoffner,Cubs (A),20,30.1,7.71,4.75,1.63,0,19.30%,11.90%,7.40%,0.282,1.62,0.363,62.80%,5.64,3.55,2.09,sa658274
Jacob Faria,Rays (A),20,119.2,8.05,2.41,3.34,0.68,21.50%,6.40%,15.10%,0.244,1.21,0.3,65.00%,3.46,3.55,-0.09,sa598097
Greg Harris,Dodgers (A),19,87,9.52,2.9,3.29,0.72,24.50%,7.50%,17.00%,0.257,1.33,0.332,63.90%,4.45,3.55,0.89,sa738173
Salvatore Romano,Reds (A),20,148.2,7.75,2.54,3.05,0.54,19.90%,6.50%,13.40%,0.286,1.42,0.352,64.00%,4.12,3.56,0.56,sa599266
Isaac Gil,Rays (A),22,26,9.35,1.73,5.4,0.69,22.70%,4.20%,18.50%,0.303,1.46,0.388,57.20%,5.88,3.56,2.32,sa599350
Harvey Martin,Brewers (A),24,54.1,8.94,2.48,3.6,0.83,20.90%,5.80%,15.10%,0.331,1.75,0.41,64.00%,5.96,3.58,2.39,sa579758
Trevor Seidenberger,Brewers (A),22,39.2,8.39,2.5,3.36,0.68,24.50%,7.30%,17.20%,0.188,0.93,0.235,86.20%,1.59,3.59,-2,sa738571
Chase Brookshire,Cardinals (A),23,109,6.77,1.9,3.57,0.58,17.50%,4.90%,12.60%,0.278,1.34,0.329,64.50%,3.96,3.59,0.38,sa738547
Kevin Kuntz,Royals (A),24,1,0,0,0,0,0.00%,0.00%,0.00%,0.4,2,0.4,100.00%,0,3.59,-3.59,sa503726
Rafael Briceno,Braves (A),23,11.1,8.74,1.59,5.5,0.79,17.50%,3.20%,14.30%,0.383,2.21,0.458,32.50%,12.71,3.59,9.12,sa506563
Luis Gonzalez,Orioles (A),22,76.1,8.49,3.42,2.48,0.35,21.70%,8.70%,13.00%,0.246,1.34,0.315,60.70%,4.83,3.59,1.25,sa550522
Jimmy Rider,Red Sox (A),24,1,0,0,0,0,0.00%,0.00%,0.00%,0.333,1,0.333,100.00%,0,3.59,-3.59,sa658768
Michael Connolly,Giants (A),22,4.2,11.57,5.79,2,0,26.10%,13.00%,13.00%,0.263,1.71,0.385,88.90%,1.93,3.59,-1.66,sa708470
Donnie Hart,Orioles (A),23,29.1,9.51,3.38,2.82,0.61,25.20%,8.90%,16.30%,0.225,1.23,0.295,70.20%,3.68,3.59,0.1,sa738384
Kale Sumner,Yankees (A),23,2,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.59,-3.59,sa738625
Ronald Pena,Nationals (A),22,3,0,0,0,0,0.00%,0.00%,0.00%,0.333,1.33,0.333,75.00%,3,3.59,-0.59,sa658287
Artie Reyes,Cardinals (A),22,122.2,7.63,2.49,3.06,0.59,19.90%,6.50%,13.40%,0.254,1.28,0.309,71.00%,3.67,3.59,0.08,sa739006
Johendi Jiminian,Rockies (A),21,151,7.15,2.68,2.67,0.42,18.70%,7.00%,11.70%,0.266,1.34,0.324,65.10%,3.99,3.59,0.4,sa550714
Brent Jones,Diamondbacks (A),21,35.1,6.88,3.06,2.25,0.25,16.70%,7.40%,9.30%,0.279,1.5,0.336,69.60%,2.8,3.6,-0.8,sa828874
Andres Avila,Athletics (A),24,33.2,6.15,1.6,3.83,0.53,16.00%,4.20%,11.80%,0.235,1.13,0.27,69.90%,2.67,3.6,-0.93,sa541874
Jeremy Gabryszwski,Blue Jays (A),21,141.1,5.79,1.34,4.33,0.64,14.90%,3.50%,11.50%,0.3,1.39,0.342,64.30%,4.27,3.61,0.66,sa597791
Jon Prosinski,Phillies (A),23,96.2,4.84,2.23,2.17,0.19,12.20%,5.60%,6.60%,0.268,1.36,0.304,62.50%,3.82,3.62,0.2,sa737899
Blayne Weller,Diamondbacks (A),24,82.2,9.91,3.16,3.14,0.76,25.70%,8.20%,17.50%,0.256,1.34,0.338,70.60%,4.03,3.62,0.41,sa455271
Trent Daniel,Rockies (A),24,60.2,8.01,3.86,2.08,0.3,21.20%,10.20%,11.00%,0.207,1.2,0.263,69.30%,3.12,3.62,-0.5,sa599255
Zach Morton,Astros (A),23,22,6.95,2.86,2.43,0.41,18.70%,7.70%,11.00%,0.229,1.18,0.277,78.10%,2.86,3.62,-0.76,sa738509
Caleb Smith,Yankees (A),22,78.1,9.19,4.02,2.29,0.46,25.10%,11.00%,14.10%,0.213,1.21,0.283,70.00%,3.1,3.62,-0.52,sa738884
Alex Byo,Diamondbacks (A),23,21,7.29,3,2.43,0.43,21.30%,8.80%,12.50%,0.153,0.86,0.185,62.50%,3,3.63,-0.63,sa738517
Teddy Stankiewicz,Red Sox (A),20,140.1,6.54,1.86,3.52,0.58,17.50%,5.00%,12.50%,0.255,1.21,0.299,67.80%,3.72,3.63,0.09,sa657954
Montreal Robertson,Tigers (A),24,75.1,7.05,3.35,2.11,0.36,17.80%,8.50%,9.40%,0.279,1.49,0.339,72.90%,3.23,3.63,-0.41,sa598657
